#HIP,PMRA,PMDE
29128,0.73,15.03
29129,-9.74,6.65
29130,-2.72,-47.12
29131,-0.49,6.99
29132,-65.03,-6.24
29133,7.87,-165.28
29134,-50.9,19.68
29135,-8.35,-19.5
29136,-5.96,9.66
29137,-4.23,-5.65
29138,0.92,-10.79
29139,1.66,-7.3
29140,-30.2,8.07
29141,1.59,31.61
29142,-13.43,65.66
29143,79.39,-129.6
29144,-1.74,15.13
29145,2.34,-1.6
29146,-3.12,-10.34
29147,-3.32,-11.39
29148,-0.47,-3.15
29149,20.52,-15.8
29152,-2.66,-4.83
29150,-3.85,-52.83
29151,-1.75,-14.17
29153,-13.93,3.65
29154,-1.11,-10.79
29155,3.5,25.31
29156,-3.7,-0.42
29157,9.62,9.27
29158,-1.32,-5.23
29159,-5.79,-11.85
29160,9.08,-13.98
29161,-4.18,0.58
29162,-5.66,-11.94
29163,10.16,3.11
29164,45.62,-113.63
29165,-5.34,6.5
29166,-1.98,-2.64
29167,1.57,-5.5
29168,-79.06,-84.65
29169,-5.69,-3.88
29170,-3.12,-5.33
29171,19.6,-34.88
29172,-7.07,8.97
29173,2.08,-19.2
29174,-4.68,-3.41
29175,2.84,3.22
29176,3.83,2.72
29177,-2.46,-1.69
29178,3.51,-21.33
29179,16.39,10.11
29180,-2.32,-2.23
29181,-32.86,77.33
29182,19.85,-24.85
29183,-5.3,-6.98
29184,-1.9,-13.0
29185,-10.68,74.96
29186,3.85,-4.98
29187,10.46,-10.28
29188,0.49,-4.52
29189,4.77,25.79
29190,-7.47,21.84
29191,0.87,32.18
29192,-5.05,4.9
29193,-11.74,41.82
29194,-2.66,7.08
29195,-5.38,13.41
29196,-6.99,-4.97
29197,-6.57,39.91
29198,-12.84,-3.5
29199,23.17,21.21
29200,1.68,-15.04
29201,-6.56,11.92
29202,-0.89,11.88
29203,8.1,-2.86
29204,1.79,-4.63
29205,-15.74,29.55
29206,-7.06,-4.39
29207,-0.73,-16.69
29208,60.4,45.92
29209,8.69,-11.96
29210,64.76,1.8
29211,3.58,-0.55
29212,-2.26,-3.59
29213,-5.77,25.52
29214,-5.3,-0.76
29215,-2.03,-26.18
29217,-46.49,18.6
29216,1.8,-2.26
29218,-5.47,-9.47
29219,3.75,-16.54
29220,-6.64,13.68
29221,-36.01,-170.37
29223,3.78,10.69
29222,-0.65,-33.01
29224,-2.71,-34.36
29225,-1.05,-1.43
29226,117.47,-170.95
29228,-37.07,35.04
29227,-8.72,2.89
29229,-1.38,-50.13
29230,-8.14,-5.31
29231,0.63,-8.28
29232,106.89,-259.49
29233,-17.97,13.09
29234,87.66,60.76
29235,4.43,-4.65
29236,8.7,-63.2
29237,4.28,-3.94
29238,-65.98,-65.83
29239,-13.03,0.1
29240,-4.25,-0.81
29241,-25.43,35.6
29242,33.54,-260.18
29243,0.17,-13.23
29244,9.94,-20.96
29245,18.89,6.39
29246,17.61,18.77
29247,12.25,8.37
29248,210.11,-228.99
29249,1.41,-10.09
29250,34.37,14.07
29251,-7.12,47.6
29252,-0.67,-9.47
29253,-1.23,-3.3
29254,-11.32,-8.82
29255,38.61,30.15
29256,-1.19,5.89
29257,28.94,7.5
29258,-3.29,-4.97
29259,1.33,13.44
29260,-0.73,3.49
29261,-8.29,-12.71
29262,30.66,-7.65
29263,-20.93,73.14
29264,-1.02,-2.88
29265,16.5,-23.7
29266,-5.63,7.19
29267,-5.14,0.6
29268,20.2,-13.26
29269,-91.91,-364.99
29270,8.12,-2.86
29271,121.84,-212.82
29272,-15.86,49.37
29273,51.39,-49.99
29274,-5.85,-31.86
29275,-8.52,4.88
29276,-4.11,6.53
29278,12.68,-16.8
29279,14.75,-14.22
29280,-7.35,5.84
29281,-0.62,-0.38
29282,-2.4,0.15
29283,21.28,10.82
29284,-9.0,17.85
29285,-31.68,-15.42
29286,-2.36,36.28
29287,-14.3,-206.36
29288,-6.04,-1.57
29289,-15.86,15.01
29290,-2.57,6.58
29291,82.44,243.72
29292,-7.35,11.75
29293,-2.34,-2.76
29294,-9.1,-57.18
29295,-137.01,-714.06
29296,-1.54,6.48
29297,-5.31,-1.75
29298,-3.05,-0.9
29299,-16.42,-12.11
29300,-19.42,-123.12
29301,21.24,-1.52
29302,0.41,-18.94
29303,15.57,8.24
29304,-1.09,7.78
29305,1.19,13.63
29306,-4.72,9.03
29307,-28.04,29.83
29308,-9.21,-10.24
29309,-6.37,-36.18
29310,-2.5,-1.59
29311,5.94,112.95
29312,-69.74,-63.21
29313,-2.37,20.63
29314,13.99,34.26
29315,-16.78,-13.69
29316,57.62,-926.7
29317,5.78,8.25
29318,-13.94,-36.46
29319,-4.66,2.14
29320,-69.6,-46.38
29321,-2.25,-2.71
29322,173.82,-756.38
29323,-4.68,-11.56
29324,-4.99,-3.96
29325,-3.72,-14.14
29326,1.78,-2.42
29327,-3.35,-0.88
29328,2.65,-4.09
29329,-17.25,-2.49
29330,-17.03,-61.67
29331,-8.99,1.01
29332,-5.87,-8.03
29333,-2.51,-7.72
29334,-2.8,-6.67
29335,1.3,-1.29
29336,-5.78,-5.2
29337,-5.58,39.73
29338,-0.93,-4.61
29339,3.22,-1.14
29340,-7.31,-0.46
29341,1.86,-2.97
29342,6.14,-12.37
29343,-5.55,0.32
29344,3.08,-17.09
29345,-2.37,-2.24
29346,12.34,-17.91
29348,-21.68,-16.27
29347,0.82,5.42
29350,2.83,7.26
29349,2.35,-79.15
29351,-0.09,-1.47
29352,-9.54,-5.11
29353,-22.98,118.34
29354,3.84,-15.94
29355,-3.87,0.69
29356,2.4,2.6
29357,-12.35,-27.28
29358,-27.37,14.7
29359,-3.3,-2.91
29360,0.33,-1.22
29361,-12.85,-2.88
29362,-1.46,-2.22
29363,-3.57,67.79
29364,-2.34,-2.69
29365,0.53,-18.02
29366,-28.45,-1.57
29367,1.0,-3.16
29368,-8.65,-1.74
29369,6.05,-9.89
29370,-6.38,-23.2
29371,-4.9,-17.81
29372,-14.59,4.18
29373,-23.28,31.13
29374,72.43,-281.64
29375,-8.09,-0.98
29376,-4.27,-0.59
29377,-9.39,-75.5
29378,18.07,-52.08
29379,0.99,-52.04
29385,82.23,-191.9
29380,-3.36,-1.8
29381,1.18,-8.06
29382,-0.46,-4.74
29383,7.35,32.85
29384,-2.36,-0.3
29386,11.49,-108.05
29387,0.93,-0.03
29388,14.3,-55.85
29389,30.53,63.45
29390,54.04,-56.61
29391,-14.98,33.2
29392,1.41,-6.51
29393,47.39,-7.51
29394,-7.85,32.73
29395,-0.88,-13.75
29396,-11.56,77.09
29397,13.0,115.49
29398,-9.27,-51.16
29399,-10.75,21.88
29400,18.36,24.24
29401,-7.12,-3.38
29402,-18.49,84.75
29403,-5.13,-2.97
29404,4.06,-73.13
29405,-6.52,-13.37
29406,0.41,-4.95
29407,-0.36,-5.22
29408,-8.54,4.99
29409,-4.42,-8.77
29410,-5.71,7.09
29411,-5.09,21.98
29412,0.07,-1.38
29413,-5.18,-6.34
29414,-0.32,-3.91
29415,-9.11,8.94
29416,0.21,-2.73
29417,-3.54,-1.83
29418,-5.66,-14.21
29419,-1.72,2.81
29420,-2.1,-2.99
29421,-39.58,27.0
29422,5.86,-5.45
29423,11.72,-12.4
29424,0.52,-4.65
29425,-3.1,-1.25
29426,-1.59,-20.23
29427,-11.39,19.07
29428,0.37,-0.9
29430,-2.05,-2.24
29429,1.51,-2.37
29431,-0.42,-36.83
29432,196.42,-253.39
29433,1.96,-11.82
29434,5.57,-16.77
29435,-0.88,-3.42
29436,3.33,7.18
29437,-32.4,8.9
29438,-16.88,-45.61
29439,28.08,150.89
29440,-0.19,-7.28
29441,7.31,-2.06
29442,-77.02,161.51
29444,23.02,167.56
29443,42.27,-89.82
29445,-11.24,-41.51
29446,-1.94,-3.77
29447,4.56,14.09
29448,19.53,-13.48
29449,-3.06,8.67
29450,-0.91,-2.18
29451,-8.69,-4.02
29452,1.03,-16.9
29453,5.65,8.43
29454,-3.93,-4.68
29455,-5.85,12.01
29456,43.06,-185.02
29457,115.24,-231.37
29458,-3.21,1.71
29459,-4.76,7.08
29460,-6.83,-2.93
29461,-4.8,14.48
29462,-7.81,1.3
29463,-5.63,8.44
29464,-3.69,5.9
29465,-4.83,1.69
29466,-93.32,-65.04
29467,-14.31,9.65
29468,0.35,11.22
29470,-6.51,7.74
29469,-5.78,6.8
29471,-13.02,-21.21
29472,3.26,0.16
29473,0.93,-0.33
29474,-1.19,-40.61
29475,-0.52,-9.09
29476,-3.37,1.54
29477,-3.93,14.83
29478,-5.64,-2.72
29479,-33.69,-145.08
29480,-9.78,7.68
29481,6.02,-26.2
29482,-16.36,-23.17
29483,-7.53,17.64
29484,5.92,-22.4
29485,-7.15,-2.66
29486,1.64,-7.58
29487,-26.28,-1.96
29488,-6.68,4.04
29489,8.52,-1.29
29490,7.23,-31.75
29491,-3.01,-1.36
29492,-4.88,-13.67
29493,-19.53,2.75
29494,-1.83,-10.87
29495,-1.2,-20.3
29496,-2.75,-1.65
29497,-3.66,-7.38
29498,-47.82,167.56
29499,-11.56,14.61
29500,12.88,-32.98
29502,-26.09,-29.08
29501,-9.97,-23.98
29503,-0.13,-2.58
29504,15.03,-18.02
29505,5.7,9.66
29506,-6.66,6.07
29507,-2.12,20.63
29508,-3.66,-6.32
29509,10.79,-13.1
29510,11.35,-36.04
29511,7.15,-17.11
29512,10.39,-14.72
29513,7.56,-50.72
29514,4.07,10.12
29515,-25.51,24.91
29516,-3.58,-3.49
29517,2.77,1.65
29518,-2.53,-0.38
29519,2.52,-2.38
29520,-10.24,-0.35
29521,4.49,-0.75
29522,-1.65,-8.67
29523,-2.93,-12.08
29524,-5.29,-5.19
29525,78.11,-297.1
29526,-5.11,-1.37
29527,-13.81,2.56
29528,7.93,10.65
29529,-2.8,5.3
29530,-1.68,19.54
29531,74.32,111.68
29532,30.34,-10.24
29533,19.79,-23.56
29534,10.57,-14.62
29535,10.7,4.66
29536,8.32,-9.01
29537,-1.04,-22.63
29538,2.78,0.57
29539,4.49,-1.8
29540,2.69,2.55
29541,-2.33,-3.35
29542,15.37,-7.82
29543,78.5,-308.75
29544,-28.74,-142.86
29545,9.57,-16.25
29546,-13.08,1.43
29547,3.9,-32.3
29549,10.56,-29.66
29548,170.41,-204.43
29550,148.18,13.97
29551,0.94,-3.53
29552,4.51,-28.86
29553,3.91,2.28
29554,-12.07,-23.45
29555,2.37,-16.41
29556,5.94,2.24
29557,-8.56,-0.61
29558,0.56,-11.07
29559,-2.36,55.33
29560,-4.62,9.52
29561,-5.6,-32.02
29562,2.05,-4.78
29563,-1.34,-2.48
29564,0.27,19.53
29565,-4.79,-7.56
29566,1.6,-3.21
29567,2.25,0.52
29568,-47.06,110.9
29569,-2.07,-63.63
29570,-2.53,-20.86
29571,2.04,-10.93
29572,-2.02,8.13
29573,63.43,-263.77
29575,-18.42,20.25
29574,-24.46,16.36
29576,-1.95,-5.47
29577,-7.26,-6.67
29578,-1.08,-1.59
29579,-2.52,7.92
29580,17.98,-77.86
29581,-0.61,-8.93
29582,2.67,-259.08
29583,-15.54,33.99
29584,-3.93,-13.0
29585,-1.18,-10.61
29586,-14.01,-7.91
29587,1.63,-2.84
29588,3.71,-15.56
29589,-4.65,-18.91
29590,11.5,-1.4
29591,3.12,-11.83
29592,17.81,-6.26
29593,-29.67,45.86
29594,2.5,-0.5
29595,12.14,36.13
29596,110.48,-217.73
29598,7.93,0.06
29597,7.69,-20.15
29599,3.59,-20.04
29600,102.96,147.68
29601,47.11,-70.81
29602,-8.37,-10.41
29603,9.6,10.32
29604,-1.31,1.1
29605,-2.69,-38.91
29606,2.57,-39.98
29607,-2.52,-4.76
29608,-13.32,-8.06
29609,-3.12,-1.49
29610,-4.75,-6.19
29611,58.04,-285.51
29612,0.45,15.29
29613,-0.32,-1.83
29614,-4.5,-4.65
29615,-22.78,-52.69
29616,-2.89,-10.63
29617,0.09,-32.55
29618,-4.71,-9.75
29619,-9.31,0.13
29622,33.22,37.98
29620,-5.13,-17.86
29621,1.78,-16.49
29623,-3.62,-1.36
29624,-5.91,-4.83
29625,0.35,-0.96
29626,-67.08,156.83
29627,-14.42,17.51
29628,-0.03,-21.63
29629,-6.5,2.35
29630,5.0,-17.85
29631,17.84,6.44
29632,-3.68,-4.71
29633,11.71,-3.36
29634,6.29,27.13
29635,0.95,22.22
29636,4.13,-21.75
29637,7.0,28.31
29638,-0.54,-3.24
29639,40.74,4.6
29640,-1.01,-6.58
29641,-4.77,-3.32
29643,3.32,-13.24
29645,-0.25,-4.53
29642,59.61,-27.63
29644,-126.48,-239.22
29646,-3.86,7.0
29647,-0.95,7.18
29648,-4.32,8.65
29649,54.03,-106.02
29650,-95.78,-181.59
29651,-6.18,-20.06
29652,35.44,77.95
29653,-2.07,9.35
29654,0.15,-4.1
29655,-62.53,-10.24
29656,2.07,9.69
29658,-58.87,14.58
29657,-5.56,0.83
29659,-15.77,-77.58
29660,-5.85,8.33
29661,-0.52,-4.03
29662,-77.4,-294.45
29663,-5.62,0.43
29665,-29.69,-22.03
29664,-1.5,4.44
29666,-0.69,-13.53
29667,1.66,-0.98
29668,1.04,-1.97
29669,-0.76,-29.76
29670,-9.97,-3.6
29671,3.17,-12.96
29672,-90.83,6.41
29673,-15.04,53.61
29674,4.41,-2.11
29675,1.67,-1.89
29676,-5.87,2.68
29677,-0.65,13.18
29679,2.37,30.66
29678,24.21,10.65
29680,-4.21,-5.84
29681,-2.55,-1.53
29682,-3.41,6.77
29683,22.53,7.58
29684,-12.3,18.58
29685,0.42,-16.13
29686,-2.41,-0.1
29687,-0.79,-1.0
29688,11.75,-10.41
29689,1.05,-0.99
29690,6.31,-56.69
29691,-2.11,-9.88
29692,19.43,-61.46
29693,3.07,25.13
29694,23.24,-16.42
29695,-0.06,-6.81
29696,-70.9,-261.73
29697,-19.15,-65.54
29699,-0.92,15.1
29698,2.59,-8.01
29700,-0.52,-4.59
29701,2.6,-0.18
29702,0.51,-2.97
29703,-1.82,-2.59
29704,1.61,-12.66
29705,-13.31,-2.47
29706,-5.29,-8.91
29707,11.05,-12.46
29708,-10.89,-0.22
29709,5.12,-16.28
29710,1.5,20.57
29711,22.68,-34.41
29712,7.25,23.88
29713,-5.92,-4.0
29714,4.1,-46.83
29715,-3.89,-4.08
29716,-158.04,-218.33
29717,-3.35,-2.3
29718,2.57,-16.34
29719,0.87,-2.31
29720,20.21,4.71
29721,45.73,-84.46
29722,58.08,-54.38
29723,-73.33,6.12
29724,29.69,49.3
29725,-58.49,3.77
29726,45.35,21.27
29727,3.54,12.53
29728,-0.79,-17.38
29729,-4.77,20.49
29730,28.54,-24.14
29731,-16.69,-6.92
29732,5.24,0.63
29733,2.16,15.56
29734,3.31,-5.15
29735,12.26,-11.08
29736,-3.21,-1.54
29737,4.34,-32.19
29738,-1.06,-1.15
29739,-4.49,-4.31
29740,-11.12,-20.21
29741,6.8,31.67
29742,-3.11,-1.53
29743,7.07,6.16
29745,4.23,0.05
29744,1.32,-0.56
29746,-6.51,30.36
29747,5.94,32.57
29748,1.34,-16.92
29749,10.27,-22.25
29750,0.37,8.94
29751,4.81,9.7
29752,-19.89,-33.2
29753,-10.6,9.47
29754,-34.37,-130.17
29755,-22.35,-5.9
29756,-1.32,3.66
29757,-3.06,-4.38
29758,-3.95,-7.15
29759,72.24,-351.3
29760,-18.41,-5.22
29761,-13.18,-443.07
29762,5.03,2.15
29763,0.25,-23.43
29764,-7.15,8.5
29765,-3.23,-1.46
29766,2.57,-6.3
29767,12.98,-21.66
29768,15.11,-22.49
29769,0.27,7.71
29770,-0.73,-1.68
29771,-9.19,0.9
29772,-7.93,-131.02
29773,1.75,-189.22
29774,-1.08,-11.86
29775,3.44,-3.31
29776,2.8,-17.88
29777,-208.58,-187.27
29778,3.28,12.43
29779,-3.06,-3.03
29780,-5.68,-4.75
29781,-10.01,2.07
29782,5.8,-3.64
29783,27.84,-209.57
29784,-2.98,4.22
29785,-6.19,3.17
29786,9.68,-11.64
29787,-4.12,-9.04
29788,-45.52,-316.87
29789,-13.64,-8.59
29790,6.74,-23.95
29791,1.5,-3.78
29792,-2.25,-9.48
29793,-3.38,-15.1
29794,-4.05,-9.7
29795,18.75,-28.06
29796,0.37,20.54
29797,5.03,2.64
29798,-0.27,-9.59
29799,-10.34,1.37
29800,83.07,186.28
29801,-16.89,25.02
29802,-17.61,32.41
29803,47.58,28.61
29804,121.32,200.54
29805,-4.18,8.57
29806,5.88,-9.91
29807,0.39,87.58
29808,-15.33,-18.78
29809,3.46,5.65
29810,48.62,-418.48
29811,-9.98,-35.97
29812,10.31,-0.85
29814,58.32,-493.14
29813,-0.95,1.05
29815,-21.94,9.88
29816,-5.18,5.68
29817,-2.85,0.82
29818,-8.33,11.04
29819,-0.8,6.87
29820,3.19,18.92
29821,-10.81,-4.15
29822,-4.42,1.31
29823,6.41,8.26
29824,-255.73,-333.27
29825,5.08,12.5
29826,-12.94,-9.55
29827,6.95,-11.66
29828,-88.53,-32.12
29829,-121.87,19.22
29830,41.32,162.49
29831,83.46,-126.0
29832,-4.4,-5.68
29834,-3.93,-8.02
29833,-7.97,26.75
29835,3.52,-4.14
29836,6.84,71.1
29837,-0.69,1.46
29838,-2.63,-12.77
29839,-1.11,-3.34
29840,-0.02,-2.61
29841,-1.96,14.19
29842,1.35,83.91
29843,127.42,-258.64
29844,1.6,2.0
29845,-12.51,4.25
29846,-11.36,-49.25
29847,-2.1,4.08
29848,-11.94,30.36
29849,-7.06,-8.93
29850,5.1,-59.86
29851,4.47,-18.95
29852,-5.51,-22.63
29853,-2.7,-35.67
29854,13.32,-29.34
29855,-19.75,16.03
29856,3.47,-2.28
29857,6.83,-57.66
29858,7.77,33.75
29859,1.71,-14.34
29860,-189.37,171.18
29861,-19.64,29.35
29862,1.79,13.65
29863,-21.1,5.6
29864,9.29,-35.4
29865,-0.98,-0.85
29866,-2.96,3.73
29867,-1.46,-3.85
29868,10.84,11.36
29869,0.47,-16.4
29870,-1.05,-5.75
29871,2.93,-28.93
29872,-13.0,-40.83
29873,-44.55,-64.33
29874,-13.7,-5.1
29875,112.71,-93.85
29876,-9.36,-3.99
29877,-2.23,2.23
29878,-7.67,-43.79
29879,-8.77,0.64
29880,-36.12,-70.21
29881,-1.52,-2.67
29882,70.31,39.99
29883,-8.83,-1.24
29884,-43.79,11.26
29885,-7.86,2.83
29886,-4.41,-5.64
29887,-4.02,-1.58
29888,51.39,-119.45
29889,88.45,-17.95
29890,4.92,-7.27
29891,5.23,-18.72
29892,4.29,27.12
29893,-6.64,15.09
29894,1.3,11.65
29895,-14.87,2.07
29896,5.3,-2.93
29897,-1.86,-7.48
29898,4.98,-32.83
29899,1.73,-0.11
29900,-7.47,1.02
29901,0.67,-3.98
29902,3.49,-13.33
29903,-2.11,-0.53
29904,-0.13,-3.16
29905,-5.51,-8.13
29906,2.7,3.86
29907,1.27,14.92
29908,14.71,6.69
29909,3.99,-13.04
29910,-3.01,0.65
29911,-11.04,-0.16
29912,-0.99,-4.07
29913,8.55,0.95
29914,-1.63,-6.7
29915,2.6,20.93
29916,0.94,0.57
29917,-3.62,-35.51
29918,11.3,72.73
29919,-9.61,-2.37
29920,-1.61,-3.02
29921,-0.28,-2.06
29922,-4.6,-2.29
29923,58.7,9.99
29924,-0.4,-13.39
29925,26.51,-55.76
29926,1.54,19.8
29927,-1.4,-10.32
29928,-7.33,6.71
29929,-2.88,42.24
29930,-2.8,-12.25
29931,-4.78,4.31
29932,12.41,21.11
29933,-4.86,7.19
29934,-0.01,1.0
29935,-3.99,3.74
29936,38.48,37.07
29937,14.87,-4.77
29938,19.82,-125.3
29939,-5.89,27.29
29940,-0.95,-17.86
29941,-5.84,7.22
29942,-1.73,27.26
29943,-6.44,-13.5
29944,5.65,-23.29
29945,-13.64,-25.91
29947,-1.18,-11.32
29946,3.76,7.19
29948,-4.04,-6.41
29949,12.56,-130.38
29950,-1.71,-36.09
29951,10.09,-4.94
29952,-2.36,2.94
29953,3.25,6.56
29954,2.75,-49.27
29955,7.98,-68.76
29956,-9.03,7.03
29957,23.74,-97.11
29958,66.6,341.18
29959,-1.47,-4.52
29960,-2.12,-6.06
29961,2.19,1.04
29962,-9.75,-69.28
29963,-4.88,-0.24
29964,-8.14,71.42
29965,-6.74,7.56
29966,3.77,-4.34
29967,-9.63,-20.17
29968,1.62,-1.15
29969,-1.94,-0.76
29970,-12.13,13.97
29971,-5.0,2.62
29972,22.82,-43.7
29973,-5.38,5.87
29974,-121.09,-31.86
29975,12.13,-50.22
29976,-12.84,6.04
29977,0.95,-14.87
29978,26.96,-15.43
29979,0.43,-1.19
29980,6.26,-43.89
29981,5.61,-12.72
29982,1.35,-41.96
29983,8.5,6.03
29985,-6.7,9.36
29984,1.81,34.89
29986,5.24,-9.85
29987,1.52,-42.81
29988,-31.17,23.79
29990,-0.79,7.03
29989,-4.73,-35.77
29991,18.69,-65.67
29992,81.4,-40.63
29993,0.99,16.67
29994,7.02,-20.01
29996,4.34,-22.68
29995,3.28,-8.58
29997,-1.64,-101.65
29998,-5.56,-10.57
29999,19.47,17.71
30000,-18.01,18.04
94273,-13.03,-159.89
30001,-4.15,101.98
30002,4.47,-38.67
30003,-1.55,-7.07
30004,-3.36,7.25
30005,-2.97,-23.45
30006,-4.13,-3.57
30007,-9.35,8.25
30008,8.25,1.66
30009,-4.28,0.79
30010,-2.7,-16.87
30011,-3.32,3.9
30012,-10.13,8.3
30013,0.81,-3.97
30014,0.44,-1.02
30015,-2.15,-1.06
30016,2.4,-0.62
30017,-8.25,10.79
30018,147.6,-309.51
30019,-8.68,-4.8
30020,-18.0,11.31
30021,16.68,-48.78
30022,11.14,-2.65
30023,-29.66,-33.39
30024,-3.78,12.2
30025,1.56,-3.59
30026,-3.31,-5.97
30028,-19.59,2.21
30027,0.55,-11.38
30030,10.65,-42.47
30029,-7.7,-3.02
30031,-37.53,-31.42
30032,2.38,7.13
30033,-51.48,-145.12
30034,14.13,45.21
30035,0.79,-4.27
30036,2.03,-3.11
30037,-42.97,79.01
30038,-14.56,68.23
30039,-10.18,6.55
30040,14.05,-29.19
30041,-0.6,0.42
30042,-5.11,3.55
30043,-1.54,-1.87
30044,-7.13,13.18
30045,-215.69,-28.45
30046,-0.43,-1.55
30047,47.0,-78.6
30048,60.56,-18.5
30049,-0.65,-1.73
30050,-68.24,-126.03
30051,19.91,-10.24
30052,-6.04,-0.94
30053,-5.13,-8.01
30054,-9.5,12.19
30055,10.15,-9.54
30056,-3.09,1.26
30057,24.23,-53.14
30058,-30.71,-39.51
30059,-24.92,-57.69
30060,-3.51,24.43
30061,5.51,-21.04
30062,-37.05,10.28
30063,-4.94,0.48
30064,21.49,41.42
30065,3.68,2.75
30066,-27.78,-80.02
30067,-17.48,-14.34
30068,1.06,22.28
30069,4.39,1.84
30070,2.25,-7.86
30071,0.84,-5.74
30072,-2.48,1.92
30073,-4.31,0.7
30074,33.97,-26.97
30075,7.97,4.22
30076,-2.24,-3.19
30077,3.28,122.09
30078,3.61,12.94
30079,7.24,-3.63
30080,7.6,-16.53
30081,-11.14,-19.44
30082,-4.49,-43.1
30083,-2.99,-7.38
30084,-2.29,-15.03
30085,8.69,-1.69
30086,-2.29,-1.36
30087,-2.64,-3.73
30088,-10.16,5.62
30089,-10.98,-21.1
30090,2.81,-8.32
30091,11.27,-30.98
30092,-2.02,5.17
30093,-7.31,-1.0
30094,-9.05,68.72
30095,-11.65,-13.34
30096,-11.96,-10.66
30097,4.61,-18.97
30098,101.14,-182.96
30099,-6.26,-17.27
30100,-6.51,2.2
30101,-1.39,-2.56
30102,-65.88,1.06
30103,-4.4,-0.44
30104,235.06,-267.26
30105,-8.55,-19.1
30106,-17.85,125.56
30107,14.44,-5.99
30108,0.66,0.14
30109,-3.6,-11.86
30110,7.88,-4.33
30111,2.89,-141.5
30112,-123.33,-97.79
30113,-1.87,-13.61
30114,70.92,-16.2
30115,-16.48,-53.49
30116,217.23,18.87
30117,23.83,-18.56
30118,0.11,-4.63
30119,9.77,-26.65
30120,0.19,-14.95
30121,3.63,8.9
30122,8.0,3.81
30123,-17.48,-92.49
30124,-1.79,-21.14
30125,3.0,-16.82
30127,-4.21,-12.14
30128,-14.29,17.24
30129,-10.21,-99.84
30130,12.46,-262.62
30131,1.45,-5.67
30132,3.56,-2.75
30133,1.72,-4.72
30134,-7.19,-10.14
30135,-2.34,-2.79
30136,-5.08,-12.25
30137,-2.49,0.63
30138,-1.24,-9.07
30139,2.28,-7.68
30140,-0.87,8.85
30141,-20.73,-65.68
30142,21.09,-47.94
30143,0.42,19.94
30144,-4.87,-6.0
30145,3.07,-36.05
30146,-0.88,-9.97
30147,-2.94,16.97
30148,49.43,-16.51
30149,-7.75,-3.91
30150,-3.21,-22.59
30151,-2.16,6.48
30152,-8.23,-48.3
30153,5.31,-14.73
30154,-27.14,-30.44
30155,-3.01,-3.23
30156,9.73,-9.28
30157,2.18,-5.85
30158,188.45,82.39
30159,1.77,2.47
30160,-1.8,26.44
30161,4.69,-14.79
30162,2.01,-1.64
30163,1.17,-8.22
30165,-23.61,-12.14
30164,8.45,-0.14
30167,33.05,-39.9
30166,35.88,-22.33
30168,-6.52,-59.12
30169,-4.99,-3.51
30170,-26.13,33.74
30172,56.82,0.47
30173,1.95,-14.96
30171,104.42,-176.8
30174,41.44,-77.97
30175,-4.31,8.38
30176,-1.27,-1.82
30177,-0.67,-20.95
30178,25.8,-11.89
30179,-29.91,-19.18
30180,1.49,-16.41
30181,18.22,-33.72
30182,-10.16,-6.93
30183,29.45,-92.56
30184,-0.07,-5.23
30185,-16.26,-22.7
30186,4.69,-17.21
30187,-0.3,0.61
30188,-28.3,13.55
30189,-49.02,-186.19
30190,3.02,1.98
30191,-3.03,-18.97
30192,3.77,3.97
30193,-12.45,12.33
30194,6.12,-28.34
30195,-7.04,3.59
30196,13.73,-25.01
30197,-5.16,-4.08
30198,5.16,-1.46
30199,-7.78,11.39
30200,9.48,-45.66
30202,-4.43,0.25
30201,7.95,10.88
30203,0.36,4.02
30204,-2.26,1.3
30205,-2.73,-32.21
30206,1.99,22.42
30207,-6.74,4.35
30209,23.97,-2.84
30208,0.93,-11.5
30210,-2.05,-2.56
30211,6.19,-14.13
30212,0.54,-4.68
30213,-4.63,60.57
30214,-4.25,2.37
30215,-8.53,0.98
30216,-9.5,5.6
30217,-15.9,-26.84
30218,20.16,-42.26
30219,1.97,-0.66
30220,10.55,-189.3
30221,-5.56,-134.61
30222,5.43,-19.45
30223,-4.1,41.53
30224,5.6,22.59
30225,25.23,-240.22
30227,6.53,-7.32
30226,34.59,-215.83
30228,-9.43,15.3
30229,0.0,-4.2
30230,-32.47,-45.43
30231,-6.63,-25.54
30232,-45.96,-98.94
30233,12.62,-1.3
30234,0.18,-13.46
30235,24.77,16.74
30236,18.74,-37.49
30237,-6.76,-7.41
30238,-1.17,-16.28
30239,5.78,8.48
30240,-6.69,2.8
30241,-4.75,-12.86
30243,-3.61,-156.66
30242,-8.57,-6.06
30244,6.59,-19.97
30245,-4.72,-7.59
30246,2.97,-11.65
30247,22.24,-88.91
30248,0.1,-7.22
30249,-2.08,-14.92
30250,5.18,-12.99
30251,-8.59,1.52
30252,12.53,4.66
30253,9.53,-7.29
30254,-6.91,-29.77
30255,-10.18,-8.41
30256,-633.29,279.48
30257,-3.61,-0.95
30258,-31.31,146.56
30259,-4.08,21.44
30260,0.07,28.51
30261,-8.4,67.98
30262,-8.76,-5.12
30263,-2.42,6.84
30264,-13.98,-2.35
30265,18.15,10.51
30266,-4.33,-3.37
30267,6.34,-21.63
30268,2.13,-1.92
30269,0.49,0.52
30270,-2.05,-65.59
30271,-1.63,16.66
30272,-5.55,0.6
30273,-4.45,-10.54
