#HIP,PMRA,PMDE
110070,15.34,-11.8
110071,171.51,70.05
110072,20.05,-0.81
110073,-25.44,-5.86
110074,-27.9,-3.18
110075,1.25,-1.05
110076,68.8,14.84
110077,96.85,-32.29
110079,197.88,-86.54
110078,-37.28,14.28
110080,20.58,-15.26
110081,1.38,-12.91
110082,26.97,8.63
110083,40.03,-3.47
110084,162.57,-203.08
110085,153.55,-172.07
110086,59.71,-11.05
110087,50.67,-13.34
110088,-2.0,-3.49
110089,74.88,-14.53
110090,-0.66,-2.38
110091,-41.39,-54.73
110092,35.56,-34.76
110093,5.37,3.34
110094,160.74,128.66
110095,-31.41,-15.55
110096,-4.66,-16.87
110097,207.76,-97.66
110098,-14.29,-2.42
110099,1.6,2.13
110100,-22.27,1.45
110101,35.03,-5.05
110102,-223.6,-99.49
110103,42.73,9.8
110105,225.75,-110.27
110104,6.54,-4.81
110107,-22.9,29.37
110108,6.02,21.09
110109,439.86,-632.6
110110,12.66,12.64
110111,19.36,8.34
110112,0.82,-28.23
110113,-53.73,-18.28
110114,31.35,-27.86
110115,62.55,-86.08
110116,12.48,8.03
110117,-18.29,8.49
110118,-7.44,-25.07
110119,-2.4,-10.58
110121,-6.34,-14.39
110120,201.08,28.26
110122,4.35,-2.57
110123,21.96,-97.05
110124,-7.06,7.14
110125,-1.99,-3.74
110126,47.33,-47.55
110127,107.38,-13.75
110128,56.21,31.3
110129,7.95,2.23
110130,-71.48,-38.15
110131,36.91,9.15
110132,-5.32,-3.32
110133,-7.45,4.94
110134,7.36,2.35
110135,-27.32,-25.19
110136,12.0,-8.59
110137,-1.9,-14.43
110138,43.23,185.65
110139,-10.77,-5.35
110140,283.7,-103.48
110141,-20.0,8.38
110142,-1.29,-2.74
110143,31.75,14.75
110144,-3.13,-6.53
110145,-22.76,-27.12
110146,-4.53,-6.33
110147,169.39,-131.79
110148,29.48,-12.98
110149,-12.02,-15.49
110150,5.14,20.55
110151,13.97,2.86
110152,35.58,0.36
110153,20.47,7.88
110154,-4.27,-1.74
110155,-20.37,-12.41
110156,220.57,-77.04
110157,1.59,-11.72
110159,80.36,-54.81
110158,9.8,-4.61
110161,37.61,-187.27
110162,-5.52,-12.53
110164,-1.44,-9.52
110163,16.62,-11.76
110165,4.14,-6.8
110166,39.69,-6.76
110167,79.99,-116.49
110168,16.15,-2.94
110169,-1.27,-1.96
110170,41.3,30.1
110171,55.4,43.73
110173,-9.58,-1.03
110172,88.59,-24.36
110174,7.47,-8.33
110175,-32.55,-19.46
110176,217.86,-72.16
110177,-4.76,-4.77
110178,50.38,-14.21
110179,72.65,-9.91
110180,-2.01,-1.75
110181,-13.38,-33.5
110182,-6.39,-6.64
110183,24.94,10.05
110184,50.35,27.27
110185,-10.78,-20.06
110186,-2.08,-2.16
110187,231.73,-139.85
110188,-11.18,-24.33
110189,16.2,8.8
110190,-192.51,-1.24
110191,29.75,7.01
110192,-13.15,-12.63
110193,5.03,16.44
110194,-67.14,-66.08
110195,50.61,-12.94
110196,-6.7,-2.91
110197,26.9,16.72
110198,-7.63,-1.68
110199,81.08,-68.9
110200,-2.95,-3.19
110201,26.22,-2.12
110202,9.18,-1.19
110203,-1.17,-2.26
110204,10.07,-9.04
110205,66.56,-98.29
110206,35.98,-9.66
110207,-0.22,0.63
110208,-35.79,-27.62
110209,34.88,-67.12
110210,-5.91,4.18
110211,17.52,-2.07
110212,15.34,1.09
110213,26.83,-5.09
110214,-21.04,-40.51
110215,19.42,0.1
110216,3.62,2.29
110217,-14.84,1.49
110218,370.21,204.07
110219,39.85,-82.26
110220,12.16,-7.94
110221,-17.77,-28.65
110222,8.14,-4.99
110223,-4.04,-24.04
110224,-11.68,-3.77
110225,2.73,3.77
110226,9.62,-33.8
110227,-22.14,22.26
110228,-53.53,-47.78
110229,298.5,40.47
110230,14.2,4.06
110231,-10.02,-18.76
110232,11.02,-4.03
110233,6.48,-6.19
110234,-28.26,11.77
110235,109.18,6.8
110236,-2.17,-11.97
110238,-31.86,-1.62
110237,38.1,-19.28
110239,-0.6,-6.7
110240,-26.44,-20.96
110241,10.36,2.26
110242,-7.03,-6.9
110243,62.32,-6.24
110244,47.07,33.13
110245,90.47,-141.32
110246,5.33,1.12
110247,-19.01,-27.02
110248,114.45,-35.15
110249,90.49,-4.91
110250,18.58,-5.01
110251,-4.5,-5.07
110252,32.56,1.94
110253,22.25,-5.82
110254,-0.83,-4.41
110255,38.04,-37.09
110257,14.73,-1.73
110256,56.36,-42.78
110259,15.37,-0.08
110260,72.83,-43.86
110261,6.62,-11.46
110262,4.59,-7.07
110263,1.37,5.82
110264,-32.34,-28.56
110265,22.31,1.97
110266,19.08,5.11
110267,-4.58,-3.58
110268,15.39,20.86
110269,-12.09,8.18
110270,19.53,12.28
110271,49.63,-35.09
110272,17.85,-33.02
110273,15.21,1.61
110275,14.71,5.78
110274,2.62,-4.66
110276,84.38,19.45
110277,1.87,-4.0
110278,47.62,-10.47
110279,-6.89,-43.39
110280,2.91,3.79
110281,-9.0,1.2
110282,-0.96,-1.85
110283,160.86,-104.64
110284,-0.04,0.99
110285,182.43,46.63
110286,26.41,2.54
110287,3.01,0.18
110288,47.88,-19.44
110289,-4.86,-55.32
110290,-23.35,-17.27
110291,-190.34,-64.41
110292,101.86,-28.16
110293,14.0,-13.29
110294,-9.47,5.87
110295,18.41,3.31
110296,15.58,-10.32
110297,3.0,-2.27
110298,20.33,2.1
110299,6.08,-30.1
110300,-5.23,-19.74
110301,5.06,-14.15
110302,88.42,59.43
110303,-5.01,-5.33
110304,-46.77,-69.31
110305,-29.07,-35.32
110306,-8.73,15.18
110307,-85.95,-45.11
110308,1.83,-5.0
110309,201.48,-84.0
110310,-5.27,-3.68
110311,25.71,-8.89
110312,11.87,-12.72
110313,-3.21,-4.23
110314,-3.35,21.17
110315,-19.88,-72.91
110316,2.54,-0.41
110317,5.9,1.27
110318,33.66,7.35
110319,29.04,8.83
110320,0.46,-3.98
110321,-10.8,-5.8
110322,-36.0,-11.29
110323,24.66,-23.29
110324,-11.4,-7.97
110325,-61.13,-31.19
110326,-5.3,-1.75
110327,7.24,-21.7
110328,14.51,-9.16
110330,71.27,-134.07
110331,0.12,-13.44
110332,24.47,-29.6
110329,-9.07,-23.75
110333,25.29,-1.25
110334,22.6,11.28
110335,-2.3,-23.6
110336,-11.98,-8.97
110337,502.24,-280.51
110338,15.55,-24.55
110339,4.79,-50.76
110340,55.47,13.84
110341,43.67,21.6
110342,3.67,3.98
110343,8.75,-5.87
110344,43.5,28.6
110345,8.72,2.12
110346,14.05,-7.42
110347,-7.76,-19.69
110348,11.53,-4.1
110349,108.93,2.98
110350,17.95,-0.55
110351,21.72,1.92
110352,-24.71,-16.28
110353,-1.75,-25.9
110354,258.67,61.63
110355,161.75,-44.91
110356,11.77,3.26
110357,149.29,-208.54
110358,155.75,-83.23
110359,33.27,-44.79
110360,-17.87,-19.16
110361,5.97,-5.26
110362,-3.86,-2.13
110363,-11.61,-35.65
110364,10.17,-6.04
110365,264.4,-107.0
110366,96.45,-67.27
110367,-76.53,-20.12
110368,22.76,11.42
110369,26.16,6.73
110370,37.22,-39.45
110371,17.42,5.6
110372,16.26,-35.75
110373,-2.23,-5.81
110374,76.75,-27.57
110375,-2.57,-13.45
110376,61.31,25.14
110377,-3.35,-29.45
110378,26.79,-9.12
110379,38.84,15.4
110380,-16.63,24.29
110381,21.51,5.69
110382,-30.34,26.42
110383,-13.84,-16.34
110384,35.64,-16.79
110385,-30.1,-42.43
110386,6.21,5.54
110387,30.15,10.57
110388,-1.18,-3.42
110389,-8.1,-15.79
110390,1.59,-19.73
110391,-11.34,-84.57
110392,-14.9,-1.5
110393,14.25,-7.69
110394,6.01,3.99
110395,129.24,8.9
110396,-16.65,-11.43
110398,0.09,-15.45
110399,2.47,-6.98
110400,-72.18,148.85
110401,374.49,-238.15
110402,3.7,-16.59
110397,133.74,-210.25
110403,30.27,-32.75
110404,0.18,-5.91
110405,28.78,7.86
110406,5.19,-11.78
110407,-1.56,-9.08
110408,15.65,-5.23
110409,-30.42,-16.73
110410,31.4,17.28
110411,-8.06,-7.63
110412,4.2,-0.75
110413,5.3,-2.38
110414,-3.71,-2.98
110416,21.07,-22.02
110415,20.16,-37.73
110417,21.99,0.95
110418,26.63,-2.56
110419,9.87,25.83
110420,1.24,-46.67
110421,-24.06,-25.44
110422,44.74,3.59
110423,138.89,-16.38
110424,-21.11,-55.97
110425,27.39,-22.56
110426,16.76,-0.53
110427,176.85,66.7
110428,-1.72,-15.56
110429,7.08,9.69
110430,17.93,-2.65
110431,-3.51,-1.7
110432,14.6,-21.34
110433,9.65,26.62
110435,-34.53,-21.53
110434,19.34,-8.81
110436,49.52,-46.47
110437,-1.29,-4.17
110438,17.22,14.53
110439,-40.53,-20.77
110440,26.33,-227.24
110441,-4.28,-3.08
110442,-88.74,-169.05
110443,-185.33,232.67
110446,4.4,-7.76
110445,-7.58,-5.72
110444,17.14,-25.19
110447,17.22,-28.4
110448,-2.02,-2.48
110449,-5.09,-8.56
110450,-6.9,4.95
110451,12.7,-4.56
110452,-0.6,1.93
110453,68.24,-1.13
110454,32.53,59.34
110455,2.81,-15.47
110456,12.65,-16.31
110457,57.81,-42.89
110458,22.02,-21.7
110459,16.29,5.28
110460,5.51,4.22
110461,-9.9,-8.52
110462,-34.51,-10.45
110463,22.96,-10.19
110464,2.48,-41.23
110465,1.68,-17.41
110466,66.96,-37.09
110467,26.16,-17.24
110468,165.19,-1058.33
110469,13.9,-8.66
110470,14.09,-11.23
110471,-19.64,-19.01
110472,60.66,74.62
110473,0.12,-4.51
110474,104.56,-35.07
110475,12.85,2.67
110476,-0.27,-6.32
110477,15.21,8.3
110478,27.89,-10.92
110479,-15.3,0.52
110481,59.56,1.82
110480,27.67,-29.09
110482,-3.43,-2.93
110483,440.61,-116.32
110484,26.95,5.53
110485,33.61,12.94
110486,27.47,-21.07
110487,4.71,53.41
110488,63.48,28.67
110489,4.51,-30.89
110490,19.78,-14.85
110491,55.22,-18.43
110492,20.0,-6.02
110493,19.28,-24.66
110494,-27.07,-6.19
110495,125.56,-21.03
110496,6.14,-22.85
110497,17.49,4.81
110499,-5.54,-4.98
110498,19.59,11.99
110500,-3.45,-2.74
110501,-4.71,-9.66
110502,70.56,-12.5
110503,-44.15,-149.87
110504,-2.91,-2.42
110505,-22.15,-18.77
110506,233.33,-57.92
110507,22.53,-2.74
110508,305.93,35.08
110509,31.53,-5.43
110511,-2.55,-1.82
110510,0.56,-0.87
110512,376.34,-94.31
110513,9.23,-47.27
110514,-15.16,-16.24
110515,16.89,7.39
110516,-23.76,14.94
110517,-17.52,-16.83
110518,-45.63,-181.53
110519,32.22,-32.58
110520,-13.02,14.06
110521,-1.9,-12.1
110522,-13.5,-9.26
110523,-11.34,-19.05
110524,-0.18,3.77
110525,-3.63,-1.45
110526,251.26,-207.57
110527,68.29,3.8
110528,12.75,-26.35
110529,97.6,-2.5
110530,18.88,-9.82
110531,3.11,23.81
110532,-6.21,8.95
110533,-8.41,-6.6
110535,-5.95,-20.32
110534,586.49,-376.12
110536,-16.37,-31.93
110537,-54.35,-19.01
110538,-13.56,-186.37
110539,36.49,6.24
110540,-2.82,-2.96
110541,16.17,-11.53
110542,3.01,-26.18
110543,-2.86,-2.62
110544,-30.93,2.35
110545,-32.47,6.43
110547,19.46,-17.41
110546,35.07,8.07
110548,335.18,-14.71
110549,-19.38,-37.12
110550,3.7,8.82
110551,19.79,-20.21
110552,21.51,-11.5
110553,7.02,-16.17
110554,166.72,19.53
110555,-24.08,-25.56
110556,23.06,-16.02
110557,-6.83,-13.5
110558,-14.48,-30.32
110559,3.07,-1.47
110560,-77.39,-166.04
110775,104.51,-178.35
110561,27.43,-19.04
110562,-10.33,-37.14
110563,62.39,-9.15
110564,-53.28,-66.17
110565,-44.57,-10.37
110566,255.69,123.47
110567,-25.14,4.23
110568,35.02,-8.96
110569,6.83,0.29
110570,17.86,-0.82
110571,16.22,0.01
110572,16.63,-5.34
110573,16.19,-12.64
110574,23.97,-50.81
110575,22.9,2.34
110576,70.98,-7.9
110577,61.66,-19.16
110578,26.35,-7.77
110579,-11.48,-14.98
110580,-55.94,-24.68
110581,-0.24,-6.35
110582,5.24,-9.19
110583,8.93,-7.34
110585,30.56,5.84
110584,22.13,-2.28
110586,38.66,-18.12
114110,112.27,83.24
110587,61.16,14.2
110588,40.61,16.35
110589,27.45,-84.6
110590,26.91,11.5
110591,16.98,-1.46
110592,16.28,-6.98
110593,15.69,-2.23
110594,3.7,68.46
110595,-1.53,-4.33
110596,12.08,-20.42
110597,0.31,-2.37
110598,10.42,-1.05
110599,21.8,-9.93
110600,-0.28,-24.37
110601,8.68,-0.39
110602,50.69,14.24
110603,-14.75,-21.14
110605,-8.92,-71.61
110604,13.46,-6.87
110606,6.87,12.73
110607,1.94,-2.84
110608,-105.48,-99.75
110609,-5.12,-3.37
110610,-7.4,-21.22
110611,-6.8,-18.49
110612,11.07,-5.39
110613,38.94,-23.91
110614,-20.41,-45.86
110615,-9.21,-10.82
110616,-1.44,-3.77
110618,1302.45,-674.12
110617,4.62,-6.54
110619,113.24,37.69
110620,172.94,-145.34
110621,-12.84,-9.84
110622,-5.67,-12.18
110623,124.26,39.7
110624,110.71,-9.1
110625,-4.28,-0.85
110626,192.38,92.42
110627,13.34,30.49
110628,-23.44,-49.2
110629,144.58,-35.21
110630,22.53,0.38
110631,19.14,-5.17
110632,97.08,-51.51
110633,12.61,5.93
110634,21.69,9.86
110635,-17.36,19.83
110636,1.74,16.61
110637,11.62,-25.89
110638,22.7,-2.95
110639,21.43,9.18
110640,-173.46,-67.63
110641,-13.28,-30.93
110642,-190.01,-25.88
110643,-3.17,-30.16
110644,1.49,-18.16
110645,4.69,-11.07
110646,89.15,-69.54
110647,6.37,0.19
110648,16.25,6.3
110649,180.71,-331.27
110650,-95.12,-272.2
110651,-4.82,-3.6
110652,58.39,-39.13
110653,2.6,-19.88
110654,13.34,-16.93
110656,19.22,-0.5
110657,53.54,-12.29
110658,-26.98,-23.41
110655,131.65,102.84
110659,75.42,-154.35
110660,-81.19,-225.94
110661,50.29,25.23
110662,-2.46,-2.15
110663,169.22,-41.18
110664,-1.85,-5.22
110665,66.37,-22.82
110666,-7.42,-27.03
110667,-6.24,-6.93
110668,121.79,-62.31
110669,-65.78,-1.96
110670,-36.26,4.34
110671,4.89,-2.53
110672,18.38,3.35
110673,-22.51,-75.07
110674,50.16,-7.6
110675,8.43,-0.95
110676,-17.57,-22.59
110677,2.0,-6.85
110678,-6.77,-7.71
110679,-34.45,-19.66
110680,14.2,-7.09
110681,-3.2,1.83
110682,1.53,0.16
110683,-14.13,-10.6
110684,2.42,-6.87
110685,-14.59,-93.43
110686,87.36,15.15
110687,53.76,-5.19
110688,-1.98,2.1
110689,-14.36,20.18
110690,-230.83,-343.38
110691,-161.47,-73.24
110692,25.02,-30.58
110693,3.93,5.79
110694,30.03,-0.06
110695,22.06,-33.69
110696,28.67,28.9
110697,-14.81,-32.57
110699,1.75,-2.35
110698,3.3,-2.8
110700,-0.16,-6.18
110701,-9.11,-5.53
110702,1.48,-1.85
110703,24.06,-2.52
110704,-3.18,14.54
110705,-16.11,-13.29
110706,24.35,-0.43
110707,1.23,-4.29
110708,27.17,-8.7
110709,-41.27,-25.56
110710,3.6,-3.7
110711,0.59,20.06
110712,58.55,12.48
110714,-29.5,-124.12
110713,-63.71,5.58
110715,37.49,17.58
110716,184.88,-193.82
110717,-30.17,-93.58
110718,16.39,5.52
110719,15.18,61.32
110774,195.22,208.45
110720,86.29,-19.88
110721,-2.6,-3.11
110722,1.97,-0.33
110723,6.69,-6.91
110724,24.46,13.84
110725,19.69,5.34
110726,3.59,-2.34
110727,13.68,14.6
110728,15.4,9.59
110730,-6.46,-13.78
110729,27.74,19.59
110731,31.77,-22.12
110732,26.18,8.31
110733,-12.73,-7.73
110734,56.67,-22.65
110735,-45.64,-35.64
110736,24.12,-6.76
110737,10.46,-0.91
110738,1.58,13.65
110739,23.57,-6.36
110740,-22.9,6.29
110741,-11.51,-16.06
110742,13.54,7.43
110743,22.7,-29.1
110744,1.67,4.88
110745,-0.41,-14.3
110746,12.26,-1.91
110747,5.66,4.23
110748,57.74,-17.42
110749,-5.62,-16.52
110750,236.36,-26.55
110751,0.17,5.15
110752,193.5,152.49
110753,-31.12,-82.02
110754,-10.9,-11.3
110755,29.22,10.21
110756,5.14,3.23
110757,-5.87,-31.47
110758,73.04,-114.19
110759,-9.17,-17.15
110760,20.35,-37.35
110761,-36.21,-54.84
110762,19.08,-13.16
110763,13.86,-1.07
110764,3.48,4.99
110765,97.45,-61.19
110766,0.05,-1.83
110767,-1.18,-15.04
110768,-0.15,-7.69
110769,-1.42,-46.82
110770,2.49,-10.84
110771,46.6,-5.89
110772,5.51,6.17
110773,42.06,-176.04
110776,223.91,82.67
110777,-27.19,-20.21
110778,209.77,3.96
110779,28.06,-40.27
110780,74.66,-35.12
110781,3.06,-25.43
110782,42.43,-21.54
110783,64.72,8.96
110784,28.84,-4.52
110785,286.36,52.92
110786,36.98,-11.55
110787,-14.09,-37.12
110788,226.56,108.8
110789,-3.66,-31.48
110790,-0.82,-5.2
110791,-13.59,-8.43
110792,-1.26,-7.04
110793,135.76,-65.39
110794,11.57,-21.19
110795,40.47,-18.31
110796,8.86,-0.29
110797,27.77,-192.93
110798,-3.57,-22.74
110799,0.91,-2.55
110800,11.38,13.4
110801,9.87,-7.49
110802,35.01,6.28
110803,80.44,12.8
110804,-2.01,-3.57
110805,-15.96,-39.65
110806,290.79,81.75
110808,55.17,-10.07
110807,16.16,5.44
110809,-12.7,-25.91
110810,-19.28,-15.26
110811,-1.64,8.16
110812,-75.12,82.91
110813,-86.69,-104.35
110814,21.45,-15.26
110815,-0.73,-3.43
110816,-8.7,25.95
110817,-0.74,-1.93
110818,54.61,-24.54
110819,5.22,-0.67
110820,71.18,25.29
110821,53.64,-4.67
110822,43.87,-16.25
110823,16.83,-2.43
110824,-2.77,-3.0
110825,7.98,0.49
110826,-57.45,-28.79
110827,76.24,-49.16
110828,-19.33,-77.19
110829,-20.32,-11.63
110830,-91.61,-17.93
110831,19.81,1.24
110832,18.89,-17.16
110833,7.88,-18.55
110834,4.81,0.83
110835,-0.38,-4.18
110836,-4.71,-1.81
110837,4.09,-2.92
110838,68.68,10.21
110839,20.16,-18.41
110840,7.14,-26.51
110841,36.0,13.97
110842,-15.6,6.76
110843,337.19,-330.34
110844,-3.72,19.07
110845,0.39,-36.16
110846,-6.05,-3.17
110848,-3.85,-11.9
110847,-0.91,-10.66
110849,-0.53,-6.09
110850,23.27,-8.86
110851,-28.57,-12.11
110852,76.11,-91.64
110853,16.41,-31.32
110854,1.06,-1.12
110855,-14.27,-15.74
110856,-9.01,-1.88
110857,-32.75,-16.41
110858,-7.78,-4.73
110859,18.85,-14.09
110860,3.0,-14.29
110861,6.11,-7.92
110862,172.93,31.2
110863,101.44,46.99
110864,-4.44,-0.33
110865,173.95,41.26
110866,16.28,21.01
110868,-6.18,-5.29
110867,167.84,-159.78
110869,1.5,-3.15
110870,268.47,-182.65
110871,-4.74,-2.61
110872,13.42,7.45
110873,50.84,28.63
110874,-4.48,-3.4
110876,26.76,4.32
110875,2.54,7.27
110877,-4.4,0.52
110878,-1.87,-6.85
110879,0.4,-70.25
110880,6.88,-17.72
110881,15.5,-6.05
110882,77.29,-307.36
110883,24.92,-10.37
110884,-11.65,-18.14
110885,19.83,10.58
110886,17.14,39.83
110887,237.36,54.1
110888,-3.9,-5.24
110889,403.94,206.55
110890,3.07,-46.55
110891,-9.14,-16.82
110892,139.67,-64.14
110893,-870.23,-471.1
110894,284.45,19.49
110895,2.27,-1.88
110896,4.2,11.33
110897,6.21,-2.36
110898,-4.6,-7.26
110899,17.93,-2.11
110900,196.15,-8.8
110901,165.05,108.62
110902,19.3,12.76
110903,28.21,2.55
110904,30.71,-19.21
110905,3.86,0.65
110906,15.26,4.31
110907,-35.57,-33.43
110935,151.41,-70.67
110908,15.07,-15.77
110909,23.86,-17.28
110910,-13.14,-15.64
110911,38.52,-40.03
110912,32.37,-11.85
110913,7.94,1.93
110914,15.84,-19.29
110915,-9.14,-27.82
110916,223.52,27.27
110917,-87.25,1.36
110918,-2.27,-5.51
110919,9.63,-31.44
110920,148.21,-162.46
110921,-2.65,-5.54
110922,16.67,-340.28
110923,-5.35,-5.76
110924,0.66,-0.9
110925,21.33,4.88
110926,-11.63,7.61
110927,-0.16,-0.66
110928,-4.8,-7.28
110929,-1.82,-4.17
110930,0.84,6.74
110931,22.35,12.53
110932,1.22,-5.8
110933,20.64,11.33
110934,29.81,6.44
110937,-1.74,-5.6
110936,37.24,-160.72
110938,3.84,-0.69
110939,-71.41,-59.56
110940,-45.12,18.08
110941,-5.74,8.27
110942,14.11,-57.59
110943,-64.03,-35.35
110944,27.42,-43.33
110945,2.9,19.37
110946,42.59,-6.82
110947,17.12,13.39
110948,-2.16,-6.35
110949,-4.08,5.25
110950,-2.1,-2.61
110951,166.13,-128.26
110952,189.6,-92.09
110953,0.17,-3.67
110954,374.87,-28.44
110955,63.64,-29.66
110956,56.36,-26.66
110957,10.4,-5.67
110958,108.84,8.8
110959,8.16,-8.44
110960,191.32,37.47
110961,14.46,-13.33
110964,-2.03,-1.48
110962,-2.95,-10.21
110963,25.24,-5.66
110965,-16.49,-4.02
110966,-32.97,-13.96
110967,-3.24,-2.18
110968,-2.31,-2.62
110969,8.39,7.72
110970,13.66,-9.53
110972,-7.5,-5.37
110973,34.01,-10.93
110974,17.79,1.07
110975,8.72,-3.31
110976,19.2,0.26
110977,23.92,11.23
110978,-11.82,-17.25
110979,44.6,-87.74
110980,44.84,-196.61
110981,-4.57,-8.73
110982,33.07,1.49
110983,-2.01,-21.05
110984,33.27,7.93
110985,20.3,8.26
110986,51.63,-20.51
110987,220.61,-63.74
110988,16.48,4.7
110989,2.31,-8.73
110990,9.48,12.36
110992,26.09,-4.42
110991,16.47,3.55
110993,27.38,1.48
110994,-3.74,-7.6
110995,-6.86,-22.19
110996,221.82,-813.0
110997,25.62,-4.23
110998,-2.16,-0.34
110999,-14.61,-8.51
111000,-12.44,-5.91
111001,18.46,-0.23
111002,26.87,-13.55
111004,17.48,-18.28
111003,-13.18,-9.73
111005,36.95,11.84
111006,2.38,0.45
111007,-12.04,-11.27
111009,-0.6,0.77
111008,11.56,8.83
111010,-3.84,-0.91
111011,-5.66,21.4
111012,-1.04,-21.03
111013,36.91,-98.35
111014,18.41,7.18
111015,3.37,-17.67
111017,15.39,-13.12
111016,11.6,7.87
111018,45.08,15.15
111019,-10.22,-3.78
111020,-5.24,-4.0
111021,3.76,-2.25
111022,-0.6,-3.37
111023,8.54,-4.96
111024,-6.49,-13.98
111025,86.66,-14.27
111026,13.54,-13.86
111027,135.62,-61.91
111028,52.33,17.29
111029,166.25,45.83
111030,8.3,-4.49
111031,51.84,-2.81
111032,22.84,-62.4
111033,-18.98,12.93
111034,19.1,-8.01
111035,17.8,4.0
111036,14.73,10.28
111037,23.48,14.86
111038,0.52,-2.45
111039,-7.14,-13.47
111040,-3.86,0.96
111041,-14.53,-38.63
111042,-1.72,-2.19
111043,-14.93,1.79
111044,-4.07,-2.28
111045,119.31,-20.31
111046,-2.35,-6.02
111047,30.82,-0.44
111048,-6.3,-28.22
111050,188.79,33.08
111049,2.22,-12.22
111051,130.42,26.28
111052,-5.36,6.1
111053,2.09,1.19
111054,-32.69,-50.22
111055,1.41,-2.34
111056,3.47,-21.67
111057,34.23,-1.9
111058,11.4,20.7
111059,20.13,-14.21
111060,17.26,4.59
111061,-59.26,-25.14
111062,-18.89,-151.08
111063,58.5,-77.92
111064,7.42,-2.58
111065,1.54,-0.72
111066,160.94,0.54
111067,121.1,11.98
111068,30.94,-14.03
111069,15.14,6.92
111070,-10.58,8.05
111071,-2.73,-2.29
111072,-25.06,-30.28
111073,13.51,-1.34
111074,-11.39,-19.99
111075,-15.16,-12.46
111076,79.92,28.35
111077,-16.46,-13.56
111078,122.68,-109.45
111079,-13.32,-9.64
111080,0.99,-2.21
111081,-30.18,-36.73
111083,61.13,-23.67
111082,24.8,-22.32
111084,3.52,-17.83
111085,32.04,-1.69
111086,34.25,-34.49
111087,-19.45,12.05
111089,-2.55,-1.41
111088,-3.26,-1.85
111090,11.89,-55.63
111091,46.13,-26.57
111092,-41.35,-20.75
111093,62.76,-40.31
111094,-5.28,-7.67
111095,7.62,-5.77
111149,-63.07,-71.36
111096,10.74,-86.28
111097,39.78,-13.41
111098,-8.38,-34.34
111099,5.17,10.46
111100,70.65,37.26
111101,1.53,-4.83
111102,97.69,50.88
111103,18.53,46.95
111104,-2.05,-5.76
111105,-2.77,-2.88
111106,6.31,9.43
111107,-3.82,-16.89
111108,-39.05,-42.8
111159,25.38,2.13
111109,11.13,-3.67
111110,-3.24,-34.17
111111,-3.19,-5.62
111112,7.59,0.6
111113,50.48,-2.42
111114,222.9,-68.1
111115,13.99,0.68
111116,35.6,-1.13
111117,5.05,-0.13
111118,-27.22,-8.55
111119,2.0,2.4
111120,18.75,7.04
111121,-2.72,-1.84
111122,34.44,-32.77
111123,1.79,-26.26
111124,-4.29,-35.13
111125,68.76,16.09
111126,-0.23,-3.74
111127,5.21,16.72
111128,-0.51,-1.59
111129,-6.11,-26.11
111130,30.87,-12.65
111131,35.98,-47.63
111132,17.16,-5.36
111133,17.96,-13.18
111134,59.56,36.24
111135,-12.69,-8.3
111136,-214.58,41.02
111137,31.34,-53.05
111138,39.22,-75.53
111139,0.63,-3.39
111140,-14.1,-27.21
111141,86.43,-25.22
111142,42.62,-25.28
111143,-135.16,-194.06
111144,-7.64,-14.57
111145,-16.71,22.95
111146,6.04,0.86
111147,5.56,0.33
111148,-176.51,34.98
111150,120.31,-94.53
111151,84.21,-62.34
111152,-3.45,-5.8
111153,16.41,-29.19
111154,6.17,-12.88
111155,-9.86,-2.73
111156,-25.94,-0.71
111157,-2.22,-7.42
111158,-23.6,-39.18
111160,4.97,8.3
111162,-7.87,-21.42
111161,0.9,-2.52
111163,47.12,-26.65
111164,16.8,2.75
111165,18.43,32.13
111166,2.68,1.32
111167,-17.01,-54.04
111168,1.42,-5.69
111169,137.22,17.15
111170,160.65,-108.63
111171,-9.38,-38.68
111172,7.02,-15.13
111174,9.29,5.73
111173,-140.52,-195.41
111175,-9.59,-8.2
111176,31.77,1.97
111177,40.24,-143.46
111178,4.39,1.38
111179,4.37,-0.93
111180,1.51,-5.42
111181,0.72,-3.53
111182,58.36,-44.61
111183,17.28,-22.06
111184,8.26,0.47
111185,10.26,-24.41
111186,47.23,-9.01
111187,57.49,-1.63
111188,59.64,-18.7
111189,-17.62,-35.23
111190,12.61,-7.25
111191,-30.2,-33.19
111192,14.31,-123.19
111193,-4.08,-12.26
111194,-12.59,-21.96
111195,51.69,-328.64
111196,-37.64,61.25
111197,8.36,1.49
111198,-8.91,-255.57
111199,-9.65,-25.12
111200,71.08,-39.77
111201,9.8,-10.28
111202,-2.38,-21.54
111203,27.36,-14.36
111204,97.71,70.01
111205,-13.6,-13.63
111206,47.36,-2.07
111207,-2.12,-3.0
111208,-8.63,-9.24
111209,358.98,132.42
111211,-5.71,-17.18
111212,22.8,-17.19
111213,61.45,33.91
111214,2.55,-1.89
111215,-10.94,-17.92
111216,12.8,5.82
111217,8.07,1.75
111218,29.26,-65.12
111219,18.08,-16.84
111220,-3.49,-4.21
111221,-2.27,-3.82
111222,-0.98,-7.74
111223,17.19,20.07
111224,3.14,9.57
111225,6.23,-3.87
111226,-56.38,-25.44
111227,54.16,3.78
111228,290.31,-156.65
111229,4.78,-4.61
111230,124.21,-26.49
111231,37.92,-36.51
