hip,ra,dec,plx,e_plx,pmra,pmdec,b_v,vmag,btmag,vtmag
870,2.6697124,2.05549803,18.2,0.91,-12.6,18.0,0.503,7.51,8.068,7.553
871,2.67528589,54.89149475,1.74,2.12,-1.9,-0.81,0.674,8.97,9.848,9.112
872,2.67691363,-54.40037514,4.38,1.15,5.33,17.04,0.692,8.55,9.412,8.633
873,2.67810574,-12.57980381,15.35,0.74,149.39,-38.22,1.0,5.84,7.139,5.975
874,2.68806989,58.01831644,3.75,0.81,6.38,-3.61,0.099,7.85,7.953,7.851
875,2.69076029,-38.76885912,7.95,1.08,146.05,-23.46,0.588,8.68,9.368,8.731
877,2.69311023,55.34282756,4.86,0.81,-11.27,-8.34,0.878,8.05,9.162,8.157
876,2.69315961,58.7695199,1.62,0.92,7.58,-1.36,0.146,8.27,8.405,8.26
878,2.69357223,-21.93357013,3.48,1.04,-20.43,-10.3,1.028,7.68,8.984,7.783
879,2.69464885,-73.50742387,9.43,1.0,49.87,-28.58,0.551,9.4,10.047,9.458
880,2.69509815,37.47386216,8.8,0.8,49.88,16.51,0.405,7.77,8.249,7.82
881,2.69516827,-34.86071198,4.7,0.82,85.2,-1.28,0.951,6.89,8.103,7.001
882,2.69663452,32.24257302,2.46,0.87,10.51,0.99,1.354,7.55,9.378,7.791
883,2.6975504,-57.48628559,7.77,2.24,-57.96,-45.65,0.517,8.27,8.866,8.314
884,2.70055534,51.17784908,2.91,1.17,6.16,4.79,1.677,8.16,10.411,8.387
885,2.70138861,49.01075823,2.95,0.8,9.48,-3.94,-0.015,8.07,8.05,8.072
886,2.70202017,30.68565518,4.0,0.9,0.26,-13.85,0.024,7.91,7.93,7.909
887,2.72283989,-13.90281571,2.25,0.98,6.0,4.85,1.253,7.71,9.337,7.848
888,2.72496614,-31.21515694,4.41,1.82,78.99,-60.88,0.689,10.16,10.977,10.223
889,2.73299802,48.1104051,16.45,0.95,168.99,0.93,0.575,8.41,9.079,8.461
891,2.73329241,-42.25160366,1.02,1.19,15.04,0.63,1.169,8.88,10.402,9.02
890,2.73345038,64.96318376,1.44,1.17,-2.11,-2.77,0.56,9.64,10.197,9.737
892,2.73712261,-2.07451183,3.61,1.11,42.62,-20.87,1.096,7.93,9.339,8.05
893,2.7414981,-18.57284278,4.53,1.05,-19.03,-37.52,1.302,7.78,9.56,8.036
894,2.7422581,52.44279023,6.25,1.13,5.7,-21.11,0.5,8.9,9.493,8.948
895,2.75589325,29.55052263,12.6,1.18,-30.13,-26.71,0.435,8.55,9.057,8.61
896,2.76524987,13.75051092,9.37,1.25,4.9,-51.74,0.477,9.15,9.698,9.19
897,2.76858844,-5.78399441,39.19,2.29,255.86,10.17,1.418,10.86,,
898,2.76870081,5.20868148,24.32,3.25,240.97,61.14,1.395,11.55,,
899,2.768724,-10.87786557,0.9,1.37,12.57,-0.59,1.076,9.08,10.517,9.172
900,2.77350337,4.1331073,3.61,0.94,8.43,-6.03,0.998,7.44,8.715,7.552
901,2.778753,26.33796403,-0.33,1.6,3.72,-1.15,1.269,10.35,11.88,10.396
902,2.78289623,57.58791462,4.43,0.73,-37.27,11.0,1.212,6.68,8.257,6.821
903,2.78668359,-87.41423771,4.41,0.77,26.67,4.96,0.585,8.85,9.571,8.936
904,2.78769565,-7.37619874,8.36,1.21,-30.28,-30.2,0.473,8.9,9.448,8.945
905,2.78892638,49.5466666,7.22,0.89,-4.96,-5.0,0.184,8.24,8.428,8.236
906,2.79012709,-3.32135959,3.88,0.89,27.57,-12.04,1.025,6.74,8.046,6.849
907,2.80966423,6.18052792,4.01,2.07,-26.06,-32.49,0.863,10.75,12.008,11.007
908,2.8114672,10.63603546,2.61,1.17,13.53,2.99,1.33,8.44,10.237,8.597
909,2.81532971,7.94816079,4.21,1.02,-10.76,-6.87,1.163,7.69,9.188,7.814
910,2.81628415,-15.46732287,52.94,0.77,-84.2,-269.31,0.487,4.89,5.472,4.953
911,2.82272582,-20.72529839,6.13,5.67,302.05,35.8,0.57,11.8,,
912,2.82287739,-29.64051891,4.78,1.23,31.87,0.78,1.14,8.88,10.359,9.014
913,2.82432014,-40.37268546,5.09,1.26,18.94,-2.2,1.2,7.7,9.015,7.828
914,2.82543312,-32.80041484,15.08,1.1,-117.08,-9.72,0.7,8.6,9.47,8.681
915,2.83158469,-32.40387891,1.58,1.05,18.74,-1.12,0.127,8.44,8.615,8.45
916,2.83702751,58.3498627,35.69,5.14,233.48,21.92,1.254,9.5,11.145,9.599
917,2.84058595,50.84310466,0.82,1.19,48.19,-11.17,1.406,9.03,10.833,9.15
918,2.84178323,74.48458019,6.06,0.67,73.95,-15.28,1.004,7.15,8.446,7.276
919,2.8428974,30.44948927,29.35,0.95,210.73,35.26,0.755,7.95,8.897,8.028
920,2.85187794,23.81814771,18.6,0.91,-34.12,31.52,0.581,8.23,8.892,8.297
921,2.85188723,-8.35911945,4.63,1.57,10.21,23.44,0.515,9.81,10.474,9.816
922,2.87203127,-18.70689324,11.58,1.13,72.27,-2.22,0.473,8.48,9.038,8.534
923,2.87258462,35.93108811,3.47,1.9,-5.18,-2.52,0.94,9.33,10.522,9.483
924,2.87859206,-49.62920981,20.86,2.16,-44.77,-36.75,0.807,8.97,9.788,8.934
925,2.87910532,-1.12332479,2.54,1.14,25.38,-11.06,1.122,8.08,9.517,8.196
926,2.87971208,40.39896612,2.26,0.85,-6.8,-5.94,1.532,7.47,9.489,7.647
927,2.88096041,-55.74966102,4.31,1.11,38.44,-6.92,0.409,8.34,8.811,8.393
928,2.88140032,-34.4600917,4.71,0.89,23.14,-0.42,1.152,7.75,9.241,7.881
929,2.88657321,-58.90982912,17.0,0.82,270.7,-4.97,0.619,8.34,9.106,8.435
930,2.8934043,-27.7997782,5.61,0.92,4.61,17.09,1.346,5.41,7.169,5.562
931,2.89634295,-3.07799719,9.91,1.48,150.06,-11.57,0.551,7.56,8.164,7.574
932,2.8970776,-18.60067836,7.77,0.88,41.63,8.79,0.994,6.93,8.195,7.037
933,2.89828655,7.12150984,21.87,24.76,-25.4,-7.96,1.293,10.03,11.621,10.082
935,2.89839266,33.68029254,6.73,1.13,34.26,1.81,0.185,8.69,8.905,8.712
934,2.89853096,-57.47238652,27.46,1.09,135.23,-66.87,0.891,9.04,10.146,9.109
936,2.89868324,-5.06817692,4.04,1.09,10.61,5.35,1.12,8.32,9.765,8.446
937,2.90159981,-23.63236655,7.57,1.06,56.05,2.62,0.561,7.85,8.517,7.915
938,2.90304188,-80.17376516,4.78,0.59,-10.01,12.91,0.916,7.21,8.357,7.301
939,2.90334595,-17.96890292,3.36,1.48,11.22,-6.71,0.966,8.98,10.203,9.081
940,2.90477726,58.21183567,2.16,0.77,0.25,-2.49,0.137,7.09,7.259,7.117
941,2.90527264,-72.27547333,8.01,0.94,12.71,-7.35,0.518,8.85,9.448,8.911
942,2.90603532,63.44314203,0.53,1.02,5.9,-2.43,0.142,9.21,9.406,9.217
943,2.9061454,10.32845614,20.55,1.21,-37.34,-50.44,0.643,8.61,9.386,8.689
944,2.90859695,-49.65588618,7.11,1.08,26.26,-57.89,1.126,7.91,9.331,8.004
945,2.91222169,55.96148616,2.14,1.6,3.52,-10.46,0.2,7.47,7.734,7.741
946,2.91580225,28.22513882,5.08,1.17,35.08,11.17,1.0,8.65,9.94,8.775
947,2.9198539,-9.70277372,6.88,1.58,101.7,-11.0,0.515,8.53,9.123,8.581
948,2.92120675,-39.22963982,29.15,1.54,739.96,-127.23,1.071,9.92,11.276,10.121
949,2.92427022,54.33552182,4.25,0.94,10.23,-9.69,0.228,8.09,8.355,8.116
950,2.93286698,-35.13339606,45.85,0.66,169.01,113.75,0.459,5.24,5.766,5.292
951,2.93644202,57.27152515,1.15,0.74,-3.17,-2.16,0.63,7.06,7.828,7.146
952,2.94074786,27.51025579,10.91,1.15,3.98,-27.05,0.481,8.45,8.979,8.481
953,2.94645767,-33.23382365,9.29,1.09,-39.77,-121.48,0.646,8.73,9.509,8.791
954,2.9481242,9.14000705,7.81,0.96,-32.99,-18.32,0.891,7.45,8.582,7.56
955,2.95060084,-17.55770035,16.48,1.49,101.2,-9.22,0.599,9.02,9.77,9.115
956,2.95912203,28.42325717,12.79,1.43,-96.26,37.11,0.491,7.51,8.095,7.572
957,2.96013415,66.12634754,1.99,0.98,12.61,-1.12,0.038,7.32,7.404,7.381
958,2.96104581,-54.20984615,1.34,1.1,-40.97,-39.53,1.14,8.17,9.65,8.305
959,2.96182161,50.98927919,4.21,1.44,-12.35,-8.42,0.26,9.45,9.792,9.507
960,2.96191971,-19.70326287,9.92,1.46,170.46,-18.03,0.557,9.72,10.405,9.704
961,2.96256404,-35.54681427,10.46,1.33,-62.49,-75.64,0.695,9.34,10.219,9.437
962,2.97473845,-11.16484347,4.77,1.28,95.81,-28.06,1.125,8.75,10.194,8.869
963,2.97800862,-33.0373887,3.89,1.25,-2.32,-7.15,0.625,9.32,10.099,9.409
964,2.97819202,-22.81759748,10.93,1.05,47.47,-37.56,0.392,7.91,8.327,7.948
965,2.98072156,-75.47684086,2.05,0.98,0.92,5.13,1.6,7.49,9.502,7.685
966,2.98385733,-42.17203471,7.97,0.79,-87.8,-45.06,1.041,6.53,7.866,6.639
967,2.99596734,48.15237121,5.93,0.7,60.54,10.39,1.467,6.18,8.1,6.34
968,2.9970449,-0.22969837,2.85,1.26,10.16,-1.16,0.403,8.69,9.139,8.712
969,3.00550041,23.47174032,6.88,0.76,86.82,3.73,0.99,6.58,7.841,6.689
970,3.00581153,-54.75088612,0.15,0.9,1.37,2.17,1.634,7.8,9.909,7.982
971,3.00608084,28.60673326,10.9,0.86,-14.96,-95.97,0.398,7.19,7.625,7.225
972,3.00807432,48.68005386,3.49,1.01,18.32,33.73,1.048,8.17,9.518,8.291
973,3.01259645,-13.81313737,6.05,0.87,-3.9,-17.19,1.074,6.56,7.928,6.671
974,3.01599223,27.09915401,38.88,1.22,283.48,-82.45,1.045,8.73,10.061,8.83
975,3.02160438,-58.52479986,17.21,0.76,66.87,-150.8,0.758,7.62,8.552,7.708
976,3.02287137,-7.08866665,10.57,1.33,52.48,-22.16,0.43,8.66,9.166,8.71
979,3.0252826,-54.36533695,0.0,1.19,20.05,-24.15,1.29,8.68,10.331,8.795
978,3.02532163,39.03890984,2.97,0.97,-25.16,-26.83,1.269,8.2,9.834,8.325
977,3.02534364,-7.70199823,3.11,1.44,19.28,-4.84,1.243,8.96,10.525,9.049
980,3.02849022,47.49116017,6.68,0.87,-13.46,-24.35,1.082,7.36,8.749,7.478
981,3.03354264,53.62391762,9.42,0.74,38.9,-12.28,0.262,6.87,7.175,6.9
982,3.03640453,48.18225854,3.46,0.87,16.16,-2.94,1.314,7.6,9.306,7.74
983,3.04145374,-17.93821766,5.33,0.87,60.48,-24.69,1.478,5.29,7.214,5.445
984,3.04294341,46.77490907,4.88,1.22,48.58,-0.69,0.479,9.12,9.667,9.157
985,3.05385165,-27.78455628,9.81,1.21,56.64,6.8,0.448,8.25,8.782,8.287
986,3.05769033,39.90157203,10.44,0.83,119.8,2.41,0.335,7.43,7.793,7.467
987,3.05806888,-15.16459597,1.79,1.24,0.86,-11.54,1.047,8.88,10.214,8.989
988,3.0658141,43.81821229,-0.41,0.93,1.35,-2.96,1.537,7.95,10.01,8.2
989,3.06609863,22.55671394,2.89,0.85,19.02,8.66,1.709,7.69,9.929,7.911
990,3.07200125,-50.70031286,4.7,1.22,-28.64,-20.74,1.151,8.94,10.432,9.073
991,3.07628651,-40.64558079,8.64,1.94,132.25,-23.1,0.6,10.58,11.285,10.638
992,3.08222761,-57.50592437,9.1,1.47,-4.28,-19.89,0.643,10.05,10.836,10.122
993,3.09223756,-8.70977153,2.01,1.3,49.01,-1.2,0.934,8.88,10.085,9.006
994,3.10531311,-61.60576322,5.47,0.93,30.03,-25.41,0.415,9.0,9.479,9.054
995,3.10993546,45.95960688,3.99,1.02,-3.21,-8.15,1.583,8.24,10.54,8.544
996,3.11749211,20.23439937,19.39,1.0,216.41,-22.17,0.669,8.18,8.969,8.24
997,3.1242483,-56.41332506,2.9,1.53,13.9,-7.13,0.521,9.91,10.478,9.928
998,3.12479109,32.20391674,1.76,1.01,-8.65,-1.43,0.022,8.88,8.901,8.873
999,3.1254916,14.56369614,24.69,1.2,321.76,-71.31,0.739,8.44,9.378,8.538
1000,3.12556151,-22.06708268,15.32,1.34,215.67,-96.1,0.707,8.73,9.614,8.841
1001,3.12892949,-32.32082372,4.61,1.4,-11.77,20.36,0.471,9.12,9.649,9.171
1002,3.13317674,-52.33337574,5.62,1.23,1.42,-52.44,0.995,9.23,10.502,9.343
1003,3.13675616,-30.85929019,21.09,1.23,-13.63,-225.06,0.743,8.66,9.581,8.729
1004,3.13729126,24.63640583,4.78,1.04,22.18,-15.28,0.352,8.88,9.28,8.931
1005,3.13814549,-11.69298041,5.39,1.46,-0.02,-1.19,0.364,8.14,8.564,8.191
1006,3.13913761,21.71414164,34.54,11.74,189.12,-289.73,1.48,11.67,,
1008,3.14013701,44.59075801,0.07,0.83,-9.17,-6.18,1.522,7.44,9.428,7.598
1007,3.14031225,-88.36287521,1.73,0.6,13.92,2.64,0.054,7.22,7.272,7.219
1009,3.14201623,44.70724772,6.3,0.82,98.84,-21.64,1.112,6.5,7.939,6.63
1010,3.14640282,-36.48600696,2.07,1.54,29.07,-4.95,0.724,10.07,10.872,10.073
1011,3.14910495,44.31628232,5.28,0.8,40.81,12.59,1.106,7.01,8.435,7.134
1012,3.15309368,-13.61016552,5.91,0.96,29.92,5.33,0.029,8.15,8.183,8.146
1013,3.1614569,-26.85334216,15.34,0.99,267.83,115.26,0.945,7.95,9.164,8.064
1014,3.16236754,39.28794887,1.12,0.96,20.66,8.79,1.363,8.18,9.971,8.342
1015,3.16439337,9.52777332,4.48,2.09,9.34,11.84,0.565,10.72,11.329,10.782
1016,3.16511126,-59.50786377,7.06,1.25,-63.89,-43.6,0.659,9.56,10.39,9.655
1017,3.16599894,-61.31269282,4.18,0.96,25.75,17.18,0.873,8.51,9.605,8.607
1018,3.16787813,-1.22719433,4.68,1.06,77.38,-0.42,1.051,7.22,8.574,7.317
1019,3.16896301,-43.16447354,4.24,0.87,43.06,-6.96,0.98,7.53,8.769,7.629
1020,3.17222053,19.77166309,8.04,1.34,196.12,-186.46,0.79,9.27,10.255,9.368
1021,3.18119076,65.54522744,3.81,1.97,3.87,-0.83,0.65,10.78,11.646,10.958
1022,3.18764257,4.97584483,15.9,1.78,-90.95,-219.2,0.939,9.85,11.161,9.963
1023,3.18847272,57.22755962,2.37,0.83,2.6,-7.84,1.639,7.34,9.521,7.544
1024,3.19089969,31.30971644,4.23,1.08,7.67,-20.81,0.353,9.55,9.944,9.571
1025,3.19355537,27.10919668,2.79,1.21,-0.34,-22.19,1.345,8.19,9.953,8.348
1026,3.19984759,46.09543717,18.06,0.76,94.57,-13.25,0.402,6.63,7.094,6.668
1027,3.20212287,15.56037208,4.71,1.17,22.82,16.79,1.1,8.63,10.071,8.764
1028,3.20647423,-31.89768114,6.35,1.36,114.99,36.6,0.725,8.8,9.713,8.862
1029,3.2076578,-47.51351954,5.72,1.59,40.55,-5.18,0.601,9.86,10.479,9.874
1030,3.20935172,37.69366311,1.21,0.8,0.5,-2.74,-0.116,6.71,6.553,6.689
1031,3.20991289,-57.91269485,49.18,0.78,-117.31,35.09,0.775,7.22,8.197,7.308
1032,3.22251341,-22.26429777,1.97,1.24,3.32,8.34,1.63,8.49,10.646,8.681
1033,3.22974594,-3.3815183,2.47,0.94,0.09,-11.58,1.619,7.37,9.493,7.584
1034,3.23213237,-23.67887556,5.93,1.93,-52.81,-40.74,0.57,10.51,11.169,10.659
1035,3.23695832,35.60720337,4.68,1.09,10.95,-1.47,0.426,8.84,9.329,8.877
1036,3.24686849,66.32206636,0.03,1.54,-0.7,1.28,0.82,10.54,11.467,10.676
1037,3.24858774,29.39292162,2.51,1.01,-1.23,-1.11,1.223,8.39,9.977,8.526
1038,3.25017042,12.33095931,7.41,1.07,52.7,-2.39,0.407,8.19,8.646,8.234
1039,3.25145846,55.85901187,0.92,0.81,-1.05,-2.61,0.501,7.94,8.539,8.005
1040,3.25187208,2.94967547,5.43,1.7,45.48,-13.27,0.505,8.62,9.262,8.723
1041,3.25429565,72.52195758,-4.4,4.78,-8.29,4.36,,10.59,11.834,11.474
1042,3.25491636,62.72809316,2.95,0.75,19.65,-5.53,1.099,7.8,9.205,7.906
1043,3.25751547,49.926513,8.09,0.76,-2.51,4.6,0.202,7.17,7.408,7.196
1044,3.26092514,-45.17634037,27.5,1.94,-57.79,-175.68,1.308,10.74,12.335,11.02
1045,3.26509483,-24.95462638,5.52,1.48,78.32,-28.18,0.584,10.1,10.783,10.153
1046,3.26630969,-22.47020965,6.07,0.95,4.23,14.97,0.961,6.66,7.875,6.78
1047,3.26710296,-23.93908727,5.79,1.76,5.25,3.43,0.626,9.94,10.678,9.986
1048,3.26791177,35.2916648,5.76,0.84,-26.56,-48.42,0.958,7.69,8.911,7.8
1049,3.26924809,37.41863959,4.7,0.84,2.47,-10.62,1.217,7.62,9.199,7.756
1050,3.27097933,5.63141884,1.56,3.02,2.63,-2.93,1.2,11.44,,
1051,3.27473682,20.19040549,11.11,1.11,103.06,-19.85,0.401,8.75,9.228,8.803
1053,3.28431076,-7.68257721,6.4,1.12,93.96,37.36,1.097,7.58,8.975,7.685
1052,3.2851918,84.04424719,9.18,0.94,127.98,-14.3,0.489,9.02,9.58,9.059
1054,3.28692569,-22.9354556,3.85,1.46,16.9,-20.86,1.263,9.03,10.619,9.117
1055,3.28763586,20.38241602,24.96,2.95,223.65,5.88,1.36,10.41,12.049,10.654
1057,3.2896396,16.92165199,7.17,0.78,-16.55,-80.54,1.05,6.52,7.867,6.638
1056,3.28971078,-27.81349246,-0.86,1.15,16.72,-9.52,0.899,8.17,9.301,8.268
58581,180.20410098,-32.50095451,-0.61,9.54,8.99,-8.33,,12.5,,
1058,3.29159465,-43.06516969,14.72,0.86,70.01,-0.85,0.453,7.57,8.075,7.608
1059,3.29875197,11.72635707,2.43,2.22,2.93,-10.95,0.856,10.01,11.093,10.117
1060,3.29977405,-30.34983205,5.84,3.9,46.88,-9.02,0.689,10.68,11.276,10.558
1061,3.3005308,21.40528208,3.67,0.99,-2.9,-0.07,1.05,8.39,9.726,8.496
1062,3.30062556,-5.24201804,1.79,1.13,-13.88,-14.86,1.165,8.05,9.542,8.166
1063,3.30266797,62.04092419,8.55,0.63,72.25,-18.94,0.226,6.63,6.887,6.65
1064,3.30454895,20.75280824,5.06,1.33,15.5,-22.17,1.005,9.17,10.483,9.311
1065,3.30692856,-17.18471195,5.66,0.98,0.24,13.58,1.24,7.55,9.141,7.678
1066,3.30755619,-37.82286519,3.38,0.91,-9.22,-3.29,1.53,7.21,9.219,7.381
1067,3.30895828,15.18361593,9.79,0.81,4.7,-8.24,-0.19,2.83,2.585,2.803
1068,3.31099304,69.32759224,37.3,6.34,717.01,-292.41,1.4,12.49,,
1069,3.31443363,-26.32530812,5.17,0.92,6.22,-9.29,1.279,7.44,9.111,7.572
1070,3.32212808,19.52127377,4.39,1.1,-0.99,-13.74,1.136,8.83,10.297,8.958
1071,3.32358136,-23.73251665,11.12,1.08,25.34,2.66,0.396,7.98,8.432,8.017
1072,3.32615488,-20.61881565,10.64,0.9,66.88,46.25,0.48,7.45,7.985,7.508
1073,3.33060043,8.92988028,10.64,0.91,30.85,-6.06,0.333,7.72,8.069,7.748
1074,3.3314522,-84.99402068,4.0,0.49,10.97,17.4,1.71,5.78,8.006,5.986
1075,3.33541865,49.72339535,3.6,0.78,41.63,-7.84,0.061,7.32,7.378,7.317
1076,3.34972158,26.98762497,8.08,1.15,-15.68,-32.71,0.68,6.24,7.087,6.344
1077,3.35081788,65.6134623,0.12,1.55,1.14,-1.06,0.57,10.24,10.88,10.285
1078,3.35151982,19.07164311,28.3,1.48,442.3,-124.87,1.19,9.86,11.478,10.003
1079,3.36100672,27.04406266,3.88,1.27,34.95,-19.66,1.037,8.72,10.037,8.824
1080,3.36300334,68.24822384,1.8,1.42,-0.34,-2.29,0.39,10.88,11.385,10.869
1081,3.36705819,-59.90519935,2.49,0.99,39.16,-5.83,1.079,8.44,9.803,8.537
1082,3.36708471,-0.14768155,1.92,5.38,-88.75,-436.55,0.738,10.68,,
1083,3.37179173,-36.82792674,36.74,2.54,-209.24,-319.0,1.444,10.77,,
1084,3.37688932,-65.94442634,4.32,0.97,-2.64,-19.91,1.202,8.84,10.38,8.956
1085,3.37844842,-40.3583852,30.0,1.25,123.21,50.14,0.913,9.05,10.22,9.156
1086,3.37889713,41.03572671,28.57,0.74,-122.76,-146.91,0.331,5.71,6.101,5.752
1087,3.38492029,0.84702277,1.79,1.52,70.01,-25.11,1.0,9.58,10.897,9.732
1088,3.39177671,-29.57562528,4.09,1.12,-34.38,-28.16,0.178,8.58,8.796,8.571
1089,3.40091424,36.17092831,4.67,0.89,0.27,-7.28,0.083,8.2,8.287,8.202
1090,3.40403325,47.193271,7.03,0.89,-7.15,-1.41,0.214,7.98,8.202,7.978
1091,3.4043819,-68.19764825,2.87,1.09,-0.35,-11.54,0.993,9.22,10.486,9.33
1092,3.4075428,80.6653394,51.12,3.31,250.86,182.1,1.556,11.14,12.387,11.365
1093,3.41100419,42.94939358,4.88,0.76,21.09,-1.31,1.257,7.26,8.885,7.391
1094,3.41311626,-28.30071283,11.12,2.34,215.61,-3.18,0.952,10.96,12.403,10.881
1095,3.41861197,6.58042142,5.97,3.04,31.55,-11.05,0.442,8.65,9.383,8.914
1096,3.42591849,-26.02215399,3.22,0.83,37.59,-78.73,1.548,5.94,7.965,6.128
1097,3.42681662,-49.19840935,4.25,1.45,-19.66,0.46,1.134,8.99,10.441,9.104
1098,3.42924188,18.63580542,7.52,1.27,3.72,-33.25,1.055,8.08,9.472,8.21
1099,3.4349148,-26.28498303,4.23,0.8,-3.21,9.89,1.49,6.14,8.083,6.304
1100,3.43520955,52.65872983,4.06,1.13,-10.72,-1.45,0.097,8.59,8.735,8.635
1101,3.43792976,-48.68413239,9.78,0.91,-17.29,-22.56,0.18,6.97,7.195,6.988
1102,3.43924091,-23.21460158,6.48,0.94,127.13,-74.95,1.096,6.86,8.289,7.0
1103,3.44015009,8.19351658,13.08,0.96,116.6,-5.25,0.44,7.41,7.895,7.44
1104,3.44254987,54.46459288,1.46,1.01,-4.23,-0.63,-0.117,8.73,8.581,8.715
1105,3.44344038,64.86484243,9.34,0.82,77.47,9.77,0.559,8.07,8.717,8.143
1106,3.44398208,-48.4327211,2.5,1.15,24.77,-34.05,1.31,8.54,10.252,8.691
1107,3.44829323,1.38362257,2.79,0.81,-25.42,-15.09,1.257,6.79,8.42,6.926
1108,3.45258056,16.58062794,8.59,1.2,-21.23,-15.51,0.465,8.96,9.455,9.011
1109,3.45571071,17.9182117,1.55,1.24,9.47,-5.07,1.155,9.08,10.569,9.205
1110,3.45645166,25.55196062,1.4,1.24,-4.1,-7.55,1.58,9.48,11.628,9.766
1112,3.45930626,36.86028926,1.09,1.07,1.47,-6.85,1.633,8.9,11.183,9.214
1111,3.45941592,-52.57099754,6.24,1.95,139.98,8.15,0.631,9.09,9.866,9.143
1113,3.47011668,-74.68817231,22.86,0.87,84.14,-47.52,0.743,8.76,9.664,8.819
1114,3.47070071,-56.99978872,14.45,0.76,106.42,44.93,0.513,7.15,7.754,7.211
1115,3.4816351,-17.54538026,3.24,1.03,17.16,4.75,-0.165,7.39,7.166,7.352
1116,3.48246268,-52.54548897,10.74,1.17,245.91,-100.39,0.628,8.93,9.704,9.01
1117,3.48324103,-9.74249444,-0.03,1.25,16.4,0.01,1.297,8.74,10.443,8.899
1118,3.4841015,59.99934311,3.11,0.74,8.29,-10.05,1.12,6.91,8.32,7.035
1119,3.49998896,-10.95370289,24.14,1.58,173.49,12.28,0.962,9.42,10.702,9.505
1120,3.50500923,-3.90877812,4.28,0.9,47.0,-18.86,0.947,7.41,8.613,7.517
1121,3.50534532,0.86872588,6.69,1.23,0.63,-16.8,0.523,9.22,9.797,9.238
1122,3.50766107,41.98323934,0.45,1.0,-14.06,-2.8,0.115,8.79,8.929,8.81
1123,3.50952703,33.20608481,11.13,0.73,-7.7,-18.77,0.009,6.22,6.231,6.222
1124,3.51062401,76.02699728,3.49,0.6,24.67,0.66,1.626,7.17,9.31,7.392
1125,3.51181531,44.51203389,5.52,1.05,54.73,16.99,0.398,8.4,8.84,8.407
1127,3.51687262,-0.03333774,3.2,1.34,25.02,-11.05,0.416,8.6,9.05,8.609
1126,3.51691854,-74.91206044,2.4,0.59,48.24,24.14,1.341,6.97,8.725,7.124
1129,3.51746832,-43.18875719,7.21,3.21,24.81,-54.25,,10.11,11.195,10.206
1128,3.5176132,-11.31111824,23.68,1.19,423.96,-192.91,0.645,8.36,9.115,8.455
1130,3.52293095,6.87814069,2.66,1.35,5.89,-18.38,1.12,9.23,10.648,9.329
1131,3.52493003,73.3909165,1.26,0.84,-4.4,6.22,1.735,8.25,10.559,8.509
1132,3.52764749,60.72036346,3.42,0.8,-8.07,-4.71,0.661,7.7,8.533,7.814
1133,3.53745161,26.25887171,9.36,0.88,63.63,-30.49,0.534,7.0,7.618,7.05
1134,3.54247339,-7.19896207,21.66,1.17,102.84,-66.51,0.521,7.32,7.942,7.378
1135,3.54712696,13.55236473,3.59,1.14,-2.53,-11.17,1.07,8.6,10.039,8.709
1136,3.55035668,-26.09743369,5.7,1.83,22.25,-0.22,0.45,10.25,10.809,10.327
1137,3.55448927,35.41805038,13.44,0.89,9.29,13.86,0.461,8.08,8.606,8.13
1138,3.55500217,-35.80829245,0.69,1.08,48.3,-45.14,1.195,7.84,9.388,7.973
1139,3.56007336,55.28323532,4.17,0.83,11.45,-0.06,1.468,7.7,9.589,7.828
1140,3.5612937,-55.06959061,21.62,0.68,-2.89,-29.25,0.462,6.66,7.199,6.714
1141,3.56925211,-8.83248683,3.0,1.02,-7.14,-22.17,1.145,7.99,9.455,8.104
1142,3.57700172,-68.91865951,4.1,0.77,10.12,7.24,0.214,8.2,8.465,8.241
1143,3.58007313,52.86097686,4.39,1.04,-16.8,1.36,0.035,7.84,7.878,7.845
1144,3.584257,-27.53107904,20.23,1.2,-28.31,-144.53,0.64,7.42,8.227,7.487
1145,3.58517481,-1.18463374,2.39,2.31,1.9,-11.26,0.794,10.2,11.214,10.322
1146,3.58669233,-62.77197869,2.53,0.62,7.22,11.18,1.697,6.63,8.848,6.844
1147,3.5868599,-21.19639424,18.19,0.9,-73.81,-233.62,0.502,6.89,7.472,6.947
1178,3.67258112,51.61690202,3.37,0.99,8.22,-15.56,0.067,8.1,8.163,8.096
1148,3.58886546,60.34163069,22.51,1.49,182.08,27.46,0.73,8.51,9.389,8.579
1149,3.58950411,4.88585462,1.72,1.27,-1.98,-9.4,0.356,9.0,9.366,9.004
1151,3.59303635,-28.93445248,11.19,1.5,-110.46,-87.31,0.831,9.42,10.458,9.498
1150,3.59327595,76.02217572,2.65,0.65,-4.03,-3.71,1.029,7.72,9.023,7.82
1152,3.5984242,43.84587555,7.15,1.41,-16.35,25.65,0.563,8.17,8.767,8.221
1153,3.6019556,-2.19792352,3.74,0.97,-10.16,-30.18,1.34,7.19,8.942,7.343
1154,3.60639304,-27.16976811,7.55,1.12,-30.56,-57.07,0.618,8.93,9.702,9.021
1155,3.60698624,-40.42017562,3.32,1.05,21.74,3.7,1.251,8.08,9.72,8.234
1156,3.61280756,16.64089821,10.93,0.98,60.45,-22.41,0.475,8.23,8.789,8.284
1157,3.61448216,50.30239222,2.65,0.95,11.71,-3.76,-0.015,8.31,8.291,8.313
1158,3.61496786,-7.78053784,5.21,0.79,61.01,2.36,1.601,5.13,7.226,5.339
