#hip,pmra,pmdec
23539,33.73,9.06
23567,14.72,9.41
23575,62.34,-143.06
23643,1.18,-2.09
23659,2.64,-1.71
22301,-2.02,0.58
22330,-0.91,-4.83
22336,311.04,-249.44
22369,-6.41,-6.29
22396,0.43,4.14
22412,18.15,-2.69
22419,5.69,17.51
22440,10.89,-25.57
22477,-6.92,1.02
22499,17.76,-4.21
22511,8.46,-2.11
22577,-11.3,2.13
22590,-0.15,6.91
22593,-3.28,-1.84
22617,6.68,-61.86
22644,-4.0,-25.52
22649,-18.76,-15.99
22687,-22.0,-4.64
22690,14.56,-14.57
22692,-8.92,2.14
22701,-17.86,25.57
22798,0.03,-6.79
22810,8.44,-1.52
22876,-7.78,17.47
22909,-0.75,0.92
22929,-2.81,6.16
22931,-2.73,0.23
22943,1.69,3.68
22958,-5.47,-1.08
22960,6.88,-47.31
22985,-2.61,-0.72
23011,20.26,2.56
23026,3.87,-1.01
23052,17.78,-2.9
23053,14.12,-7.69
23067,17.44,-20.85
23076,-0.21,-22.87
23098,-2.27,5.94
23116,76.29,48.59
23130,14.49,-14.28
23149,4.06,-1.37
23182,4.41,-10.27
23219,-3.28,1.65
23223,0.26,2.86
23230,5.6,-14.49
23250,10.21,-2.69
23264,-6.23,-26.81
23305,-4.69,-1.58
23311,550.12,-1109.23
23364,1.71,6.29
23422,16.31,-33.3
23470,-0.97,-5.73
23475,41.16,1.37
23483,-8.52,0.97
23505,-5.49,3.1
23535,0.14,-6.03
23540,-6.15,-8.14
23566,15.14,-20.12
23586,-0.28,6.8
23602,0.86,-4.32
23652,-1.35,-0.8
23661,10.16,-13.97
23706,12.17,17.02
23745,13.86,-13.6
23758,-0.2,-0.35
23759,-3.28,-4.56
23790,9.76,-1.05
23794,10.7,-0.78
23802,61.94,-26.07
23819,11.24,-15.61
23830,-6.82,-36.36
23834,-8.26,4.34
23875,-82.82,-75.39
23893,64.48,-38.31
23916,3.93,-20.76
23918,4.05,-10.45
23941,56.14,16.46
23959,4.76,-9.23
23969,0.41,0.06
23972,0.25,-1.97
24001,19.08,-8.32
24025,-3.21,-4.28
24037,-58.37,-240.08
24051,-0.39,-0.05
24058,-1.2,-5.48
24068,-4.69,-28.19
24076,-40.72,-174.0
24117,2.35,0.06
24146,-7.29,-12.49
24154,-0.55,-5.97
24156,11.38,-29.62
22134,144.47,-149.01
22140,-0.43,-21.86
22163,-0.64,-9.89
22169,3.07,8.08
22171,9.43,-8.83
22173,-4.22,-2.2
22223,-1.42,0.63
22234,16.68,-6.44
22288,82.92,-109.1
22292,-11.53,-17.89
22304,-1.89,-1.07
22326,-1.01,-10.78
22406,-3.57,-2.1
22424,-208.14,-285.98
22435,6.0,-2.85
22439,-120.83,-172.32
22447,7.62,-3.04
22494,-19.14,16.24
22517,-0.53,-0.52
22554,-0.38,-4.14
22582,-9.84,-14.9
22588,-6.32,-2.95
22592,-11.65,9.66
22605,-7.75,-3.49
22625,9.36,1.38
22657,-0.13,9.61
22669,-3.05,-5.44
22693,8.51,1.78
22752,15.3,-6.12
22779,5.43,11.78
22785,9.03,-10.54
22790,17.46,-1.84
22825,12.01,-2.12
22902,18.6,-13.72
22924,19.58,47.18
22930,8.21,1.02
22956,15.76,-5.29
22962,2.51,12.26
23006,4.1,4.01
23039,10.97,-3.05
23058,-9.8,-1.99
23060,-0.07,-11.06
23073,0.17,1.12
23095,-1.64,-11.35
23128,-33.59,-98.98
23129,14.56,11.44
23172,10.75,-17.64
23190,0.06,8.19
23192,3.59,-3.07
23203,7.51,-4.27
23208,381.6,-33.06
23221,20.19,-136.07
23231,39.67,-87.04
23237,-5.58,-1.14
23256,12.93,-2.42
23262,-3.41,-9.68
23298,-8.12,-9.19
23326,4.05,-1.73
23327,-2.3,-1.27
23331,-0.69,-8.21
23338,1.16,-13.29
23352,14.01,-1.24
23370,17.69,-5.05
23405,-6.27,13.14
23445,-7.54,5.19
23458,5.02,1.85
23464,-0.9,-3.5
23490,0.1,-7.02
23493,-12.07,-3.26
23541,-29.44,-25.44
23549,1.05,-7.34
23551,1.65,3.02
23560,38.78,0.3
23564,-4.56,4.95
23590,7.68,-12.31
23593,66.68,-275.89
23610,6.84,1.25
23615,-7.01,10.18
23627,73.88,-217.44
23646,3.25,16.71
23689,-3.8,10.2
23704,14.58,2.25
23716,85.65,53.37
23735,22.34,6.35
23741,-27.68,-47.58
23755,3.15,4.62
23777,20.03,14.48
23791,23.78,3.35
23829,-5.45,-5.04
23831,135.83,-107.03
23844,-7.49,35.37
23864,-10.77,-4.21
23874,-21.65,-88.56
23905,-1.36,4.86
21411,6.54,-22.68
21424,16.43,24.1
21477,72.58,-229.51
21501,18.43,2.61
21509,5.45,-8.66
21515,-3.87,-5.69
21528,2.96,-12.82
21534,14.87,12.92
21537,16.42,11.44
21623,10.78,-5.85
21674,37.61,-22.72
21739,-5.34,-16.0
21740,6.41,-9.51
21744,29.49,-6.54
21745,24.81,-1.2
21795,0.6,-1.53
21797,-7.11,-10.54
21809,38.68,-30.41
21826,26.94,-8.81
21833,-5.46,11.22
21880,17.02,-17.62
21936,-0.78,-3.3
21944,-1.07,-3.74
22005,2.43,-5.94
22061,-44.0,-30.05
22078,-7.13,-21.74
22099,-5.48,-26.05
22139,-9.86,1.01
22146,-15.36,4.57
22175,55.95,29.0
22177,93.68,13.28
22230,-2.07,-47.54
22296,-35.86,-12.39
22317,-4.49,-4.43
22319,5.68,80.48
22343,12.41,2.48
22354,-0.87,-15.92
22367,-15.66,-12.9
22401,17.35,8.57
22428,5.02,-4.46
22483,-0.88,0.84
22520,3.9,-21.66
22532,49.43,-6.24
22535,-2.13,-9.57
22586,-9.7,-16.59
22634,2.0,-3.96
22635,-0.3,15.46
22636,-22.06,-36.61
22640,1.85,-19.64
22689,11.88,-15.23
22728,-1.12,-6.13
22730,29.71,-16.41
22774,5.62,-7.35
22775,3.1,-3.9
22797,0.55,0.61
22828,7.64,-38.4
22840,1.48,-4.11
22874,0.1,-8.03
22880,4.83,-46.3
22904,3.26,7.07
22919,136.12,-183.19
22926,5.75,45.16
22934,-1.61,24.03
22940,149.43,-290.51
22941,12.11,-0.71
22946,-3.29,-3.54
22987,-4.51,-5.61
22996,-3.83,11.65
23014,-5.12,8.24
23044,48.12,28.02
23086,-0.14,-8.04
23103,2.13,-6.18
23105,-160.08,-12.77
23111,2.34,-4.68
23123,-1.3,-7.67
19878,36.4,32.02
19881,-13.14,-34.17
19901,2.04,0.63
19924,12.16,10.49
19982,-37.91,67.85
20005,31.36,17.19
20006,1.03,-3.71
20017,-9.72,11.0
20033,6.54,-4.49
20045,14.29,9.36
20075,5.1,19.85
20081,-3.44,-0.86
20106,51.22,44.74
20114,76.41,-22.03
20134,9.7,4.85
20206,76.98,74.29
20208,-0.74,12.74
20256,58.09,-43.15
20264,25.86,-9.93
20283,7.47,-2.46
20294,21.36,29.4
20313,-12.39,-9.8
20338,196.24,141.67
20342,190.78,131.11
20375,72.24,-21.94
20406,0.64,0.01
20411,-13.44,-21.31
20423,-7.94,-0.21
20443,6.58,10.0
20451,15.61,27.13
20466,-5.0,-12.89
20501,-29.1,-39.24
20505,3.59,-8.51
20545,32.98,-114.74
20572,9.51,-12.36
20596,-2.39,-1.61
20617,12.37,-8.42
20717,-10.33,20.58
20721,29.31,-6.03
20730,-2.92,-6.23
20759,30.84,-19.18
20798,55.8,2.17
20820,23.03,7.89
20836,-18.94,-48.18
20862,-2.16,2.62
20892,36.72,-113.3
20900,12.14,-296.75
20937,18.99,42.8
20940,2.43,5.2
21031,16.49,1.47
21032,-2.37,-3.0
21054,-14.38,3.52
21055,4.57,8.17
21061,-12.99,2.41
21093,-5.29,65.41
21129,71.54,-43.11
21147,12.49,-29.33
21169,13.09,4.6
21220,46.6,22.27
21232,-31.25,-187.78
21237,-1.79,-32.38
21244,-115.14,-417.19
21277,2.45,-7.42
21363,102.25,56.86
21367,25.3,8.4
21409,8.42,-11.84
21414,113.1,-41.58
21418,-8.61,-3.54
21420,74.98,22.68
21430,-6.31,-22.83
21440,-1.9,10.87
21448,-19.31,-15.31
21472,-6.4,13.44
21514,17.07,-2.31
21522,7.32,17.64
21576,0.3,8.75
21596,26.38,-34.11
21618,-9.17,-1.89
21641,-4.03,0.63
21646,9.47,0.65
21702,11.72,21.25
21704,12.32,21.43
21722,-3.43,-28.14
21736,5.62,6.01
21763,29.13,-96.42
21781,36.54,2.34
21803,14.7,3.58
21893,-12.64,-10.82
21900,2.12,-1.86
21919,3.72,-0.68
21948,1.16,-3.83
21965,50.25,-11.84
22001,-21.34,3.12
22018,25.98,0.72
22047,16.95,4.72
22064,50.73,45.86
22076,4.26,11.89
22086,16.63,-16.51
20140,-4.24,64.51
20152,-24.42,-6.95
20301,31.81,9.49
20316,-13.64,-112.12
20346,2.05,7.8
20355,17.59,29.32
20368,31.83,5.3
20383,14.06,21.25
20432,3.86,3.1
20444,-130.23,-336.09
20453,-12.52,-4.73
20474,-12.08,-2.06
20489,6.57,-34.27
20506,6.27,-2.85
20509,-57.8,-177.28
20536,11.76,-27.74
20544,2.96,12.85
20583,62.5,18.19
20599,0.67,1.53
20607,-0.24,-2.93
20622,-45.09,-132.01
20684,22.16,9.85
20685,10.8,-2.9
20706,-2.25,9.63
20727,35.25,9.83
20737,39.41,-77.52
20758,41.66,-41.45
20773,20.26,5.37
20790,71.51,65.47
20801,24.35,-2.54
20802,58.27,120.49
20818,15.07,14.64
20819,29.37,21.49
20870,5.42,-37.73
20887,23.92,14.52
20888,5.76,25.87
20943,8.86,-0.47
20955,3.83,0.18
20965,-32.89,-32.28
20968,-24.47,-73.77
20977,25.71,-2.82
20979,11.05,6.19
20987,1.39,0.46
21012,11.92,13.57
21026,15.87,-4.08
21097,2.94,14.89
21104,-15.25,-1.59
21113,15.6,11.8
21114,-7.74,2.2
21121,-54.57,-103.76
21125,103.45,-141.36
21154,161.74,-114.38
21170,2.56,0.75
21207,43.78,69.93
21216,-12.16,-12.14
21228,0.44,7.54
21248,-114.78,-271.79
21287,-18.25,-37.92
21288,5.36,-1.88
21294,-3.28,-50.72
21309,5.91,-9.24
21374,6.89,16.66
21378,51.43,20.64
21393,-49.27,-12.72
21464,0.83,-3.81
21497,-30.72,-14.78
21548,61.28,49.28
20523,-8.25,-19.55
20589,13.45,-5.87
20598,-112.04,-162.1
20603,-2.1,1.72
20666,2.63,-20.36
20675,5.86,-1.41
20697,63.35,32.61
20723,84.42,-57.66
20787,6.37,-1.61
20797,4.09,1.72
20829,-5.2,10.0
20837,12.86,0.68
20838,-19.97,-6.77
20849,8.48,3.99
20857,2.54,-3.94
20893,2.41,5.23
20912,-8.54,-0.46
20913,44.61,-62.18
20915,10.74,-38.77
20922,0.02,-0.13
20939,28.52,3.57
20997,17.81,1.07
21003,36.71,16.15
21025,3.86,-5.56
21086,-161.13,-208.69
21110,-17.37,-42.43
21143,110.32,4.92
21156,-1.07,-8.33
21168,3.9,-1.93
21218,-28.07,-35.57
21239,1.12,29.25
21270,19.44,-3.47
21297,-35.94,-110.95
21329,6.32,-14.65
21361,9.17,-7.06
21370,-8.84,-3.49
21375,40.65,-3.64
21377,25.42,-12.8
21400,0.55,0.78
21493,53.78,-6.05
21518,-1.87,-5.76
21536,68.19,24.63
21556,-225.75,-192.57
21577,30.08,-19.47
21578,37.35,-19.87
21584,-2.42,-2.32
21595,33.47,-11.29
21625,7.08,6.91
21644,-65.46,-16.64
21648,-13.18,-56.2
21709,4.25,-4.03
21719,-22.08,19.74
21752,14.47,7.19
21765,-110.2,-111.6
21791,18.33,0.24
21815,38.63,-25.28
21837,-6.78,15.9
21853,-0.12,-3.72
21883,5.63,-14.71
21906,36.38,-3.35
21908,14.44,8.65
21963,53.44,42.77
21986,31.63,-26.01
22000,9.14,9.87
22002,-3.48,-4.72
19778,-4.65,-6.66
19809,50.34,31.28
19814,639.28,189.07
19832,90.33,-96.25
19849,-2240.12,-3420.27
19873,-7.14,-0.68
19907,-5.57,5.75
19933,16.79,-7.35
19987,-38.93,-10.35
19996,-15.16,-6.55
20029,-18.8,47.28
20137,-15.45,36.04
20142,96.43,-14.16
20158,-3.31,-22.76
20179,-5.39,-3.21
20218,-59.64,-35.47
20233,-1.82,7.27
20242,-9.34,-317.9
20263,92.3,-55.82
20271,3.1,-2.35
20303,9.03,5.7
20307,15.62,-4.68
20344,-7.06,-40.67
20358,-9.18,-7.38
20360,3.44,-14.47
20407,9.21,1.94
20429,4.93,-10.66
20431,-12.47,-22.25
20469,49.88,-9.03
20471,40.76,-18.68
20476,2.84,2.11
20503,12.19,-2.62
20507,-47.36,-54.91
20602,-3.75,-22.11
20628,-43.56,19.08
20643,17.94,-0.82
20658,73.25,-35.56
20671,-0.43,-2.68
20676,17.98,-5.76
20699,-37.57,-180.31
20738,-10.74,-21.23
20742,22.62,14.61
20747,0.92,-6.99
20757,-2.01,-6.71
20793,-2.26,-8.99
20809,-7.47,-7.72
20874,-16.49,-32.88
20882,62.66,125.11
20932,26.02,-187.13
20942,6.4,-2.6
20966,-8.56,-4.47
20992,-3.07,2.84
21050,-1.37,-4.81
21076,10.31,6.43
21095,-11.01,-74.19
21119,5.68,7.53
21145,34.26,-1.64
21172,-2.13,-34.75
21245,83.02,67.52
21249,-10.24,23.16
21255,5.24,5.28
21258,-9.78,-5.08
21264,-1.84,-64.3
21278,-3.96,-6.4
21296,-22.8,3.61
21298,-25.66,-38.75
21343,0.11,-10.34
21356,-5.87,-2.53
21382,-4.73,-0.67
21383,3.09,-58.16
21394,18.66,-28.34
21428,2.44,-7.6
21439,12.87,4.51
21484,-5.81,1.95
21512,8.24,11.68
21620,11.22,-6.24
21640,22.66,-18.01
21647,-3.71,-4.32
21658,-3.85,-2.49
21669,-4.24,8.61
21693,3.37,-1.41
21808,13.3,-4.75
21909,-8.09,-5.2
21927,34.28,-4.65
21955,0.32,-1.66
21957,25.69,-22.13
22008,3.48,-2.46
22010,4.16,3.07
22024,4.92,2.72
22111,-0.05,-2.37
22151,-19.46,-94.42
22156,3.07,-7.19
22206,-191.49,-146.02
17695,185.53,-273.48
17701,-5.98,-27.37
17727,65.4,-34.78
17744,-21.96,1.06
17757,-7.96,8.17
17786,7.76,-22.71
17805,64.25,-5.6
17855,1.52,-10.26
17856,93.98,-40.45
17863,3.76,-35.16
17882,11.34,-2.32
17895,-59.61,-41.43
17910,3.41,3.75
17914,-9.28,-6.03
17950,103.97,24.66
18051,-22.44,-40.0
18092,-7.47,-22.02
18098,-2.53,16.53
18104,-11.31,-11.62
18105,7.16,-17.49
18109,48.15,4.51
18135,55.57,-36.86
18171,-7.26,-11.88
18177,20.38,-4.06
18226,4.19,-12.49
18251,-6.45,-24.76
18255,26.0,-0.23
18317,3.84,64.61
18369,-20.78,-4.69
18462,-2.69,-11.56
18470,49.05,6.71
18498,23.97,11.94
18512,-186.0,-142.85
18519,-4.57,8.17
18582,21.07,-1.44
18583,-16.94,-9.61
18591,16.47,4.66
18617,78.5,1.77
18642,-13.74,-70.95
18666,-12.05,-15.52
18788,27.74,-14.69
18791,-2.36,2.99
18832,50.25,19.2
18837,57.21,-31.02
18859,149.04,-253.02
18863,6.86,-10.28
18891,38.07,4.25
18919,26.44,1.24
18974,10.08,-8.48
18992,46.47,5.26
19024,-202.61,-354.98
19027,5.31,-18.67
19049,-11.35,-12.16
19070,17.25,-35.48
19074,7.7,-54.52
19114,-4.51,-42.78
19140,14.22,2.32
19184,18.49,-7.78
19227,-14.59,-10.53
19235,50.01,13.45
19260,-5.99,-6.95
19338,19.74,-5.65
19342,6.84,-2.38
19520,19.34,4.64
19540,18.97,-7.52
19555,34.85,-11.83
19565,2.68,-4.66
19569,2.93,-1.08
19644,36.64,89.46
19676,13.55,-5.4
19725,2.17,-6.34
19748,-0.64,-5.35
19800,8.53,0.84
19816,9.34,-26.43
19867,17.71,27.0
19925,-61.2,-174.37
19937,18.58,3.69
19953,7.1,-5.2
20078,-10.66,2.21
20127,-6.64,-12.46
20166,-2.48,-11.78
20243,26.6,-2.49
20257,-13.35,-28.59
20267,-18.99,-48.21
20282,45.09,25.78
20341,-19.9,-126.18
20422,10.62,-17.56
20438,-8.3,-10.98
20463,4.39,-0.81
20477,68.2,-47.96
20490,-2.18,-40.89
20667,-11.94,-18.2
20673,62.64,8.35
20725,-13.64,-23.94
20752,-33.3,29.98
20764,16.98,-7.03
16792,-78.81,-98.84
16799,26.75,-76.96
16803,32.37,-10.91
16854,-0.81,0.34
16877,1.21,-20.7
16921,7.57,-28.55
17061,38.29,-1.64
17082,-4.71,-17.07
17136,-4.5,-16.17
17182,-9.48,-15.5
17233,12.36,-121.0
17243,32.68,-21.6
17263,-7.79,-7.29
17268,0.69,-6.26
17275,120.92,173.54
17288,33.97,-18.21
17303,53.79,-16.1
17355,26.98,-4.95
17530,36.45,9.65
17538,26.98,1.3
17550,-6.12,-16.07
17562,138.12,0.72
17623,7.54,1.46
17659,1.36,-6.38
17705,-28.17,-26.31
17737,-1.06,-16.88
17852,-79.98,-16.53
17865,16.09,-12.36
17938,46.66,0.9
17942,7.06,3.34
17994,20.4,6.19
18021,40.94,-10.73
18056,-66.35,-65.08
18126,5.63,4.38
18168,46.85,-58.66
18192,2.73,-4.52
18233,-4.39,-3.81
18298,4.09,0.93
18301,24.86,-14.13
18306,7.11,-12.63
18318,3.72,-14.4
18381,0.83,-0.77
18410,-1.35,0.49
18428,11.32,2.69
18475,113.89,-40.87
18483,10.54,-9.36
18489,5.51,0.4
18569,67.49,-39.22
18639,18.64,-9.98
18665,12.15,17.77
18755,11.67,-5.68
18768,7.86,-56.31
18809,4.35,23.66
18897,0.08,-71.43
18899,-154.81,-225.03
18990,94.41,-62.51
19004,-3.8,-16.39
19081,29.25,-3.45
19124,23.22,1.86
19204,34.15,-21.89
19251,3.55,4.89
19378,44.21,-4.4
19383,20.04,175.4
19398,-0.87,0.63
19410,-75.48,-3.6
19489,-32.61,27.64
19512,6.39,-11.62
19523,42.62,-13.47
19562,-0.23,11.17
19752,4.01,7.71
19753,7.11,-3.69
19817,-0.98,37.79
19820,-21.16,-31.11
19839,-32.72,3.98
19856,-5.53,1.28
19897,-15.72,-58.39
19954,-19.22,-7.28
20032,-2.1,-15.79
20057,3.77,5.68
20069,-6.47,-3.82
20183,-5.84,-0.08
20210,10.26,-3.46
20211,22.38,1.6
20214,103.31,38.25
20229,22.57,-10.39
20232,176.79,113.27
20260,15.2,2.1
20269,24.68,11.64
20345,2.16,7.38
20379,-3.04,0.26
20394,6.85,-23.55
20408,4.22,14.32
20499,29.99,24.29
20521,-41.84,-23.53
20549,-14.97,-58.75
20581,-0.35,4.52
20651,-5.4,-6.25
20656,44.83,9.71
20682,5.25,3.66
20695,41.87,-26.81
20749,1.95,-10.08
20761,91.61,14.97
20806,76.91,71.22
20828,19.96,-0.53
20839,15.68,-9.51
20854,-8.86,33.15
20880,0.83,-6.6
20903,10.39,9.51
21028,-5.68,1.89
21047,17.56,-31.86
21180,-3.99,-3.07
21181,29.04,-9.23
21210,-3.59,-0.48
21222,-90.43,-205.61
21279,68.31,93.84
21293,1.43,4.72
21445,-3.22,-23.16
21463,12.61,24.83
21488,50.53,32.04
21489,-113.46,-159.24
21508,-48.26,-2.67
21521,-5.3,-28.98
21535,22.7,-3.96
21561,-9.63,-11.13
21567,-5.45,-5.98
21582,9.08,-6.52
21590,-22.64,-68.37
21594,-76.59,-176.78
21668,34.92,-66.53
21685,120.91,-125.39
21705,64.74,59.14
21715,-2.32,7.9
21816,2.03,-5.37
21827,11.5,-28.9
21925,-9.13,-9.28
21959,27.35,-27.44
21991,17.77,-187.89
22014,6.71,-0.65
22027,-8.11,-19.54
22028,52.64,-17.63
22052,39.98,28.76
22113,-0.56,6.33
22132,-2.65,-2.04
22158,5.3,2.68
22195,59.46,70.28
22215,106.13,-52.76
22227,-3.59,-12.16
22263,130.04,169.27
22325,7.37,38.84
22344,-8.1,-3.77
22353,5.89,-3.14
22374,17.27,28.97
22398,2.98,2.27
22432,-48.73,-89.32
22442,-15.96,-10.69
22467,3.35,-28.06
22479,44.9,50.99
22679,4.28,5.41
22741,-2.27,-7.74
22762,408.07,-642.82
22811,10.57,-5.96
22860,5.42,-8.26
22881,11.87,36.61
22899,-57.78,-11.28
22944,-0.5,-4.57
22991,0.57,-7.23
23021,-7.12,-15.92
23083,9.54,2.14
23090,8.5,8.03
23137,10.32,22.98
23166,-124.0,128.37
23215,-0.45,6.49
23306,-3.45,-15.68
23350,-8.23,-41.63
23456,16.46,-26.09
23512,-226.51,-447.19
23612,-4.77,9.54
23618,1.11,6.33
23816,6.37,-163.61
23817,-5.33,-6.39
23862,4.9,-77.26
23927,5.64,11.55
23931,-4.75,4.97
23932,502.99,-1399.76
18877,181.53,-54.61
18921,-12.02,19.46
18922,1.09,7.53
18968,-0.06,-8.08
18983,0.22,-7.18
18988,-2.43,-12.77
18993,150.34,-125.04
19056,34.26,4.96
19130,22.51,4.69
19166,49.71,10.98
19170,16.71,-10.66
19183,37.08,-94.59
19266,-9.51,-3.09
19267,12.56,-33.34
19280,-6.07,-4.71
19285,1.41,12.86
19326,-20.01,-40.95
19347,3.19,-61.87
19386,64.48,18.32
19434,-49.26,-59.6
19449,49.05,7.6
19476,-18.58,-15.46
19516,19.22,21.6
19527,-1.32,1.75
19545,-11.27,-14.99
19552,-28.4,-17.71
19556,-5.96,20.87
19595,-9.24,-0.09
19611,-11.57,14.79
19636,34.74,16.39
19712,-19.27,-22.83
19714,1.17,7.49
19779,-5.05,-14.97
19788,107.76,269.35
19801,39.35,14.05
19830,-5.76,-10.96
19831,23.21,-14.74
19857,10.67,-1.31
19892,23.99,-21.97
19899,7.11,7.28
19906,33.93,-4.46
19908,-30.03,-12.86
19927,50.0,-7.05
19946,8.04,-2.95
19971,169.19,4.46
19979,0.57,16.77
19994,-8.35,-14.97
20073,5.89,-69.55
20102,-1.37,-66.6
20113,63.18,-33.34
20122,-1.77,-58.74
20125,-8.28,-18.32
20131,11.35,-3.48
20141,-9.98,-18.22
20190,32.3,-12.25
20203,-5.68,-14.05
20312,10.73,-0.97
20321,1.15,-18.85
20322,41.13,-3.22
20343,15.83,-6.67
20373,21.03,-141.25
20410,69.42,-197.18
20414,-1.22,-33.16
20424,16.1,-20.45
20439,8.7,-36.08
20473,4.41,-7.58
20486,5.07,-25.88
20574,66.3,-54.95
20587,4.05,-11.17
20601,98.0,-2.47
20642,13.89,-20.75
20668,-9.43,5.32
20692,-4.46,-5.97
20698,21.71,-16.27
20700,-7.18,-27.72
20771,74.22,-62.16
20778,-3.16,-10.49
20848,27.09,7.78
20871,14.93,-6.14
20884,17.81,-21.5
20902,62.14,-54.89
20956,46.25,-39.82
21006,80.69,-66.24
21016,1.92,9.39
21085,-5.37,-28.32
21092,171.35,24.14
21109,4.03,-8.82
21128,-10.73,-2.96
21177,11.91,-13.72
21186,45.48,-164.42
21250,-4.28,0.41
21268,-2.21,1.88
21299,6.75,-5.3
21307,4.65,-101.66
17546,12.94,0.5
17560,-16.2,-24.43
17612,20.98,-2.79
17674,31.52,-78.95
17731,2.45,-2.7
17733,8.55,-2.35
17758,0.12,-63.72
17789,24.86,-16.35
17801,40.7,-21.25
17806,-44.91,17.69
17821,-6.95,-28.74
17913,-3.68,-2.0
17917,47.66,-68.02
17952,14.92,-20.43
17957,2.36,-17.86
17987,32.76,-238.73
18015,-1.9,-5.83
18082,271.32,6.84
18102,-25.51,-38.53
18122,8.03,31.13
18141,5.09,-8.58
18164,22.54,-55.97
18169,2.14,-1.52
18186,23.9,16.01
18245,51.04,-31.34
18268,-11.4,-8.25
18276,-11.55,0.92
18280,-4.95,529.59
18293,63.78,-105.27
18334,-0.64,48.36
18388,-15.23,-53.44
18391,66.57,-20.75
18403,-8.11,-3.04
18419,13.65,2.04
18511,11.68,-6.92
18523,18.85,-8.83
18588,-50.65,-3.77
18606,-46.53,-173.72
18631,44.81,6.07
18667,-9.52,0.19
18694,13.7,13.33
18751,-8.94,-15.24
18765,-9.31,-17.53
18790,-4.16,-17.17
18835,-28.75,-9.32
18840,0.74,22.0
18977,33.34,-9.45
18985,5.68,-1.21
19007,64.87,186.25
19022,8.73,-0.46
19061,-7.47,-89.73
19065,5.59,15.45
19084,10.85,9.91
19152,18.04,2.14
19249,-2.26,22.16
19282,3.76,-3.09
19329,-2.91,4.96
19379,24.53,-23.01
19399,-13.41,-25.56
19431,34.67,104.38
19440,7.31,7.68
19469,28.9,-6.59
19483,1.55,-11.95
19508,68.94,-139.93
19536,-36.91,-45.01
19587,10.76,81.92
19598,-1.19,4.35
19621,7.07,-14.07
19626,-17.6,5.37
19677,16.7,-116.16
19689,4.22,-1.09
19700,23.87,0.33
18068,11.47,-27.64
18087,-14.6,-21.98
18115,437.55,194.74
18143,-1.7,55.74
18153,-24.63,36.05
18191,16.95,25.3
18235,336.94,-297.54
18248,2.08,14.03
18281,9.52,-18.76
18299,70.68,0.79
18349,21.71,18.0
18373,26.75,22.05
18382,-5.6,30.8
18412,64.43,-11.34
18486,9.46,33.76
18509,2.33,-2.68
18527,118.73,107.71
18641,-1.39,-30.04
18678,34.08,-17.62
18693,14.25,12.19
18745,143.34,-34.95
18746,12.58,34.81
18766,5.77,5.2
18813,24.05,2.12
18816,3.94,0.84
18853,15.24,-20.88
18866,3.75,-12.84
18875,7.48,-86.64
18882,0.99,-12.76
18905,-8.87,2.4
18917,4.87,26.77
18918,8.31,-159.5
18926,0.02,-1.5
18942,11.12,-29.24
19001,-10.28,-4.22
19037,17.17,-12.74
19044,19.02,17.75
19066,12.34,-12.3
19069,-5.89,-1.18
19111,-27.7,-10.04
19144,25.36,19.73
19149,5.88,-31.83
19165,51.9,-780.04
19168,10.31,14.69
19174,9.0,-15.12
19191,245.16,-88.53
19202,15.55,-12.39
19268,4.53,4.36
19310,16.8,-0.85
19349,15.26,-32.14
19360,13.36,12.69
19368,-1.16,0.28
19375,-28.27,-33.83
19387,4.07,-26.12
19414,-26.87,-101.91
19421,-10.53,-0.24
19446,6.57,-0.22
19452,-16.87,-21.1
19457,10.94,-11.32
19505,-25.49,-248.27
19510,146.22,-169.87
19524,9.69,0.53
19533,-2.12,3.36
19535,32.79,-12.48
19571,45.78,49.57
19578,16.34,-9.93
19601,20.79,-54.05
19625,-12.33,-0.58
19661,-10.81,-6.91
19674,25.53,-7.62
19690,-35.28,-24.95
19728,19.88,25.33
19784,-1.06,-24.22
19837,4.1,-0.91
19879,-5.69,20.08
19913,13.52,14.3
19984,37.32,-28.84
18328,3.05,5.67
18361,13.5,-7.22
18435,7.57,5.68
18457,-27.42,-77.69
18541,-7.87,4.76
18572,-9.63,-29.16
18586,-1.14,-4.03
18587,-1.54,-13.16
18644,31.07,29.44
18654,21.18,-22.09
18690,111.63,-178.08
18695,32.98,-46.88
18703,-1.74,44.05
18723,47.3,5.62
18757,30.02,-4.3
18760,19.92,16.72
18798,9.27,4.99
18811,-0.84,10.7
18821,45.6,43.44
18839,-35.21,-36.94
18870,91.56,74.43
18879,8.53,-5.33
18960,107.15,-19.62
18961,17.65,4.45
18984,-2.7,-73.32
19010,-0.58,-56.71
19015,9.8,-14.96
19041,6.37,0.62
19042,74.26,36.9
19046,-31.22,-242.81
19047,-5.93,8.11
19058,4.72,7.86
19062,49.85,-11.27
19079,13.77,16.74
19080,11.77,-19.83
19091,37.74,-21.8
19095,200.49,94.24
19100,6.46,-5.67
19190,-16.28,-24.7
19198,-24.65,-46.45
19210,27.54,191.32
19211,8.84,5.99
19218,158.11,37.91
19228,-12.24,2.49
19232,-63.02,-242.51
19274,-16.11,-2.66
19303,14.58,9.13
19305,12.24,16.12
19319,12.57,3.76
19339,-1.62,6.74
19371,-27.4,-47.39
19396,-3.49,-42.88
