name,raj2000,dej2000,dist,pmra,pmde,rv,rcluster,n_star
FSR 1172,103.908,-11.03,2290.0,-2.61111E-7,8.5E-7,,0.11,7932
SAI 72,103.95,0.222,3239.0,-4.08333E-7,-1.58333E-7,,0.095,8945
Ruprecht 6,103.98,-13.28,5919.0,1.83333E-7,3.36111E-7,,0.08,6698
NGC 2309,104.0205,-7.175,2384.0,4.38889E-7,-3.41667E-7,,0.21,13405
FSR 0860,104.163,30.478,2695.0,3.13889E-7,-1.21944E-6,-13.7,0.115,3507
ASCC 30,104.2575,-6.215,814.0,-6.66667E-7,-2.77778E-9,,0.15,10776
BDSB 93,104.295,-8.19,2173.0,9.05556E-7,5.83333E-8,,0.125,9053
FSR 1144,104.316,-6.637,1737.0,2.33333E-7,2.25E-7,,0.13,10000
Berkeley 31,104.3955,8.298,6242.0,-2.94444E-7,-1.425E-6,61.0,0.11,6982
Berkeley 33,104.46,-13.22,4785.0,6.38889E-8,5.05556E-7,76.6,0.125,8789
Berkeley 30,104.4495,3.217,4983.0,3.52778E-7,-2.08333E-7,,0.13,9094
NGC 2311,104.445,-4.61,2221.0,-2.36111E-7,8.02778E-7,,0.235,15849
FSR 1159,104.478,-8.745,1296.0,6.38889E-7,-2.36111E-7,,0.1,8085
Berkeley 32,104.5275,6.435,4996.0,1.52778E-7,-6.44444E-7,101.0,0.125,7999
FSR 1080,104.565,0.884,1753.0,-5.52778E-7,-1.26111E-6,,0.15,10761
Mon OB3,104.655,-4.335,2120.0,-2.22222E-7,4.86111E-7,27.0,0.26,17719
FSR 1164,104.67,-9.165,1614.0,5.63889E-7,5.83333E-7,,0.1,8342
IRAS 06562-0337,104.6835,-3.685,6091.0,1.41667E-7,7.13889E-7,53.0,0.1,8852
FSR 1129,104.6925,-4.93,1881.0,-3.05556E-8,3.63889E-7,,0.135,10536
NGC 2312,104.7,10.28,2436.0,-2.5E-7,-7.77778E-7,,0.11,6051
FSR 1195,104.82,-12.95,3150.0,1.0E-7,7.22222E-7,,0.165,10861
IRAS 06567-0355,104.82,-3.97,1943.0,1.13889E-7,1.21111E-6,39.64,0.15,11597
FSR 1163,104.835,-9.083,1706.0,1.71667E-6,4.83333E-7,,0.09,8319
NGC 2318,104.8695,-13.662,1713.0,1.5E-7,6.75E-7,,0.125,9046
FSR 1185,104.9025,-11.974,5374.0,5.97222E-7,2.80556E-7,,0.1,7856
Sh2 287C,104.9025,-4.667,3344.0,-2.77778E-9,5.44444E-7,,0.06,7393
BDSB 90,104.91,-4.86,2661.0,2.36111E-7,-9.44444E-8,41.0,0.075,8097
Ivanov 9,104.9325,-4.067,2839.0,1.22222E-7,9.66667E-7,42.44,0.11,9698
FSR 1171,105.045,-10.323,4933.0,1.30556E-6,-3.5E-7,,0.085,7971
Wit 1,105.0945,-5.83,1952.0,-1.05556E-7,-5.47222E-7,5.0,0.17,12970
Berkeley 34,105.09,-0.235,7279.0,-7.44444E-7,-6.0E-7,,0.11,9356
Tombaugh 1,105.1245,-20.565,2642.0,-2.75E-7,1.10278E-6,,0.2,11958
Ivanov 4,105.1575,-8.84,2025.0,1.44167E-6,-3.19444E-7,,0.155,11540
FSR 0843,105.135,35.07,1155.0,-5.13889E-7,-1.39722E-6,,0.195,4243
NGC 2319,105.171,3.035,985.0,-2.63889E-7,-6.38889E-7,,0.165,9966
ASCC 31,105.27,3.53,747.0,-2.52778E-7,-6.08333E-7,,0.17,9702
Wit 2,105.3405,-3.117,2830.0,-1.43056E-6,2.77778E-8,22.9,0.16,13732
Ruprecht 8,105.438,-13.56,2190.0,3.25E-7,-7.22222E-8,,0.115,8930
ASCC 32,105.525,-26.56,767.0,-6.47222E-7,1.18056E-6,,0.325,14909
Ruprecht 9,105.5295,-21.917,3434.0,-4.72222E-7,1.1E-6,,0.125,8404
Alessi 60,105.6255,-1.117,2610.0,-4.44444E-7,-7.77778E-8,,0.1,9700
NGC 2323,105.6795,-8.37,902.0,1.38889E-7,-4.86111E-7,5.4,0.46,32063
FSR 1184,105.6675,-11.435,6017.0,5.69444E-7,3.77778E-7,,0.11,9022
FSR 1169,105.7125,-9.255,1905.0,5.05556E-7,3.02778E-7,,0.17,12111
NGC 2348,105.765,-67.39,1076.0,-2.05556E-6,2.77222E-6,,0.16,3050
Tombaugh 2,105.771,-20.815,6565.0,4.72222E-7,5.58333E-7,125.0,0.09,7480
FSR 1170,106.875,-8.865,2276.0,2.07778E-6,-4.58333E-7,,0.15,10613
ASCC 33,105.9375,-25.055,704.0,-7.02778E-7,1.28333E-6,15.0,0.52,28388
Czernik 27,105.78,6.413,4338.0,-7.72222E-7,-3.27778E-7,,0.085,5165
Bochum 3,105.87,-5.005,2151.0,1.38889E-7,5.94444E-7,,0.155,12699
vdBergh 92,106.02,-11.53,1570.0,-1.0E-6,4.88889E-7,17.5,0.25,16197
Haffner 3,106.0275,-6.13,1925.0,2.36111E-7,-8.88889E-8,,0.11,9216
FSR 1149,105.9975,-6.385,2972.0,3.61111E-7,-4.52778E-7,,0.11,9100
NGC 2324,106.0425,1.038,3842.0,-7.61111E-7,9.72222E-8,41.81,0.275,16256
FSR 1100,105.99,-0.085,1923.0,-2.77778E-7,-1.02778E-7,,0.12,8925
Auner 1,106.0605,-19.744,7154.0,2.69444E-7,1.11389E-6,,0.145,10151
FSR 1194,106.095,-12.005,1184.0,-1.0E-7,-1.66667E-7,,0.185,12717
FSR 1150,106.1535,-6.6,5664.0,3.94444E-7,-5.52778E-7,,0.1,8388
BDSB 96,106.3275,-12.325,1401.0,-1.125E-6,1.97222E-7,,0.15,11253
FSR 1178,106.35,-10.68,2375.0,5.86111E-7,3.75E-7,,0.14,8771
FSR 1192,106.458,-11.625,2821.0,-2.91667E-7,6.72222E-7,,0.17,12051
Ruprecht 150,106.4925,-28.41,1789.0,-4.44444E-7,3.25E-7,,0.14,7499
Haffner 4,106.5225,-14.995,4458.0,1.22778E-6,-2.77778E-8,,0.155,10795
ESO 427-32,106.5825,-30.16,1786.0,5.0E-8,7.08333E-7,,0.145,6755
FSR 1039,106.5525,7.4,2605.0,-2.77778E-7,-1.325E-6,,0.11,5485
FSR 1199,106.575,-12.57,1188.0,-5.55556E-8,5.47222E-7,,0.135,10822
Ruprecht 10,106.6155,-20.095,2345.0,-6.66667E-8,1.10833E-6,,0.125,9349
Berkeley 76,106.665,-11.73,2360.0,-4.11111E-7,7.47222E-7,,0.16,11143
NGC 2335,106.71,-10.03,1411.0,5.55556E-8,-8.30556E-7,8.7,0.31,18367
Collinder 465,106.71,-10.52,5410.0,2.77778E-7,-3.69444E-7,,0.175,11303
Collinder 466,106.734,-10.72,1037.0,1.77778E-7,3.41667E-7,,0.095,7990
NGC 2331,106.68,27.255,1946.0,3.33333E-7,-7.13889E-7,,0.14,4021
FSR 1209,106.767,-13.82,2964.0,-2.47222E-7,-6.91667E-7,,0.17,11798
Ruprecht 12,106.7925,-28.222,2221.0,-7.19444E-7,9.30556E-7,,0.232,11532
Ruprecht 11,106.842,-20.795,1958.0,1.0E-7,-3.11111E-7,,0.1,8063
FSR 1223,106.842,-15.98,2255.0,5.86111E-7,-2.21667E-6,,0.2,13134
FSR 1202,106.845,-12.783,2436.0,-9.63889E-7,6.5E-7,,0.115,9682
FSR 1207,106.8825,-13.33,1928.0,-7.52778E-7,-2.02778E-7,,0.18,12852
FSR 0876,106.905,30.17,2413.0,1.58333E-7,-1.41667E-6,6.0,0.125,2982
NGC 2338,106.95,-5.717,1671.0,-5.55556E-7,1.02778E-7,,0.09,8102
FSR 1212,106.9095,-14.15,1780.0,2.58333E-7,1.58333E-7,,0.115,9168
Ruprecht 13,107.0025,-25.88,2276.0,-1.41389E-6,1.55E-6,,0.18,10499
FSR 1200,106.995,-12.464,1297.0,-1.11111E-7,6.86111E-7,,0.17,12583
FSR 1111,107.025,-1.528,1544.0,5.75E-7,-2.88889E-7,,0.125,8340
NGC 2343,107.0175,-10.6,1029.0,0.0,5.55556E-7,14.89,0.205,12587
NGC 2345,107.0625,-13.2,2605.0,-1.52778E-7,-3.33333E-8,59.19,0.225,15591
FSR 1204,107.073,-12.89,1706.0,5.33333E-7,-3.05556E-8,,0.14,11132
FSR 1219,107.115,-15.365,1721.0,2.77778E-8,-1.94444E-8,,0.2,13731
FSR 1289,107.1375,-26.158,1791.0,-9.83333E-7,1.76944E-6,,0.16,9497
FSR 1173,107.187,-9.427,2883.0,1.83333E-7,6.69444E-7,,0.11,9013
FSR 1113,107.2875,-1.5,5805.0,3.11111E-7,-1.32778E-6,,0.11,7850
Haffner 23,107.373,-16.92,1000.0,-9.72222E-7,-4.16667E-8,,0.22,14755
Berkeley 35,107.484,2.733,5012.0,-2.16111E-6,6.33333E-7,,0.12,7446
DBSB 3,107.5785,-18.486,3360.0,7.86111E-7,8.33333E-7,,0.1,8765
ASCC 34,107.655,6.08,477.0,-5.72222E-7,-1.0E-7,,0.205,8464
Dias 3,107.595,-8.395,7241.0,1.10833E-6,-3.38889E-7,,0.115,9167
FSR 1158,107.7,-6.78,1864.0,1.94444E-7,-2.91667E-7,,0.16,10839
Alessi 21,107.67,-9.3,596.0,-9.86111E-7,8.19444E-7,38.8,0.32,20849
NGC 2349,107.6775,-8.605,1819.0,7.22222E-7,-9.11111E-7,,0.145,10690
FSR 1160,107.79,-7.117,1031.0,3.02778E-7,9.44444E-8,,0.135,9768
FSR 1091,107.9025,1.605,1952.0,3.80556E-7,-1.55833E-6,,0.15,8375
ASCC 35,108.1725,2.105,787.0,-4.30556E-7,-6.25E-7,,0.235,12186
FSR 1281,108.2205,-25.231,1847.0,-1.07222E-6,1.24444E-6,,0.19,12531
NGC 2352,108.2715,-24.029,3000.0,-9.27778E-7,1.875E-6,,0.14,10276
FSR 1183,108.339,-9.892,1634.0,-4.08333E-7,-1.58333E-7,,0.19,13077
FSR 1076,108.36,3.148,1031.0,-1.0E-6,8.61111E-8,,0.175,9104
NGC 2351,108.3825,-10.48,5841.0,-1.19444E-7,7.05556E-7,,0.1,8478
Collinder 132,108.36,-30.975,330.0,-1.47222E-6,1.30833E-6,28.0,0.31,13804
FSR 1253,111.57,-18.445,2283.0,-5.97222E-7,2.19444E-6,,0.205,15634
NGC 2354,108.5355,-25.693,2865.0,-7.08333E-7,9.97222E-7,33.4,0.135,10057
FSR 1153,108.5925,-5.66,3095.0,-6.66667E-7,1.63889E-7,,0.145,9592
FSR 1326,108.615,-34.305,1298.0,-1.97222E-6,6.44444E-7,,0.14,6135
ASCC 36,108.6255,-21.123,813.0,-7.66667E-7,2.08333E-7,,0.25,16727
NGC 2353,108.627,-10.25,1180.0,-8.94444E-7,3.77778E-7,22.3,0.22,14444
FSR 1332,108.705,-34.877,2173.0,-1.35278E-6,2.29722E-6,,0.1,4952
Ruprecht 14,108.7155,-31.36,4023.0,-3.5E-7,9.80556E-7,,0.09,5712
FSR 1180,108.9225,-9.41,1000.0,-4.13889E-7,-5.83333E-8,,0.155,11364
Berkeley 36,109.083,-13.178,5041.0,9.19444E-7,7.30556E-7,,0.145,11441
Alessi 3,109.05,-46.617,311.0,-3.08056E-6,3.53333E-6,20.0,0.44,11613
NGC 2358,109.2525,-17.155,739.0,-3.66667E-7,-1.55556E-7,,0.3,20075
NGC 2355,109.2465,13.75,2128.0,-5.55556E-8,-3.33333E-7,35.13,0.19,6106
ESO 367-10,109.26,-35.29,3027.0,-1.40556E-6,-1.11667E-6,,0.07,4640
Basel 11A,109.278,-13.982,1537.0,-3.02778E-7,-1.88889E-7,,0.21,14627
FSR 1228,109.2975,-15.795,4186.0,-6.36111E-7,1.58611E-6,,0.125,10805
NGC 2360,109.425,-15.64,1560.0,-6.38889E-7,1.83333E-6,25.47,0.3,20849
Collinder 135,109.485,-37.035,361.0,-2.59167E-6,1.46111E-6,15.35,0.52,20150
FSR 1306,109.5075,-28.99,3066.0,-9.52778E-7,1.63889E-6,,0.125,8306
Haffner 5,109.4925,-22.667,2069.0,-1.09722E-6,-3.77778E-7,,0.17,12426
ASCC 37,109.515,-24.5,1571.0,-6.77778E-7,4.41667E-7,13.5,0.16,11747
FSR 1377,109.575,-44.67,4640.0,-1.61667E-6,1.26944E-6,,0.115,4060
Teutsch 49,109.6095,-17.575,3369.0,5.94444E-7,1.68056E-6,,0.11,8698
NGC 2362,109.68,-24.96,1375.0,-7.22222E-7,6.5E-7,29.5,0.26,17202
Bica 4,109.779,-22.02,3930.0,-1.89167E-6,8.0E-7,19.0,0.13,9960
Ruprecht 15,109.8825,-19.63,2362.0,-5.83333E-8,1.7E-6,,0.135,10960
FSR 1284,109.995,-24.53,1935.0,-5.58333E-7,1.68333E-6,,0.125,9482
Haffner 6,110.0145,-13.15,3320.0,1.0E-7,1.15556E-6,,0.135,10000
NGC 2367,110.055,-21.865,1772.0,-1.425E-6,8.75E-7,45.33,0.19,13280
DBSB 12,110.055,-27.771,3497.0,-9.5E-7,1.66111E-6,,0.112,7917
Berkeley 37,110.0775,-0.994,4815.0,1.91111E-6,-1.27778E-6,,0.125,6775
FSR 1118,110.2125,-0.844,2089.0,1.70833E-6,-1.01111E-6,,0.14,7161
Melotte 66,111.5505,-47.668,4487.0,-1.21389E-6,1.88333E-6,23.5,0.205,6725
FSR 1255,110.2125,-19.632,1023.0,-7.19444E-7,1.33611E-6,,0.135,11209
Saurer 1,110.2335,1.8,13719.0,9.61111E-7,-1.86944E-6,95.3,0.09,5369
NGC 2368,110.2725,-10.335,4889.0,1.66667E-7,1.21111E-6,,0.125,9754
FSR 1258,110.3175,-20.22,2928.0,-1.27222E-6,9.25E-7,,0.142,11243
Berkeley 77,110.3625,-3.233,4699.0,-7.69444E-7,-1.71111E-6,,0.155,8173
King 23,110.4465,-0.983,3211.0,1.30278E-6,-1.70278E-6,,0.14,6833
FSR 0944,110.4525,22.5,4755.0,-5.52778E-7,-6.72222E-7,,0.13,2824
FSR 1083,110.5125,3.58,1775.0,-4.83333E-7,5.08333E-7,,0.13,5975
FSR 1157,110.655,-5.115,926.0,-6.61111E-7,-4.72222E-8,,0.09,6279
FSR 1252,110.64,-18.7,1899.0,-6.27778E-7,1.41944E-6,,0.15,11898
FSR 1470,110.7,-59.199,1055.0,-5.25E-7,2.275E-6,,0.175,4014
Haffner 7,110.733,-29.49,1893.0,-1.04444E-6,1.10833E-6,,0.155,9798
Ruprecht 16,110.79,-19.473,1701.0,-1.66667E-8,1.36111E-6,,0.1,9686
Collinder 140,111.03,-31.89,386.0,-2.19444E-6,1.18889E-6,22.93,0.49,29500
Haffner 8,110.793,-12.308,1197.0,-2.55556E-7,1.72222E-7,,0.16,11521
FSR 1440,110.9055,-53.947,1631.0,-1.70556E-6,1.14444E-6,,0.205,5149
Ruprecht 17,110.907,-23.185,1263.0,-1.10833E-6,1.03611E-6,,0.105,8570
Berkeley 78,110.925,5.366,4670.0,-8.5E-7,1.13889E-7,59.1,0.132,5221
FSR 1293,110.9835,-25.359,962.0,-2.13889E-7,1.30833E-6,,0.08,7506
NGC 2374,111.0,-13.27,1394.0,-9.44444E-7,-1.83333E-7,27.2,0.22,14720
FSR 1297,110.9925,-25.9,3654.0,-4.33333E-7,7.08333E-7,,0.13,9834
Ivanov 6,111.0585,-24.633,2434.0,-8.83333E-7,1.03611E-6,,0.1,8625
FSR 1139,111.138,-2.884,1964.0,-5.25E-7,-2.28611E-6,,0.115,6340
Ruprecht 18,111.18,-26.21,1499.0,-6.88889E-7,4.38889E-7,31.03,0.125,10288
NGC 2383,111.1725,-20.94,1655.0,-1.9E-6,7.86111E-7,57.37,0.125,11434
Haffner 9,111.1755,-17.0,1797.0,-5.77778E-7,1.57778E-6,,0.095,8299
FSR 1283,111.225,-23.871,4192.0,-4.33333E-7,1.26944E-6,,0.11,9351
NGC 2384,111.285,-21.02,2074.0,-1.78889E-6,9.13889E-7,49.54,0.165,13728
FSR 1142,111.2775,-2.9,1905.0,-5.88889E-7,-1.775E-6,,0.095,5746
Ruprecht 19,111.4575,-21.563,1797.0,-6.75E-7,5.25E-7,,0.115,10806
FSR 1270,111.525,-21.205,1607.0,-8.83333E-7,1.41944E-6,,0.155,13271
Waterloo 7,111.5325,-15.093,2932.0,-4.97222E-7,7.30556E-7,83.0,0.21,14259
Trumpler 6,111.6075,-24.19,2839.0,-7.5E-7,6.77778E-7,,0.155,12160
Ruprecht 20,111.642,-28.8,1871.0,-5.08333E-7,5.22222E-7,29.89,0.115,9625
Ruprecht 21,111.735,-31.155,3894.0,-9.27778E-7,6.41667E-7,,0.18,12137
DC 3,111.75,-37.525,4317.0,-4.47222E-7,1.38611E-6,,0.1,5510
ASCC 38,111.75,-5.545,569.0,-1.81667E-6,4.16667E-7,,0.245,12016
NGC 2395,111.774,13.584,1209.0,-3.0E-7,-9.38889E-7,,0.14,3654
Trumpler 7,111.825,-23.96,1659.0,-1.13889E-6,1.16389E-6,32.87,0.18,14046
IRAS 07255-2012,111.912,-20.306,8570.0,-7.83333E-7,9.83333E-7,,0.09,9873
NGC 2396,112.0275,-11.74,545.0,-3.61111E-7,-5.38889E-7,17.7,0.2,12852
FSR 1275,112.0125,-21.79,4541.0,-8.08333E-7,7.52778E-7,,0.19,14800
Czernik 29,112.092,-15.405,2879.0,-2.32778E-6,1.55833E-6,,0.085,9328
FSR 1260,112.11,-19.68,1409.0,-9.52778E-7,1.83333E-6,,0.14,12358
Haffner 10,112.1445,-15.365,4873.0,-1.61111E-6,1.225E-6,,0.135,11758
ESO 559-13,112.1775,-20.81,1905.0,-6.27778E-7,-3.22222E-7,,0.125,11750
Haffner 24,112.2375,-18.315,1708.0,-7.0E-7,1.84167E-6,,0.102,9520
Ruprecht 22,112.3245,-29.183,1609.0,6.66667E-8,7.83333E-7,,0.09,9136
NGC 2401,112.3515,-13.972,3778.0,5.58333E-7,1.23056E-6,,0.09,9091
FSR 1400,112.3425,-47.854,2290.0,-1.56111E-6,2.88889E-6,,0.115,4577
DBSB 6,112.4925,-19.1,4152.0,-4.44444E-7,1.86389E-6,,0.11,10227
DBSB 5,112.53,-18.535,2731.0,-2.88889E-7,1.63889E-6,43.0,0.125,10406
Dolidze 26,112.5195,11.885,2070.0,-2.66667E-7,-8.30556E-7,,0.21,5058
Ruprecht 23,112.65,-23.383,3021.0,-5.25E-7,9.80556E-7,,0.14,11892
Ivanov 7,112.662,-15.303,4141.0,-2.01944E-6,1.31667E-6,,0.125,11133
Bochum 5,112.77,-16.915,1775.0,-7.22222E-7,-2.77778E-8,38.55,0.085,8949
FSR 1234,112.7955,-15.428,1706.0,-1.25556E-6,1.525E-6,,0.115,10437
Czernik 30,112.797,-9.94,6812.0,-5.25E-7,2.61111E-7,,0.1,7292
Bochum 4,112.905,-17.19,870.0,-1.19444E-7,1.08333E-7,16.0,0.19,13822
DBSB 9,112.9425,-19.375,4389.0,-2.59167E-6,2.19722E-6,,0.085,9216
FSR 1227,112.98,-13.835,4500.0,-4.19444E-7,1.18333E-6,,0.125,10236
Ruprecht 24,112.98,-12.765,1706.0,2.86111E-7,4.33333E-7,,0.17,11737
FSR 1226,113.2155,-13.745,2901.0,-3.69444E-7,-8.0E-7,,0.105,8831
ASCC 39,113.3175,-22.95,1609.0,-1.11389E-6,8.88889E-8,,0.26,19073
NGC 2413,113.265,-12.99,1341.0,-1.30556E-7,4.47222E-7,,0.185,11851
NGC 2414,113.2875,-15.455,2874.0,-4.97222E-7,0.0,65.6,0.14,11037
ESO 429-02,113.355,-28.19,2057.0,-5.97222E-7,1.55556E-7,,0.11,10899
Ruprecht 40,113.3655,-20.51,1836.0,-7.97222E-7,4.61111E-7,,0.075,9062
ASCC 40,113.415,-13.765,3113.0,-3.13889E-7,-3.11111E-7,,0.155,10729
FSR 1264,113.4375,-19.811,1215.0,-7.41667E-7,1.64722E-6,,0.105,10464
FSR 1302,113.595,-26.325,2262.0,-1.12778E-6,1.66667E-8,,0.155,13431
FSR 1243,113.6295,-15.935,4336.0,-2.83333E-7,8.33333E-9,,0.13,10306
Teutsch 61,113.6625,-19.8,1998.0,-6.66667E-7,1.35833E-6,,0.11,10617
Alessi 17,113.85,-15.092,4697.0,-9.33333E-7,-2.08333E-7,,0.1,8381
DBSB 10,113.8575,-22.395,2362.0,-1.44444E-6,3.69444E-7,,0.125,11356
Haffner 11,113.8455,-27.705,5157.0,-5.47222E-7,8.0E-7,,0.1,10111
DBSB 7,113.8845,-18.765,2549.0,-4.0E-7,9.16667E-7,,0.125,10584
FSR 1268,113.934,-19.779,974.0,-7.05556E-7,1.39444E-6,25.0,0.1,10000
NGC 2421,114.06,-20.61,2178.0,-8.11111E-7,1.33611E-6,,0.16,13570
NGC 2422,114.165,-14.49,471.0,-1.84167E-6,5.86111E-7,36.72,0.63,42670
Riddle 5,114.1965,-24.662,2706.0,-3.66667E-7,1.11389E-6,,0.06,8395
Ruprecht 25,114.195,-23.355,3585.0,-1.02222E-6,6.77778E-7,,0.1,10227
Czernik 31,114.2595,-20.525,2057.0,-6.02778E-7,1.20278E-6,,0.11,10910
ESO 429-05,114.2625,-32.205,3978.0,-4.44444E-7,2.14167E-6,,0.085,9067
NGC 2423,114.2775,-13.85,824.0,-1.66667E-7,-8.02778E-7,21.67,0.45,26690
Alessi 18,114.2925,-26.385,6287.0,-1.01389E-6,4.11111E-7,,0.075,9341
Ruprecht 26,114.2925,-15.66,1456.0,-7.22222E-7,-4.16667E-8,17.79,0.21,13310
Ruprecht 27,114.423,-26.507,576.0,-7.33333E-7,6.61111E-7,10.9,0.235,18720
Melotte 71,114.39,-12.055,2473.0,-2.61111E-7,1.31111E-6,50.14,0.34,18272
NGC 2419,114.5355,38.882,82535.0,-1.74722E-6,-3.30556E-7,-20.2,0.12,1682
NGC 2425,114.5625,-14.88,4330.0,-7.94444E-7,1.69444E-7,102.9,0.16,10335
NGC 2420,114.5955,21.567,2880.0,-7.11111E-7,-1.06389E-6,67.0,0.305,5951
Melotte 72,114.6195,-10.7,3963.0,-1.11111E-8,1.33333E-7,,0.22,11697
Arp-Madore 2,114.6765,-33.835,13338.0,1.44444E-7,2.21111E-6,,0.115,9592
FSR 1327,114.8325,-31.74,2597.0,-7.16667E-7,7.63889E-7,,0.095,9838
NGC 2428,114.8325,-16.518,1406.0,-4.77778E-7,2.41667E-7,47.31,0.125,9161
NGC 2430,114.9165,-16.38,707.0,-7.61111E-7,5.80556E-7,2.76,0.15,10297
Ruprecht 28,114.9,-30.935,4712.0,-8.36111E-7,1.22222E-7,,0.155,13026
ESO 493-03,114.9225,-27.295,1400.0,-1.66667E-7,4.55556E-7,,0.135,12058
Bochum 15,115.0425,-33.54,2420.0,-1.58889E-6,1.04167E-6,,0.085,8096
FSR 1152,115.0425,-2.085,1824.0,-6.63889E-7,8.5E-7,,0.13,4935
Haffner 13,115.1175,-30.043,714.0,-1.38889E-6,1.52778E-6,68.0,0.325,24678
NGC 2439,115.2,-31.705,3834.0,-8.05556E-7,4.83333E-7,63.3,0.27,20398
ESO 429-13,115.284,-30.72,1606.0,-1.25278E-6,8.16667E-7,,0.13,11886
NGC 2451A,115.335,-38.52,188.0,-6.05556E-6,4.20278E-6,22.63,1.3,111095
Ruprecht 151,115.32,-16.29,1490.0,-7.88889E-7,1.03056E-6,33.47,0.15,10716
NGC 2432,115.2255,-19.085,1589.0,-7.36111E-7,1.00556E-6,14.4,0.16,13098
Ruprecht 29,115.3245,-24.355,2312.0,-1.07222E-6,7.86111E-7,,0.11,10790
FSR 1211,115.38,-9.61,4332.0,6.22222E-7,-3.41667E-7,,0.155,7840
NGC 2437,115.455,-14.805,1375.0,-8.47222E-7,1.05556E-7,30.43,0.57,37723
FSR 1320,115.5525,-29.23,4712.0,-1.08889E-6,1.6E-6,,0.09,9949
Ruprecht 30,115.6035,-31.467,2134.0,2.88889E-7,1.25556E-6,,0.11,10954
FSR 1145,115.629,-1.037,1292.0,-5.02778E-7,-4.44444E-7,,0.165,5192
Ruprecht 31,115.7475,-35.593,541.0,-1.36111E-6,1.01389E-6,,0.11,9056
FSR 1220,115.9275,-11.03,1410.0,8.27778E-7,-2.69444E-7,,0.17,8250
FSR 1203,115.9215,-8.02,1935.0,4.5E-7,3.0E-7,,0.165,6916
ESO 368-11,116.1,-34.627,1245.0,-1.55278E-6,1.93333E-6,,0.165,12806
NGC 2451B,116.115,-37.67,489.0,-2.80556E-6,1.725E-6,13.7,0.41,24227
NGC 2448,116.142,-24.665,1040.0,-7.97222E-7,1.14722E-6,19.59,0.18,15592
NGC 2447,116.145,-23.86,1037.0,-1.13889E-6,9.33333E-7,21.31,0.5,43750
FSR 1176,116.1375,-5.16,2398.0,-5.25E-7,3.36111E-7,,0.155,5660
Haffner 14,116.205,-28.38,2134.0,1.11111E-7,2.25E-7,73.5,0.16,14201
Ruprecht 32,116.3325,-25.545,4417.0,-8.33333E-7,7.30556E-7,83.0,0.093,10840
Haffner 15,116.382,-32.848,2237.0,-4.72222E-8,4.16667E-7,,0.145,12967
ESO 258-01,116.4075,-46.71,1031.0,-7.25E-7,9.13889E-7,,0.105,5887
Ruprecht 34,116.487,-20.385,893.0,-1.35278E-6,1.66667E-7,,0.125,10936
FSR 1351,116.46,-34.34,1579.0,-9.33333E-7,1.22778E-6,142.0,0.115,10987
Ruprecht 33,116.4825,-21.92,1558.0,-1.20556E-6,6.52778E-7,,0.13,12216
Ruprecht 35,116.553,-31.283,3858.0,-1.83333E-7,5.83333E-7,,0.105,11607
FSR 1352,116.6175,-34.28,1508.0,-1.07222E-6,1.56111E-6,,0.13,11964
Berkeley 39,116.7075,-4.68,4836.0,-6.94444E-7,-2.80556E-7,55.0,0.15,5615
ASCC 41,116.745,0.02,397.0,4.88889E-7,-9.52778E-7,,0.26,7102
ESO 368-14,116.778,-32.973,1268.0,7.36111E-7,1.25E-6,,0.095,10345
NGC 2453,116.9025,-27.193,2383.0,8.30556E-7,2.36111E-6,33.94,0.08,10233
FSR 1350,116.9505,-34.036,1608.0,-1.50833E-6,1.63611E-6,,0.105,10728
FSR 1064,116.9775,8.88,2669.0,-1.18056E-6,-1.60278E-6,,0.18,3613
FSR 1347,116.9925,-33.7,2173.0,-6.72222E-7,2.90278E-6,,0.13,12048
Ruprecht 36,117.0975,-26.29,1821.0,-1.43056E-6,8.44444E-7,,0.09,10914
Teutsch 25,117.1125,-27.9,2839.0,3.25E-7,1.58611E-6,,0.07,9431
Haffner 25,117.165,-25.953,4244.0,-1.33056E-6,8.80556E-7,,0.09,10897
FSR 1315,117.1755,-26.983,2255.0,-1.52778E-7,5.69444E-7,,0.105,11704
FSR 1249,117.168,-14.7,2428.0,-1.02778E-7,2.91667E-7,,0.09,5874
NGC 2455,117.258,-21.292,1711.0,-1.54167E-6,8.88889E-7,,0.14,12256
ESO 311-14,117.3495,-42.685,1278.0,-3.11111E-7,1.55E-6,,0.14,8422
Ruprecht 37,117.465,-17.225,5250.0,-1.66667E-7,1.125E-6,,0.08,6176
FSR 1245,117.4875,-14.021,1833.0,-6.19444E-7,-1.66667E-8,33.0,0.11,6034
Haffner 16,117.588,-25.457,2654.0,-1.06389E-6,1.12778E-6,48.71,0.075,10140
Ruprecht 38,117.621,-20.185,2928.0,-1.78056E-6,1.1E-6,,0.12,10268
Czernik 32,117.6255,-29.845,3858.0,-9.44444E-8,8.86111E-7,,0.16,15109
FSR 1361,117.6675,-36.39,2234.0,-5.33333E-7,1.82778E-6,,0.11,9795
FSR 1294,117.7875,-22.11,2121.0,-1.17778E-6,2.11111E-7,,0.085,9190
Haffner 17,117.9045,-31.817,2899.0,1.00278E-6,-5.33333E-7,,0.13,13515
NGC 2459,118.008,9.557,2376.0,1.58333E-7,9.44444E-8,106.2,0.085,2271
SAI 81,118.029,-28.117,5165.0,4.02778E-7,1.43333E-6,,0.15,14526
