name,raj2000,dej2000,dist,pmra,pmde,rv,rcluster,n_star
Ruprecht 94,172.635,-63.48,2932.0,-1.40556E-6,1.63889E-7,2.0,0.23,40688
Ruprecht 164,172.71,-60.75,1297.0,-1.42222E-6,5.41667E-7,-3.0,0.15,35654
Loden 372,172.725,-58.48,1208.0,-2.63056E-6,-4.38889E-7,,0.11,21273
FSR 1583,172.9155,-57.623,1639.0,-3.17222E-6,1.67222E-6,,0.12,19307
Loden 402,173.085,-60.705,1513.0,-2.05556E-6,2.5E-7,-3.0,0.18,40007
FSR 1607,173.25,-77.825,1561.0,-2.49722E-6,-4.25E-7,,0.15,6289
DBSB 69,173.4525,-63.285,2273.0,-5.44444E-7,-2.25E-7,,0.07,21333
IC 2944,174.0525,-62.95,2098.0,-1.95556E-6,-2.97222E-7,-0.9,0.2,38304
NGC 3766,174.075,-61.615,1685.0,-1.66667E-6,-2.77778E-8,-14.8,0.23,48726
FSR 1591,174.24,-62.723,1538.0,-2.12778E-6,1.27778E-7,,0.115,24873
vdBergh-Hagen 121,174.525,-63.338,2937.0,-1.62778E-6,1.44444E-7,-3.76,0.165,34092
IC 2948,174.8025,-63.51,2796.0,-1.23889E-6,-3.13889E-7,-0.33,0.17,33636
ASCC 67,175.365,-61.01,1500.0,-1.05556E-6,-4.72222E-7,-18.6,0.22,47215
Bica 5,175.395,-62.425,1687.0,-7.97222E-7,-5.97222E-7,,0.105,27007
Lynga 15,175.56,-62.51,1380.0,-1.38056E-6,-3.36111E-7,-8.2,0.125,30804
Ruprecht 95,175.9125,-61.155,1634.0,-1.35278E-6,-1.10833E-6,,0.08,25607
Stock 14,175.95,-62.52,2454.0,-1.61667E-6,3.33333E-7,-8.58,0.17,39732
FSR 1573,176.0175,-45.925,2020.0,-2.70833E-6,4.80556E-7,,0.17,5711
ESO 129-32,176.0475,-61.058,1560.0,-1.325E-6,-1.12222E-6,,0.1,27816
FSR 1597,176.145,-67.085,2879.0,-2.81667E-6,8.02778E-7,,0.165,22057
FSR 1574,176.175,-45.66,1389.0,-1.8E-6,-1.47222E-7,,0.18,5864
Loden 467,176.3745,-62.433,2569.0,-1.91667E-6,-2.5E-7,,0.115,32163
DBSB 72,176.487,-65.555,4494.0,-1.74444E-6,1.03333E-6,-23.15,0.077,18194
FSR 1595,176.7525,-62.65,4416.0,-9.66667E-7,-3.55556E-7,0.0,0.14,36115
DBSB 70,177.135,-62.285,1274.0,-2.125E-6,-8.05556E-7,,0.08,28069
NGC 3909,177.525,-48.21,1792.0,-2.22222E-6,1.08889E-6,,0.17,7207
DBSB 73,177.54,-64.87,4532.0,-2.68611E-6,-1.66667E-8,,0.05,17690
NGC 3960,177.66,-55.67,1884.0,-2.74444E-6,-4.47222E-7,-22.56,0.17,16587
Ruprecht 96,177.6975,-62.15,1251.0,-1.48333E-6,-1.61111E-7,,0.125,34785
Loden 481,177.96,-61.27,1634.0,-1.47222E-6,4.19444E-7,-22.05,0.235,49489
Teutsch 77,178.3725,-62.605,1920.0,-1.13333E-6,-1.52778E-7,,0.11,30741
Loden 480,178.905,-58.39,1305.0,-2.50833E-6,1.22222E-6,,0.14,20984
Ruprecht 97,179.3475,-62.71,1537.0,-1.08056E-6,-6.86111E-7,-14.9,0.09,27097
Ruprecht 98,179.715,-64.588,610.0,-1.50833E-6,-2.50556E-6,-7.6,0.28,52609
Feigelson 1,180.3,-78.335,117.0,-1.12361E-5,-1.08611E-6,13.67,0.95,47235
NGC 4052,180.315,-63.215,1210.0,-2.01111E-6,-4.0E-7,,0.15,34555
Juchert 13,180.42,-64.1,2795.0,-4.275E-6,-1.60278E-6,,0.1,26737
ASCC 68,180.7125,-60.92,920.0,-1.28611E-6,8.33333E-7,,0.3,54493
Ruprecht 99,180.87,-63.86,719.0,-2.15E-6,-5.75E-7,,0.21,43492
Ruprecht 100,181.44,-62.617,2589.0,-2.00556E-6,3.13889E-7,,0.155,35388
ASCC 69,181.575,-69.78,774.0,-1.91667E-6,1.38889E-7,2.0,0.275,26420
NGC 4103,181.665,-61.25,1659.0,-1.50556E-6,2.72222E-7,-12.0,0.21,41726
ESO 130-06,181.965,-59.3,1198.0,-2.93056E-6,1.13889E-7,-0.96,0.19,28358
FSR 1605,181.9125,-65.185,4430.0,-1.67222E-6,6.66667E-7,,0.105,24521
Loden 565,181.9875,-60.69,703.0,-1.43056E-6,1.52778E-7,10.1,0.185,34686
DBSB 75,182.2305,-63.27,4564.0,-3.03056E-6,1.68333E-6,28.83,0.08,27169
Ruprecht 101,182.3925,-63.005,2856.0,-1.29444E-6,2.97222E-7,,0.19,44215
NGC 4147,182.526,18.543,19305.0,-1.90556E-6,-1.66667E-6,183.2,0.06,582
ESO 130-08,182.58,-59.52,800.0,-1.37222E-6,-3.25E-7,-38.74,0.2,30689
Ruprecht 102,183.39,-62.73,1609.0,-1.93889E-6,1.19444E-7,,0.16,38175
FSR 1602,183.465,-56.785,3330.0,-1.7E-6,5.33333E-7,,0.125,14423
Saurer 4,183.5025,-63.59,5179.0,-2.05E-6,-1.69444E-7,,0.045,23397
ASCC 70,183.705,-64.4,2652.0,-1.66667E-6,8.61111E-8,-7.75,0.28,60668
DBSB 129,183.8625,-62.91,6976.0,-1.01667E-6,4.22222E-7,,0.05,21325
Ruprecht 103,184.23,-58.417,1298.0,-3.67778E-6,-2.61111E-7,,0.115,17745
NGC 4230,184.335,-55.12,2630.0,-1.46944E-6,1.57222E-6,,0.135,12006
FSR 1626,185.025,-81.51,2671.0,-1.9E-6,5.33333E-7,,0.2,5995
Loden 615,185.1705,-64.775,826.0,-2.41389E-6,-6.88889E-7,,0.245,52483
ASCC 71,185.19,-67.53,1209.0,-2.55556E-6,2.27778E-7,-17.9,0.235,32323
FSR 1608,185.31,-57.185,7354.0,-1.41667E-6,-5.0E-8,,0.14,15991
FSR 1604,185.4675,-51.47,3414.0,-2.68333E-6,9.44444E-8,,0.165,9550
Melotte 111,185.985,26.3,87.0,-3.25556E-6,-2.43333E-6,-0.95,4.225,70947
ESO 130-13,185.7675,-59.665,1509.0,-2.09167E-6,-1.23611E-6,,0.205,32430
NGC 4337,186.0,-58.117,2874.0,-2.1E-6,-5.30556E-7,,0.185,24042
NGC 4349,186.06,-61.87,2155.0,-2.65833E-6,-4.86111E-7,-14.98,0.205,45302
FSR 1610,186.0675,-56.165,4640.0,-1.52778E-6,5.25E-7,,0.125,13455
ESO 064-05,186.18,-68.485,1239.0,-2.36667E-6,4.63889E-7,,0.16,20826
Ruprecht 104,186.255,-60.445,2702.0,-3.05278E-6,-1.41389E-6,,0.115,26156
NGC 4372,186.4395,-72.659,5807.0,-3.07778E-6,1.46111E-6,72.3,0.33,22362
vdBergh-Hagen 131,186.54,-63.4,4430.0,-2.1E-6,9.58333E-7,,0.09,30124
Loden 624,186.5775,-61.8,1423.0,-2.55556E-6,-5.38889E-7,8.0,0.32,69909
vdBergh-Hagen 132,186.75,-64.067,1859.0,-2.24167E-6,8.05556E-7,,0.18,45931
Collinder 258,186.81,-60.775,1278.0,-2.77222E-6,-2.77778E-7,14.9,0.195,40764
FSR 1609,186.9675,-48.475,4467.0,-2.75E-6,8.80556E-7,,0.115,5509
NGC 4439,187.1175,-60.11,1659.0,-3.16667E-6,-1.31389E-6,,0.125,26600
Ruprecht 165,187.11,-56.43,2082.0,-2.91389E-6,2.69444E-7,,0.09,12348
Hogg 14,187.185,-59.81,1036.0,-2.63333E-6,-1.11111E-6,,0.085,21141
Hogg 23,187.1475,-60.925,1250.0,-2.20278E-6,-2.86111E-7,,0.1,27368
FSR 1617,187.1325,-66.56,1828.0,-2.50278E-6,2.80556E-7,,0.171,30815
FSR 1616,187.3275,-63.43,1963.0,-1.89167E-6,-4.91667E-7,,0.13,36208
ESO 131-09,187.4025,-57.865,2255.0,-1.20833E-6,7.41667E-7,,0.145,19575
NGC 4463,187.485,-64.79,1115.0,-1.00278E-6,-8.33333E-8,-24.52,0.14,36293
FSR 1613,187.9725,-46.477,1965.0,-3.25833E-6,1.41667E-7,,0.17,6266
ASCC 72,188.2725,-60.93,1229.0,-1.65E-6,-2.08333E-7,,0.18,38143
ESO 442-04,188.52,-29.4,1585.0,-1.64722E-6,-4.72222E-8,,0.28,3113
Ruprecht 105,188.475,-61.575,1250.0,-2.36111E-6,-1.77778E-7,,0.195,40056
DBSB 77,188.745,-61.654,5417.0,-3.35278E-6,-1.15556E-6,-35.8,0.045,17864
FSR 1629,188.73,-80.95,3597.0,-2.52222E-6,-4.05556E-7,,0.17,5562
DBSB 78,189.015,-61.855,4569.0,-2.36389E-6,-1.68889E-6,-35.61,0.07,21072
FSR 1623,189.033,-66.942,6915.0,-1.03333E-6,-1.09444E-6,,0.135,24790
ASCC 73,189.09,-67.25,650.0,-2.95278E-6,-3.33333E-7,-15.8,0.245,36726
FSR 1620,189.3975,-57.26,2304.0,-1.92222E-6,2.04444E-6,,0.125,16397
Collinder 261,189.525,-68.367,2683.0,-2.85278E-6,9.22222E-7,-30.0,0.235,29695
FSR 1622,189.495,-63.26,6017.0,-3.82222E-6,-6.94444E-8,,0.125,31941
Ruprecht 106,189.6675,-51.15,21213.0,-1.13333E-6,-6.36111E-7,-44.0,0.075,5606
FSR 1621,189.8475,-57.38,1015.0,-2.38056E-6,5.69444E-7,,0.145,17801
NGC 4590,189.867,-26.744,10296.0,-1.07222E-6,1.66667E-8,-94.7,0.195,2558
Trumpler 20,189.9375,-60.635,3311.0,-4.06944E-6,-8.66667E-7,-40.8,0.33,61887
FSR 1625,190.2,-58.41,2269.0,-3.21944E-6,3.02778E-7,,0.195,25633
NGC 4609,190.575,-62.99,1308.0,-2.10278E-6,-3.77778E-7,22.0,0.155,34970
Hogg 15,190.8975,-63.098,3078.0,-1.81944E-6,-2.77778E-7,55.0,0.075,25131
FSR 1631,191.43,-81.258,1456.0,-1.72778E-6,-7.0E-7,,0.18,5737
Loden 682,191.805,-60.69,731.0,-1.76389E-6,-4.33333E-7,-31.0,0.215,42923
FSR 1630,192.18,-62.135,2368.0,-2.61667E-6,-7.05556E-7,,0.135,30293
DBSB 79,192.195,-63.728,1489.0,-3.18056E-6,1.05833E-6,,0.085,29849
DBSB 80,192.5955,-61.582,2132.0,-3.20278E-6,2.27778E-7,-17.0,0.07,20375
ESO 065-03,192.825,-69.73,3047.0,-4.03889E-6,1.28611E-6,-28.5,0.14,15973
Loden 694,193.2675,-60.735,1527.0,-1.77778E-6,-3.66667E-7,-23.0,0.25,50168
vdBergh-Hagen 140,193.32,-67.17,5229.0,-2.86111E-6,-4.27778E-7,,0.11,20883
NGC 4755,193.41,-60.375,1971.0,-1.19444E-6,-4.91667E-7,-14.25,0.225,43857
FSR 1634,193.6125,-43.68,6310.0,-1.85278E-6,7.36111E-7,,0.17,4595
FSR 1635,193.737,-43.503,6271.0,-1.56111E-6,2.5E-8,,0.165,4510
NGC 4815,194.505,-64.96,2990.0,-3.06667E-6,1.19444E-7,,0.105,32022
NGC 4833,194.892,-70.877,6595.0,-1.63056E-6,1.55556E-6,200.2,0.205,18338
NGC 4852,195.045,-59.59,1106.0,-2.22222E-6,-1.38889E-7,-5.0,0.155,29227
FSR 1638,195.2775,-71.395,7702.0,-5.25E-7,4.0E-7,,0.12,11312
FSR 1641,196.17,-64.545,1934.0,-2.84444E-6,-1.01111E-6,,0.11,35384
FSR 1639,197.3175,-77.135,7943.0,-4.24722E-6,-1.07222E-6,,0.195,7686
Latham 1,197.8125,30.525,1015.0,-2.02778E-6,-3.80556E-7,-2.4,0.455,1796
DBSB 83,197.832,-62.755,3360.0,-4.76389E-6,7.91667E-7,-31.32,0.06,20838
DBSB 131,197.913,-62.553,3298.0,-3.44722E-6,-4.36111E-7,,0.06,21101
FSR 1640,197.9775,-77.45,6213.0,-3.91944E-6,-1.16667E-7,,0.155,6230
Loden 757,198.0,-65.3,1340.0,-2.33333E-6,-6.91667E-7,,0.16,40638
Danks 1,198.1275,-62.708,1873.0,-3.57222E-6,-2.75E-7,,0.05,19529
Danks 2,198.225,-62.667,2231.0,-3.475E-6,-5.5E-7,,0.065,21417
NGC 5024,198.2295,18.168,17892.0,-1.91667E-7,-1.39722E-6,-62.9,0.25,1678
DBSB 133,198.4995,-62.402,2927.0,-4.01667E-6,1.58333E-7,-31.25,0.11,28644
NGC 5045,198.63,-63.42,1662.0,-1.94444E-6,-8.61111E-8,-16.76,0.315,75714
vdBergh-Hagen 144,198.8175,-65.92,7241.0,-3.66389E-6,2.15E-6,40.0,0.06,21644
NGC 5043,199.02,-60.065,860.0,-3.06389E-6,-2.97222E-7,,0.17,35712
FSR 1646,199.1175,-54.2,4784.0,-1.04722E-6,1.04722E-6,,0.12,11050
NGC 5053,199.113,17.7,17399.0,-1.61389E-6,-7.66667E-7,44.0,0.15,878
Collinder 268,199.5675,-67.075,1811.0,-3.33333E-7,5.33333E-7,-27.18,0.115,22084
DBSB 85,199.6125,-62.665,2024.0,-4.36111E-6,5.55556E-7,,0.065,23224
Stock 16,199.695,-62.51,1630.0,-1.11111E-6,-3.0E-7,-41.8,0.185,40855
FSR 1649,199.905,-56.18,7086.0,-1.64444E-6,-4.05556E-7,,0.125,13811
Ruprecht 107,199.941,-64.95,1454.0,-4.43889E-6,8.33333E-8,-45.4,0.075,28573
FSR 1648,199.9455,-56.351,1050.0,-1.51667E-6,-4.94444E-7,,0.14,15398
FSR 1645,200.28,-61.925,1278.0,-2.72778E-6,-1.25E-7,,0.17,37493
FSR 1652,200.454,-53.238,1213.0,-2.05E-6,-5.66667E-7,,0.15,12515
FSR 1642,200.7,-73.575,3211.0,-2.075E-6,-6.52778E-7,,0.13,8989
Collinder 269,200.9625,-66.16,1870.0,-2.26667E-6,-4.86111E-7,,0.21,39836
Teutsch 79,200.9145,-63.638,1461.0,-1.95556E-6,-4.16667E-7,,0.1,37274
ESO 324-15,200.865,-41.88,2818.0,-2.13333E-6,4.75E-7,,0.1,3717
Loden 821,201.06,-59.81,2642.0,-1.94444E-6,7.66667E-7,-39.0,0.22,44767
Loden 807,201.1575,-62.495,703.0,-1.80556E-6,-1.38889E-7,-0.1,0.18,39743
FSR 1651,201.3825,-58.985,3602.0,-2.65278E-6,8.55556E-7,,0.157,30749
NGC 5139,201.6975,-47.48,5199.0,-1.66944E-6,-1.39444E-6,232.1,0.825,55255
NGC 5138,201.795,-59.03,1819.0,-7.30556E-7,1.77778E-7,-9.58,0.14,28762
Basel 18,201.9675,-62.33,2226.0,-1.6E-6,-1.28611E-6,-21.99,0.155,38073
Hogg 16,202.32,-61.212,2059.0,-1.25833E-6,-5.05556E-7,-33.0,0.125,37416
ESO 065-07,202.29,-71.265,3477.0,-1.53889E-6,-1.125E-6,,0.11,11052
NGC 5155,202.47,-63.455,1404.0,-2.13333E-6,5.55556E-8,-37.1,0.165,48256
Collinder 271,202.53,-64.2,2588.0,-2.14722E-6,-3.55556E-6,,0.11,36786
FSR 1657,202.5075,-58.73,5409.0,-2.78889E-6,9.66667E-7,,0.115,23934
Collinder 272,202.5825,-61.335,2095.0,-1.25E-6,-5.55556E-7,-32.2,0.205,52918
NGC 5168,202.77,-60.94,1727.0,-1.02778E-6,-2.38889E-7,,0.12,36029
Trumpler 21,203.055,-62.8,1270.0,-2.88889E-6,-1.25E-6,-32.9,0.16,40229
Ruprecht 108,203.055,-58.465,935.0,-2.97778E-6,-4.05556E-7,,0.17,29198
DBSB 87,203.2125,-60.455,1791.0,-1.84167E-6,4.72222E-7,,0.075,26169
FSR 1653,203.46,-63.04,3258.0,-2.71667E-6,-2.66667E-7,,0.12,33669
Loden 915,203.5725,-59.295,709.0,-2.86389E-6,1.94444E-7,-21.61,0.28,50810
Loden 848,203.595,-64.55,1797.0,-2.05556E-6,5.41667E-7,,0.225,56965
C1331-622,203.655,-62.417,1078.0,-2.11389E-6,2.58333E-7,,0.12,33091
Collinder 275,203.6325,-60.213,1952.0,-2.6E-6,7.16667E-7,,0.125,32513
FSR 1650,203.913,-68.113,4103.0,-3.83333E-6,4.69444E-7,,0.155,19975
ASCC 74,203.955,-58.81,550.0,-3.01389E-6,1.38889E-7,,0.18,32528
ESO 132-14,204.135,-62.19,1093.0,-2.94444E-6,-2.22222E-7,,0.1,30443
Pismis 18,204.2325,-62.065,2309.0,-2.29167E-6,-4.72222E-7,,0.15,38960
vdBergh-Hagen 150,204.4725,-63.32,1537.0,-3.30556E-6,-9.97222E-7,,0.1,33275
FSR 1659,204.504,-62.485,1764.0,-3.30833E-6,-5.0E-8,,0.16,37080
FSR 1672,204.5025,-43.18,3020.0,-2.71944E-6,1.16667E-7,,0.155,5599
Loden 894,204.921,-64.32,1423.0,-1.94444E-6,6.05556E-7,,0.12,36865
vdBergh-Hagen 151,205.065,-61.73,3572.0,-1.28056E-6,1.78889E-6,,0.065,24664
FSR 1663,205.2705,-60.197,1513.0,-1.73333E-6,-2.22222E-8,,0.095,28039
FSR 1656,205.335,-66.637,5087.0,-2.33611E-6,-4.52778E-7,,0.105,19157
Platais 10,205.29,-59.225,246.0,-8.30556E-6,-2.97222E-6,-8.0,1.0,262650
FSR 1654,205.5225,-67.7,4015.0,-2.40278E-6,-7.80556E-7,,0.095,15830
NGC 5272,205.548,28.377,10194.0,-1.56667E-6,-1.70278E-6,-147.6,0.44,3209
SAI 118,205.7925,-63.16,1602.0,-1.97222E-6,-4.0E-7,,0.14,37507
Dias 4,205.854,-63.0,2155.0,-2.85556E-6,-1.25E-7,,0.13,33769
NGC 5269,206.1825,-62.892,1634.0,-1.95278E-6,-3.30556E-7,,0.16,35535
Loden 1010,206.2725,-60.23,949.0,-2.47222E-6,-2.77778E-8,-18.61,0.155,37482
Loden 991,206.3175,-62.035,2628.0,-3.10278E-6,-6.02778E-7,,0.11,24691
FSR 1647,206.4225,-73.96,2436.0,-2.35556E-6,-4.25E-7,,0.17,10835
NGC 5286,206.6115,-51.374,11711.0,-1.73333E-6,-1.02222E-6,57.4,0.185,12570
NGC 5281,206.64,-62.925,1211.0,-1.55556E-6,-7.22222E-7,-18.52,0.215,44864
NGC 5284,206.6025,-59.2,1577.0,-2.41667E-6,4.72222E-7,,0.21,40959
ASCC 75,206.8125,-62.4,2948.0,-1.30556E-6,-3.19444E-7,-15.0,0.16,30590
Collinder 277,207.06,-66.075,2204.0,-2.55E-6,-1.39167E-6,,0.13,25945
FSR 1666,207.15,-61.455,2677.0,-2.325E-6,-3.58333E-7,-60.7,0.195,37206
NGC 5288,207.183,-64.695,5086.0,-2.60833E-6,-4.05556E-7,,0.12,33396
FSR 1673,207.5325,-50.667,2154.0,-3.16111E-6,-9.41667E-7,,0.12,8603
NGC 5299,207.6075,-59.945,1847.0,-2.26944E-6,-7.22222E-8,,0.11,30548
ASCC 76,208.0575,-66.405,1025.0,-1.18056E-6,-1.05556E-6,-14.0,0.22,36737
Platais 12,208.1475,-63.405,491.0,-2.23611E-6,-1.28333E-6,-11.99,0.57,143831
Loden 1095,208.4025,-59.745,4028.0,-2.67778E-6,-5.88889E-7,,0.125,32214
NGC 5316,208.485,-61.87,1208.0,-1.75E-6,-1.72222E-7,-15.1,0.26,44887
Loden 995,208.575,-64.95,1481.0,-1.30556E-6,1.38889E-8,-6.06,0.165,38552
Loden 1002,208.65,-65.335,1332.0,-1.25E-6,-1.06667E-6,,0.14,32330
FSR 1683,208.659,-41.768,3848.0,-2.44444E-6,-5.16667E-7,,0.175,5709
ESO 445-74,208.662,-31.95,3802.0,-2.01389E-6,-3.02778E-7,,0.1,2083
FSR 1668,208.725,-61.575,1184.0,-2.89444E-6,-3.41667E-7,,0.14,27707
FSR 1658,208.7625,-70.75,4239.0,-2.88611E-6,-2.75E-7,,0.147,14548
FSR 1669,209.07,-61.75,1105.0,-2.375E-6,-1.38889E-8,,0.12,26896
FSR 1684,209.3775,-42.87,2733.0,-2.00556E-6,-6.0E-7,,0.16,6043
vdBergh-Hagen 155,209.3745,-59.58,1864.0,-1.63611E-6,-1.86111E-7,,0.13,34347
FSR 1661,209.4825,-69.365,4331.0,-2.74167E-6,9.16667E-7,,0.1,14366
Loden 1101,209.5425,-61.75,2088.0,-2.89444E-6,2.30556E-7,,0.155,31497
Loden 1177,209.775,-57.875,4167.0,-1.86667E-6,2.80556E-7,,0.14,28842
Loden 1171,209.8425,-58.384,789.0,-3.31667E-6,-1.50556E-6,,0.145,32325
Loden 1152,209.865,-59.33,1711.0,-1.66667E-6,4.88889E-7,,0.145,36690
Lynga 1,210.0,-62.15,1312.0,-2.34722E-6,-1.22222E-7,-24.31,0.155,29425
NGC 5359,210.0,-70.4,2221.0,-1.71389E-6,-1.06667E-6,,0.17,17335
FSR 1676,210.075,-49.765,4570.0,-2.36944E-6,-4.19444E-7,,0.145,9715
NGC 5381,210.165,-59.605,1949.0,-1.51389E-6,1.94444E-7,,0.16,40550
Loden 1202,211.0995,-58.7,1063.0,-2.29722E-6,9.44444E-8,,0.11,29181
NGC 5466,211.38,28.534,16003.0,-9.86111E-7,-5.47222E-7,110.7,0.205,1028
Ruprecht 110,211.41,-67.475,1241.0,-3.24167E-6,-1.11111E-6,-34.36,0.185,26856
Loden 1194,211.455,-59.745,673.0,-2.0E-6,-8.33333E-7,2.0,0.18,44698
FSR 1674,211.659,-58.12,3057.0,-1.25E-7,-5.75E-7,,0.155,33455
NGC 5460,211.89,-48.33,652.0,-1.58333E-6,-8.19444E-7,-12.31,0.38,21588
DBSB 135,212.16,-61.177,2120.0,-2.91667E-6,-7.77778E-8,-45.94,0.07,20633
Loden 1225,212.34,-59.725,1330.0,-2.76389E-6,6.94444E-8,,0.21,48962
ASCC 77,212.7,-62.33,2041.0,-1.61111E-6,-4.75E-7,,0.265,58318
Loden 1289,213.555,-57.86,1753.0,-2.28889E-6,-1.27222E-6,,0.14,30277
ESO 097-15,213.855,-64.63,3274.0,-3.60278E-6,3.47222E-7,,0.12,32077
ESO 021-06,213.966,-78.515,2473.0,-8.44444E-7,-1.625E-6,,0.165,6493
Loden 1282,213.96,-59.12,1349.0,-8.27778E-7,1.13889E-7,,0.135,34637
Loden 1256,214.5,-61.425,1226.0,-1.20278E-6,-1.10556E-6,,0.19,36287
Ruprecht 167,214.593,-58.988,1609.0,-1.62778E-6,-8.88889E-7,,0.2,45808
ESO 175-06,214.695,-56.89,586.0,-2.42778E-6,-5.22222E-7,-27.9,0.195,34308
DBSB 88,214.905,-65.432,1366.0,-2.34167E-6,-1.03333E-6,,0.085,22899
FSR 1667,215.4225,-72.085,5175.0,-1.31111E-6,6.88889E-7,,0.155,12034
Lynga 2,216.1125,-61.33,932.0,-1.73611E-6,-1.80556E-6,-9.94,0.2,37889
DBSB 136,216.2505,-60.375,6581.0,-1.39722E-6,-5.02778E-7,-63.91,0.07,20959
NGC 5593,216.405,-54.8,808.0,-9.72222E-7,-4.77778E-7,,0.135,21300
NGC 5606,216.945,-59.63,2141.0,-8.05556E-7,-7.86111E-7,-38.33,0.115,33843
FSR 1680,217.14,-60.02,1458.0,-9.11111E-7,-1.77778E-6,,0.115,29868
FSR 1682,217.2975,-58.71,1388.0,-2.28611E-6,-3.41667E-7,,0.18,42715
NGC 5634,217.4055,-5.976,25214.0,3.19444E-7,-3.69444E-7,-45.1,0.115,1143
NGC 5617,217.4475,-60.715,1769.0,-8.05556E-7,-8.33333E-7,-35.77,0.145,26905
Loden 1378,217.53,-58.215,1346.0,-1.19722E-6,-1.03889E-6,,0.15,36122
Pismis 19,217.65,-60.885,1978.0,-3.0E-7,-5.05556E-7,,0.12,25739
Trumpler 22,217.7325,-61.165,1614.0,-1.40556E-6,-1.16667E-6,,0.15,33541
FSR 1690,218.0835,-53.7,1850.0,-2.27778E-6,1.77778E-7,,0.12,17287
IC 1023,218.085,-35.82,1298.0,6.88889E-7,-9.44444E-8,,0.135,3830
Turner 7,218.0625,-56.895,6955.0,-2.54722E-6,-5.58333E-7,,0.115,26696
Loden 1339,218.3715,-62.017,1278.0,-2.06111E-6,-3.61111E-7,,0.095,32808
FSR 1695,218.409,-49.165,1667.0,-1.125E-6,-1.88889E-7,,0.115,10741
Hogg 17,218.4975,-61.347,1148.0,-7.83333E-7,-1.24444E-6,,0.125,36391
FSR 1688,218.655,-56.115,1469.0,-1.48889E-6,-6.80556E-7,,0.115,24366
NGC 5662,218.895,-56.615,625.0,-1.43056E-6,-1.71389E-6,-23.2,0.245,45147
Ruprecht 111,219.0,-59.98,1560.0,8.05556E-8,-3.38889E-7,,0.14,30644
ESO 447-29,219.3375,-29.395,1634.0,-1.75E-6,1.47222E-7,,0.15,3005
FSR 1699,219.915,-44.07,1953.0,-1.26111E-6,-7.36111E-7,,0.155,9192
NGC 5694,219.9015,-26.539,34992.0,-1.19444E-6,-1.05E-6,-140.3,0.095,2306
Alessi 6,220.1325,-66.12,613.0,-2.27778E-6,-1.63889E-6,9.17,0.39,53474
FSR 1686,220.071,-60.372,5405.0,-7.27778E-7,-1.28889E-6,,0.115,23766
Loden 1373,220.395,-62.89,3412.0,-1.54722E-6,2.77778E-8,,0.17,41104
DBSB 137,220.509,-60.51,5276.0,1.94444E-7,6.05556E-7,-58.6,0.055,17620
NGC 5715,220.875,-57.567,1490.0,-1.01667E-6,-1.16667E-7,,0.115,33509
Loden 1375,221.085,-63.405,1819.0,-1.90833E-6,-2.22222E-8,,0.145,33271
FSR 1678,221.145,-64.74,1791.0,-1.91111E-6,5.55556E-8,,0.14,26593
ESO 134-12,221.1975,-59.142,2088.0,-1.48611E-6,1.80556E-7,,0.11,28522
Loden 1409,221.1675,-61.715,2088.0,-1.94444E-6,-1.25E-6,-33.78,0.26,65628
DBSB 89,221.2575,-59.833,4069.0,-7.19444E-7,4.16667E-7,,0.065,18350
Cir OB1,221.25,-62.925,1783.0,-3.075E-6,-1.86111E-7,-10.0,0.35,77168
FSR 1689,221.7225,-59.487,2282.0,-1.66944E-6,1.60556E-6,,0.12,24994
vdBergh-Hagen 164,221.91,-66.39,501.0,-1.63889E-6,-2.5E-6,13.5,0.37,45738
NGC 5749,222.195,-54.485,1014.0,-2.91667E-7,-9.55556E-7,,0.21,33671
Hogg 18,222.675,-52.27,1535.0,-8.63889E-7,-9.66667E-7,,0.16,20962
Teutsch 80,223.35,-60.485,2352.0,-1.88333E-6,1.16667E-7,,0.145,40098
NGC 5764,223.3875,-52.673,2681.0,-9.05556E-7,2.61111E-7,,0.15,22794
ESO 008-06,224.2275,-83.445,1380.0,-1.46111E-6,-1.16944E-6,,0.185,4572
Ruprecht 112,224.235,-62.573,1764.0,-1.94444E-6,-2.61111E-7,,0.16,36741
FSR 1685,224.31,-64.945,1513.0,-1.01111E-6,-1.72222E-7,,0.085,18302
IC 4499,225.0765,-82.214,18804.0,-1.49722E-6,-2.09167E-6,31.5,0.14,4206
FSR 1696,225.3,-57.665,1148.0,-2.58056E-6,-1.02778E-7,,0.115,29344
NGC 5800,225.4455,-51.917,4844.0,-1.15833E-6,2.30556E-7,,0.14,21775
DBSB 92,225.9,-57.68,1963.0,-2.05833E-6,-6.72222E-7,,0.1,29386
NGC 5824,225.9945,-33.068,32114.0,-6.11111E-8,-1.16667E-7,-27.5,0.14,4992
FSR 1705,226.0665,-45.55,1582.0,-7.08333E-7,-2.19722E-6,,0.07,8789
NGC 5822,226.1175,-54.39,794.0,-2.05E-6,-1.43611E-6,-21.17,0.55,115392
ASCC 78,226.4025,-68.405,3241.0,-1.71111E-6,-1.16667E-7,,0.155,16099
IRAS 15015-5720,226.3245,-57.528,3391.0,-5.58333E-7,-4.38889E-7,-36.02,0.058,24015
NGC 5823,226.38,-55.595,1189.0,-1.30556E-6,-8.33333E-7,-19.8,0.11,31822
FSR 1697,226.6755,-56.517,912.0,-1.95278E-6,5.94444E-7,,0.105,33660
