#time X Y Z
2018-08-21_06:32:17 -1.2228449405696717E8 -6.031489880085574E7 1.5638548153963166E8
2018-08-22_15:27:58 -1.2005891910719115E8 -5.934784749710949E7 1.583630890784719E8
2018-08-24_00:23:39 -1.1780824325838284E8 -5.8368388281606436E7 1.6030758770552865E8
2018-08-25_09:19:19 -1.1553291039573237E8 -5.737671272446011E7 1.6221853466108188E8
2018-08-26_18:15:00 -1.1323337191679126E8 -5.637301605819702E7 1.6409549520069125E8
2018-08-28_03:10:41 -1.1091008658581817E8 -5.535749711624819E7 1.6593804279116574E8
2018-08-29_12:06:22 -1.0856352038283496E8 -5.4330358268905565E7 1.6774575930253345E8
2018-08-30_21:02:03 -1.0619414634760447E8 -5.329180535683381E7 1.695182351957456E8
2018-09-01_05:57:43 -1.038024444184532E8 -5.224204762210262E7 1.7125506970612457E8
2018-09-02_14:53:24 -1.0138890126663983E8 -5.118129763704426E7 1.729558710219963E8
2018-09-03_23:49:05 -9.895401012575068E7 -5.0109771230712816E7 1.7462025645892927E8
2018-09-05_08:44:46 -9.649827061681125E7 -4.902768741324418E7 1.7624785262904918E8
2018-09-06_17:40:27 -9.402218856914084E7 -4.793526829813181E7 1.778382956054735E8
2018-09-08_02:36:07 -9.152627583707044E7 -4.6832739022470035E7 1.793912310817653E8
2018-09-09_11:31:48 -8.90110501126151E7 -4.572032766520577E7 1.8090631452632517E8
2018-09-10_20:27:29 -8.647703473358224E7 -4.459826516316555E7 1.8238321133195427E8
2018-09-12_05:23:10 -8.392475849232644E7 -4.346678522716499E7 1.8382159695752096E8
2018-09-13_14:18:51 -8.135475543201347E7 -4.2326124252382666E7 1.8522115706923628E8
2018-09-14_23:14:31 -7.876756464861567E7 -4.1176521231056884E7 1.8658158767083025E8
2018-09-16_08:10:12 -7.616373008458883E7 -4.0018217661293544E7 1.8790259523069954E8
2018-09-17_17:05:53 -7.354380032104933E7 -3.8851457454987906E7 1.891838968020026E8
2018-09-19_02:01:34 -7.090832836624183E7 -3.76764868438927E7 1.904252201368089E8
2018-09-20_10:57:15 -6.825787144173774E7 -3.64935542844593E7 1.916263037935241E8
2018-09-21_19:52:55 -6.559299076555741E7 -3.5302910361101925E7 1.927868972379367E8
2018-09-23_04:48:36 -6.291425133325863E7 -3.410480768834075E7 1.9390676093740436E8
2018-09-24_13:44:17 -6.022222169670971E7 -3.2899500811706472E7 1.9498566644837388E8
2018-09-25_22:39:58 -5.7517473740745485E7 -3.168724610749523E7 1.9602339649715924E8
2018-09-27_07:35:39 -5.480058245820192E7 -3.04683016815967E7 1.9701974505389354E8
2018-09-28_16:31:19 -5.207212572347042E7 -2.924292726746032E7 1.9797451739966804E8
2018-09-30_01:27:00 -4.9332684064733E7 -2.8011384123277295E7 1.9888753018691266E8
2018-10-01_10:22:41 -4.6582840435047686E7 -2.6773934928455383E7 1.9975861149300963E8
