#time X Y Z
2018-07-16_16:37:05 -1.2802641932202691E8 -5.550635256791301E7 6.041703743833349E7
2018-07-17_10:08:17 -1.2733780807018326E8 -5.5207876277573496E7 6.210651581759942E7
2018-07-18_03:39:29 -1.2663003902359957E8 -5.490108505672875E7 6.3786527842747726E7
2018-07-18_21:10:41 -1.259032404390239E8 -5.4586032804887936E7 6.5456818193864144E7
2018-07-19_14:41:53 -1.2515754198944554E8 -5.426277450823603E7 6.711713767485207E7
2018-07-20_08:13:05 -1.2439307404073952E8 -5.3931365913481385E7 6.876724247186118E7
2018-07-21_01:44:17 -1.2360996722689533E8 -5.359186330672869E7 7.040689337973924E7
2018-07-21_19:15:29 -1.228083522568082E8 -5.3244323380663544E7 7.203585510387869E7
2018-07-22_12:46:41 -1.2198835986545849E8 -5.28888031626607E7 7.365389568889518E7
2018-07-23_06:17:53 -1.211501208311565E8 -5.252535997658158E7 7.526078607335311E7
2018-07-23_23:49:05 -1.2029376600759882E8 -5.215405141870211E7 7.685629973679404E7
2018-07-24_17:20:17 -1.1941942635124014E8 -5.177493533871364E7 7.844021239601175E7
2018-07-25_10:51:29 -1.185272329482122E8 -5.1388069825199336E7 8.00123017181073E7
2018-07-26_04:22:41 -1.176173170551477E8 -5.099351319901547E7 8.15723470366765E7
2018-07-26_21:53:53 -1.1668981016373281E8 -5.059132401669757E7 8.312012907648881E7
2018-07-27_15:25:05 -1.1574484408979324E8 -5.0181561083136015E7 8.465542969680853E7
2018-07-28_08:56:17 -1.1478255107695319E8 -4.976428346897301E7 8.617803166238667E7
2018-07-29_02:27:29 -1.1380306390343663E8 -4.93395505279964E7 8.768771843935293E7
2018-07-29_19:58:41 -1.128065159896041E8 -4.8907421913810745E7 8.918427399877392E7
2018-07-30_13:29:53 -1.1179304150212927E8 -4.8467957594276965E7 9.066748262599547E7
2018-07-31_07:01:05 -1.1076277547986011E8 -4.802121787484381E7 9.213712870786819E7
2018-08-01_00:32:17 -1.0971585398781481E8 -4.756726343392182E7 9.359299651264206E7
2018-08-01_18:03:29 -1.0865241431174386E8 -4.710615537608131E7 9.503486996886325E7
2018-08-02_11:34:41 -1.0757259519161668E8 -4.663795530251348E7 9.646253245862831E7
2018-08-03_05:05:53 -1.0647653708509113E8 -4.6162725394386865E7 9.787576663360436E7
2018-08-03_22:37:05 -1.0536438245218554E8 -4.56805285038974E7 9.927435425096554E7
2018-08-04_16:08:17 -1.042362760641565E8 -4.5191428252184786E7 1.006580760160651E8
2018-08-05_09:39:29 -1.0309236535734819E8 -4.469548914102687E7 1.0202671142044428E8
2018-08-06_03:10:41 -1.0193280087003896E8 -4.419277669402398E7 1.0338003857955927E8
2018-08-06_20:41:53 -1.0075773680341427E8 -4.368335764705263E7 1.0471783410596238E8
2018-08-07_14:13:05 -9.956733173075223E7 -4.3167300204059646E7 1.0603987308834293E8
2018-08-08_07:44:17 -9.836174943954627E7 -4.264467436084289E7 1.073459292718041E8
2018-08-09_01:15:29 -9.714115983825986E7 -4.211555227877543E7 1.0863577553515065E8
2018-08-09_18:46:41 -9.590573980767491E7 -4.1580008667791165E7 1.0990918472926061E8
2018-08-10_12:17:53 -9.465567384552631E7 -4.103812112107986E7 1.111659308782177E8
2018-08-11_05:49:05 -9.33911543553569E7 -4.0489970338785134E7 1.1240579066670308E8
2018-08-11_23:20:17 -9.21123814731767E7 -3.9935640188762434E7 1.1362854506225811E8
2018-08-12_16:51:29 -9.081956239913698E7 -3.9375217576894045E7 1.1483398087407607E8
2018-08-13_10:22:41 -8.951291029155016E7 -3.880879213325128E7 1.1602189204355986E8
2018-08-14_03:53:53 -8.819264285998586E7 -3.823645575321308E7 1.1719208050387481E8
2018-08-14_21:25:05 -8.68589808458637E7 -3.765830205764353E7 1.1834435652239162E8
2018-08-15_14:56:17 -8.55121465859195E7 -3.707442584539496E7 1.194785385349325E8
2018-08-16_08:27:29 -8.415236281897645E7 -3.648492260439081E7 1.2059445256656253E8
2018-08-17_01:58:41 -8.27798518353756E7 -3.588988812913629E7 1.2169193138649775E8
2018-08-17_19:29:53 -8.139483497387719E7 -3.528941825761076E7 1.2277081357488276E8
2018-08-18_13:01:05 -7.999753243319704E7 -3.4683608727064505E7 1.2383094263178025E8
2018-08-19_06:32:17 -7.858816329349254E7 -3.4072555116541006E7 1.2487216623309228E8
2018-08-20_00:03:29 -7.71669456517979E7 -3.3456352844443355E7 1.2589433566354208E8
2018-08-20_17:34:41 -7.573409678577797E7 -3.2835097189327773E7 1.2689730541222379E8
2018-08-21_11:05:53 -7.428983329556015E7 -3.220888331294991E7 1.2788093288443266E8
2018-08-22_04:37:05 -7.283437120635459E7 -3.157780627565372E7 1.2884507817801152E8
2018-08-22_22:08:17 -7.13679260405606E7 -3.094196104402944E7 1.2978960388264549E8
2018-08-23_15:39:29 -6.989071287764855E7 -3.0301442495113764E7 1.3071437487977324E8
2018-08-24_09:10:41 -6.84029464174858E7 -2.965634542143327E7 1.3161925813737391E8
2018-08-25_02:41:53 -6.690484105380877E7 -2.900676453865809E7 1.3250412250221096E8
2018-08-25_20:13:05 -6.5396610958029635E7 -2.8352794495758846E7 1.3336883849105985E8
2018-08-26_13:44:17 -6.38784701700744E7 -2.7694529886373427E7 1.342132780786412E8
2018-08-27_07:15:29 -6.235063270069887E7 -2.703206526331352E7 1.350373144745322E8
2018-08-28_00:46:41 -6.081331265517511E7 -2.6365495160264406E7 1.358408218844332E8
2018-08-28_18:17:53 -5.926672439573864E7 -2.569491412797875E7 1.3662367525757787E8
2018-08-29_11:49:05 -5.771108275819444E7 -2.5020416791753404E7 1.37385750032944E8
2018-08-30_05:20:17 -5.614660333053221E7 -2.4342097934269033E7 1.3812692190446725E8
2018-08-30_22:51:29 -5.457350279078248E7 -2.3660052603735313E7 1.388470666262081E8
2018-08-31_16:22:41 -5.299199929172548E7 -2.297437624320862E7 1.3954605987233606E8
2018-09-01_09:53:53 -5.140231287825344E7 -2.228516483583239E7 1.40223777156498E8
2018-09-02_03:25:05 -4.980466592902719E7 -2.1592515062768638E7 1.4088009380755565E8
2018-09-02_20:56:17 -4.819928362634785E7 -2.0896524475680243E7 1.4151488499904865E8
2018-09-03_14:27:29 -4.6586394465037264E7 -2.0197291689108565E7 1.421280258425649E8
2018-09-04_07:58:41 -4.496623081911961E7 -1.949491660299313E7 1.427193915717211E8
2018-09-05_01:29:53 -4.333902954680355E7 -1.8789500651077744E7 1.4328885787171006E8
2018-09-05_19:01:05 -4.170503262166343E7 -1.808114707619308E7 1.4383630140398768E8
2018-09-06_12:32:17 -4.006448770671576E7 -1.7369961203535076E7 1.4436160057785508E8
2018-09-07_06:03:29 -3.841764857882689E7 -1.6656050678125061E7 1.4486463657849896E8
2018-09-07_23:34:41 -3.676477529440141E7 -1.5939525622265961E7 1.4534529461113086E8
2018-09-08_17:05:53 -3.51061340047126E7 -1.5220498671176907E7 1.4580346526337877E8
2018-09-09_10:37:05 -3.344199637301507E7 -1.4499084857923962E7 1.4623904584257168E8
2018-09-10_04:08:17 -3.1772638611937374E7 -1.3775401342189962E7 1.4665194152469358E8
2018-09-10_21:39:29 -3.0098340225730743E7 -1.3049567002996454E7 1.4704206616814038E8
2018-09-11_15:10:41 -2.8419382597980466E7 -1.2321701940022815E7 1.4740934269402134E8
2018-09-12_08:41:53 -2.673604759054752E7 -1.159192694279559E7 1.477537030062301E8
2018-09-13_02:13:05 -2.5048616310914297E7 -1.086036298967269E7 1.4807508750002375E8
2018-09-13_19:44:17 -2.3357368162442517E7 -1.012713082750425E7 1.4837344426960096E8
2018-09-14_13:15:29 -2.166258023320935E7 -9392350.664013425 1.486487281578993E8
2018-09-15_06:46:41 -1.9964527012041584E7 -8656141.980190564 1.4890089979210603E8
2018-09-16_00:17:53 -1.8263480370160483E7 -7918623.44936559 1.4912992471853498E8
2018-09-16_17:49:05 -1.6559709716658145E7 -7179912.934620687 1.4933577270382988E8
2018-09-17_11:20:17 -1.4853482234300135E7 -6440127.531453246 1.4951841721950087E8
2018-09-18_04:51:29 -1.3145063120376378E7 -5699383.625824588 1.4967783508708346E8
2018-09-18_22:22:41 -1.1434715785843205E7 -4957796.946120821 1.4981400623904777E8
2018-09-19_15:53:53 -9722701.998007977 -4215482.599061854 1.4992691354592127E8
2018-09-20_09:25:05 -8009281.971239953 -3472555.0873804186 1.5001654266896942E8
2018-09-21_02:56:17 -6294714.424611913 -2729128.314173131 1.500828819113477E8
2018-09-21_20:27:29 -4579256.621940972 -1985315.5787397495 1.5012592205340546E8
2018-09-22_13:58:41 -2863164.417872202 -1241229.5734533956 1.5014565616477588E8
2018-09-23_07:29:53 -1146692.3035725232 -496982.37865317403 1.5014207938928592E8
2018-09-24_01:01:05 569906.5129829911 247314.52969547597 1.5011518869866526E8
2018-09-24_18:32:17 2286379.9953174014 991550.2618745277 1.5006498261510956E8
2018-09-25_12:03:29 4002477.111157497 1735614.476491791 1.4999146090908402E8
2018-09-26_05:34:41 5717947.593825939 2479397.316676541 1.4989462428914264E8
2018-09-26_23:05:53 7432541.6198611185 3222789.3145383094 1.4977447411079064E8
2018-09-27_16:37:05 9146009.40221273 3965681.261556687 1.496310121376222E8
2018-09-28_10:08:17 1.0858100709581735E7 4707964.0459865155 1.4946424038737932E8
2018-09-29_03:39:29 1.2568564334498221E7 5449528.462831649 1.4927416108796728E8
2018-09-29_21:10:41 1.4277147537572939E7 6190265.004282948 1.4906077675673145E8
2018-09-30_14:41:53 1.5983595495625643E7 6930063.639738905 1.4882409040481386E8
2018-10-01_08:13:05 1.7687650775392458E7 7668813.593411272 1.4856410586175022E8
2018-10-02_01:44:17 1.9389052849619474E7 8406403.1266301 1.4828082821515742E8
2018-10-02_19:15:29 2.1087537670171928E7 9142719.331516972 1.4797426436517307E8
2018-10-03_12:46:41 2.2782837317107927E7 9877647.94423223 1.476444236983911E8
2018-10-04_06:17:53 2.447467975429169E7 1.0611073190236354E7 1.4729131888535973E8
2018-10-04_23:49:05 2.6162788731926024E7 1.134287767767509E7 1.469149667955093E8
2018-10-05_17:20:17 2.7846883885081142E7 1.2072942359143246E7 1.4651538950178826E8
2018-10-06_10:51:29 2.952668107104555E7 1.2801146581127714E7 1.4609261531963214E8
2018-10-07_04:22:41 3.1201892970345043E7 1.3527368235642444E7 1.456466797977429E8
2018-10-07_21:53:53 3.2872229942700602E7 1.4251484017549075E7 1.4517762656206173E8
2018-10-08_15:25:05 3.4537401090955734E7 1.4973369777432278E7 1.446855079156756E8
2018-10-09_08:56:17 3.619711544779844E7 1.5692900944583276E7 1.4417038512036234E8
2018-10-10_02:27:29 3.785108317833046E7 1.6409952984033396E7 1.4363232832519308E8
2018-10-10_19:58:41 3.949901667745483E7 1.7124401841876492E7 1.430714161603567E8
2018-10-11_13:29:53 4.114063148154221E7 1.7836124345409516E7 1.4248773505423573E8
2018-10-12_07:01:05 4.277564691036833E7 1.8544998517501213E7 1.4188137837839296E8
2018-10-13_00:32:17 4.4403786436544955E7 1.9250903795293882E7 1.412524455266947E8
2018-10-13_18:03:29 4.6024777799388535E7 1.9953721149579E7 1.4060104103370392E8
2018-10-14_11:34:41 4.7638352921510786E7 2.0653333119427446E7 1.399272738080898E8
2018-10-15_05:05:53 4.924424769900205E7 2.134962378468878E7 1.3923125652215898E8
2018-10-15_22:37:05 5.0842201738339975E7 2.2042478703790095E7 1.3851310516179612E8
2018-10-16_16:08:17 5.2431958096609384E7 2.2731784840933528E7 1.3777293871453843E8
2018-10-17_09:39:29 5.4013263063172854E7 2.3417430501583613E7 1.3701087895726323E8
2018-10-18_03:10:41 5.55858659983085E7 2.409930528653173E7 1.3622705030230466E8
2018-10-18_20:41:53 5.714951922854938E7 2.477730006771817E7 1.354215796656383E8
2018-10-19_14:13:05 5.870397798752231E7 2.5451306983144145E7 1.345945963297218E8
2018-10-20_07:44:17 6.024900038563088E7 2.61212194447058E7 1.3374623178192139E8
2018-10-21_01:15:29 6.178434738897714E7 2.6786932150972053E7 1.3287661951557282E8
2018-10-21_18:46:41 6.330978278624992E7 2.744834109646821E7 1.3198589478468004E8
2018-10-22_12:17:53 6.482507311843415E7 2.810534356809143E7 1.3107419430874951E8
2018-10-23_05:49:05 6.6329987543913E7 2.87578381188786E7 1.3014165593218975E8
2018-10-23_23:20:17 6.782429761245671E7 2.9405724509510916E7 1.2918841825426868E8
2018-10-24_16:51:29 6.930777692598377E7 3.0048903608443446E7 1.2821462026070385E8
2018-10-25_10:22:41 7.07802006769011E7 3.0687277244746942E7 1.2722040100085361E8
2018-10-26_03:53:53 7.224134507188405E7 3.132074801239111E7 1.2620589936276166E8
2018-10-26_21:25:05 7.369098666899776E7 3.1949219031200632E7 1.2517125399727829E8
2018-10-27_14:56:17 7.512890167453714E7 3.2572593676929332E7 1.2411660343073504E8
2018-10-28_08:27:29 7.655486525755785E7 3.3190775298925865E7 1.2304208638547528E8
2018-10-29_01:58:41 7.796865093667613E7 3.38036669450049E7 1.2194784230749221E8
2018-10-29_19:29:53 7.937003010564396E7 3.441117112180703E7 1.2083401206257212E8
