#time X Y Z
2017-10-10_13:23:26 6.246578339314429E7 3.3214481168409437E7 -8.091209078583668E7
2017-10-13_08:35:26 5.628246687548498E7 3.077202850631779E7 -8.62517895076268E7
2017-10-16_03:47:26 4.974732569593731E7 2.8137220307388082E7 -9.105233315756103E7
2017-10-18_22:59:26 4.290133144448715E7 2.532659513701355E7 -9.528393722452201E7
2017-10-21_18:11:26 3.578739789271301E7 2.2357796023935497E7 -9.892046653431578E7
2017-10-24_13:23:26 2.8450093812014643E7 1.9249451769846898E7 -1.019396003768253E8
2017-10-27_08:35:26 2.09353453746379E7 1.6021051825729378E7 -1.043229699905984E8
2017-10-30_02:47:26 1.3290130578943318E7 1.2692815780138992E7 -1.0605626756744638E8
2017-11-01_21:59:26 5677540.916861785 9336738.263334462 -1.0711823163378869E8
2017-11-04_17:11:26 -2084862.5575891477 5872433.756252928 -1.0753501329556061E8
2017-11-07_12:23:26 -9834328.046847917 2371646.739551416 -1.0728381360122389E8
2017-11-10_07:35:26 -1.7522793311832223E7 -1143858.886996515 -1.0636701289819403E8
2017-11-13_02:47:26 -2.5102700608040188E7 -4652282.039105326 -1.0479116123669007E8
2017-11-15_21:59:26 -3.2527298823137384E7 -8131924.334667747 -1.0256691482890768E8
2017-11-18_17:11:26 -3.975093708071096E7 -1.1561327838114442E7 -9.970894576069668E7
2017-11-21_12:23:26 -4.672934786837406E7 -1.491940971411468E7 -9.623582615043451E7
2017-11-24_07:35:26 -5.341991790788241E7 -1.818559290321758E7 -9.216988811577277E7
2017-11-27_02:47:26 -5.978194511681773E7 -2.1339931980297893E7 -8.753706107865362E7
2017-11-29_21:59:26 -6.577688025567762E7 -2.436323346045751E7 -8.236668802996355E7
2017-12-02_17:11:26 -7.13685519746662E7 -2.723716986284679E7 -7.669132250299588E7
2017-12-05_12:23:26 -7.65233741998399E7 -2.9944386940892085E7 -7.054650805464032E7
2017-12-08_07:35:26 -8.121053497427696E7 -3.24686035640967E7 -6.397054209115943E7
2017-12-11_02:47:26 -8.54021660150977E7 -3.479470379817546E7 -5.700422593483444E7
2017-12-13_21:59:26 -8.907349246196678E7 -3.690882083042366E7 -4.969060297439121E7
2017-12-16_17:11:26 -9.220296240314735E7 -3.879841243452483E7 -4.207468678363467E7
2017-12-19_12:23:26 -9.477235594205077E7 -4.0452327753051236E7 -3.420318102663397E7
2017-12-22_07:35:26 -9.676687369457918E7 -4.186086523650661E7 -2.6124192919978797E7
2017-12-25_02:47:26 -9.817520471510097E7 -4.301582162682799E7 -1.7886942015838515E7
2017-12-27_21:59:26 -9.898957398287731E7 -4.391053194209059E7 -9541465.936154095
2017-12-30_17:11:26 -9.920576965536115E7 -4.4539900452451E7 -1138324.693883945
2018-01-02_12:23:26 -9.882315039638682E7 -4.490042269036792E7 7271694.881329468
2018-01-05_07:35:26 -9.784463315337484E7 -4.499019857241505E7 1.563787316915773E7
2018-01-08_02:47:26 -9.627666182409337E7 -4.4808936741116434E7 2.3909848818684377E7
2018-01-10_21:59:26 -9.412915730396877E7 -4.4357950267059505E7 3.2037905573147573E7
2018-01-13_17:11:26 -9.141544945338105E7 -4.364014387260039E7 3.997325358416679E7
2018-01-16_12:23:26 -8.815219155874337E7 -4.265999286099537E7 4.766830405603435E7
2018-01-19_07:35:26 -8.43592578832274E7 -4.1423513948349506E7 5.507693611872132E7
2018-01-22_02:47:26 -8.005962494682714E7 -3.993822821614219E7 6.215475483955127E7
2018-01-24_21:59:26 -7.527923716732064E7 -3.82131164061601E7 6.885933940189599E7
2018-01-27_17:11:26 -7.004685754312748E7 -3.625856680041138E7 7.515048045143059E7
2018-01-30_12:23:26 -6.439390405937009E7 -3.408631593425584E7 8.099040569143777E7
2018-02-02_07:35:26 -5.670483934357374E7 -3.1051624422916204E7 8.766594124924979E7
