#Bulge_Main
0.0061146 0.1768233 0.0833127 1 
0.4456955 -0.0294186 0.010447 1 
-0.1371887 -0.1453467 -0.0143528 1 
-0.1168837 0.0798751 -0.09828 1 
0.0916004 0.0942298 0.1631833 1 
0.208715 -0.0628366 -0.0816813 1 
-0.300174 -0.1155671 -0.1041109 1 
0.0877515 0.0344165 0.047876 1 
0.2569968 -0.0561979 0.0596796 1 
-0.0864141 -0.3809595 -0.0591752 1 
-0.0409625 -0.1656015 -0.1095957 1 
-0.191235 0.283499 0.0521677 1 
0.1619898 0.0706241 -0.1436217 1 
-0.1092203 0.031358 0.0472464 1 
0.2097175 0.3448241 0.0666914 1 
-0.0733007 -0.2012516 0.1052868 1 
0.0987264 -0.3469912 0.1051077 1 
0.2101864 -0.3842994 0.097136 1 
-0.1434364 -0.205395 -0.0675441 1 
-0.1774169 -0.2612696 -0.0171041 1 
0.0845349 -0.0387514 -0.2805245 1 
-0.2250713 0.2250866 0.0794553 1 
0.2459074 0.0874714 0.0778385 1 
-0.1515543 -0.1364518 -0.0020728 1 
0.0515524 -0.3354801 -0.0522311 1 
-0.1633731 -0.1000246 0.0443035 1 
0.1511293 0.2522092 0.0895183 1 
0.1258695 -0.226434 0.0741188 1 
0.102849 -0.4630238 -0.0063245 1 
0.1457937 -0.3545191 -0.0713633 1 
-0.3855505 0.1533503 -0.0192325 1 
-0.0009381 0.3491812 0.1293407 1 
0.2618339 -0.1998932 -0.0104485 1 
-0.1224564 -0.1069642 -0.1551574 1 
0.025505 0.1468772 0.0264106 1 
0.2706835 0.1073204 -0.1365109 1 
-0.3563294 0.2021453 0.1129597 1 
0.371848 -0.0422995 0.0641452 1 
-0.0925862 -0.1203836 -0.0887457 1 
-0.1285519 -0.3459505 -0.0249445 1 
-0.1769217 0.1422121 0.2141632 1 
0.2048957 -0.156395 -0.0987967 1 
-0.1918503 -0.148139 0.081772 1 
0.221536 0.0794252 -0.0862392 1 
-0.1725153 -0.0603313 -0.0977257 1 
-0.1452082 0.2721247 -0.102086 1 
0.1687621 0.2448647 -0.0255395 1 
0.1367559 0.176233 -0.0734342 1 
-0.0912708 0.3674902 0.0394898 1 
0.255329 0.031442 -0.0088018 1 
-0.204807 -0.2452065 0.0046754 1 
-0.04962 0.3316789 0.1001728 1 
0.0616609 -0.0184542 -0.1393432 1 
-0.1512812 -0.1089715 -0.215147 1 
-0.0796368 0.1105388 -0.0016496 1 
0.0337495 0.2093961 0.0087719 1 
0.0893358 0.1522832 -0.1239495 1 
-0.3402763 0.1753173 -0.1180617 1 
0.0388995 0.2033508 0.0773334 1 
0.2705866 0.1154949 -0.0477061 1 
-0.2678057 -0.1522109 -0.0967603 1 
0.084238 0.3623117 -0.0731875 1 
0.1345631 0.3073409 -0.1015982 1 
0.0832733 0.0988004 -0.1999672 1 
-0.1661434 0.2191807 -0.0543863 1 
0.1018062 0.2800464 0.0550254 1 
0.142711 -0.0061471 -0.0733199 1 
-0.0467635 -0.1453417 0.1712013 1 
0.1210077 -0.0258242 0.1032259 1 
